	index	learning_rate	loss	max_depth	max_features	n_estimators	subsample	testSize
553	0	0.5	ls	1	log2	50	0.5	3
554	0	0.5	ls	3	log2	200	1.0	3
555	0	0.1	lad	3	sqrt	100	0.5	12
556	0	0.1	ls	3	sqrt	200	0.1	7
557	0	0.5	huber	10	log2	500	1.0	5
558	0	0.5	lad	3	sqrt	50	1.0	9
559	0	0.5	lad	1	auto	100	0.1	3
560	0	0.1	quantile	10	sqrt	100	0.1	7
561	0	1.0	ls	5	auto	200	0.1	4
562	0	1.0	ls	10	log2	200	1.0	5
563	0	0.1	huber	5	sqrt	500	0.5	13
564	0	0.5	lad	5	sqrt	100	1.0	7
565	0	0.5	quantile	3	sqrt	500	1.0	7
566	0	1.0	ls	1	auto	200	0.1	3
567	0	0.5	lad	3	auto	50	0.5	5
568	0	0.1	lad	3	auto	100	0.1	9
569	0	0.1	huber	5	sqrt	200	1.0	3
570	0	0.5	lad	10	sqrt	100	1.0	7
571	0	0.5	huber	1	sqrt	100	1.0	4
572	0	0.1	lad	1	auto	200	1.0	13
573	0	1.0	ls	1	log2	100	0.1	3
574	0	0.1	lad	1	sqrt	50	0.1	7
575	0	1.0	huber	10	auto	200	0.1	3
576	0	0.5	ls	10	log2	200	0.1	5
577	0	0.5	ls	3	sqrt	50	1.0	9
578	0	0.1	lad	5	log2	50	0.5	8
579	0	0.1	lad	10	sqrt	50	1.0	5
580	0	0.5	lad	1	log2	100	0.1	3
581	0	0.1	lad	1	sqrt	200	0.5	13
582	0	0.1	quantile	3	log2	500	1.0	3
583	0	0.1	lad	1	sqrt	100	0.1	7
584	0	0.1	ls	5	auto	500	0.1	10
585	0	0.5	quantile	5	log2	200	1.0	5
586	0	0.1	huber	1	log2	50	0.1	7
587	0	1.0	ls	10	sqrt	50	0.1	3
588	0	0.1	huber	1	auto	50	0.5	12
589	0	0.5	lad	10	log2	200	1.0	3
590	0	0.1	ls	3	log2	50	0.1	7
591	0	0.1	lad	3	auto	500	0.5	7
592	0	0.5	quantile	3	auto	500	1.0	5
593	0	0.1	huber	10	sqrt	200	0.1	10
594	0	1.0	lad	1	sqrt	100	0.1	3
595	0	0.1	quantile	3	sqrt	200	1.0	12
596	0	1.0	huber	1	sqrt	200	0.1	4
597	0	1.0	ls	1	auto	100	1.0	7
598	0	0.5	lad	3	log2	200	1.0	7
599	0	0.1	huber	1	auto	100	1.0	4
600	0	1.0	quantile	1	sqrt	200	0.1	3
601	0	0.5	huber	3	auto	50	0.5	3
602	0	0.1	ls	10	auto	100	0.1	9
603	0	0.1	ls	10	sqrt	500	1.0	13
604	0	0.1	lad	10	sqrt	100	0.5	7
605	0	1.0	huber	3	log2	50	1.0	5
606	0	0.1	ls	5	sqrt	100	0.5	3
607	0	0.1	lad	1	auto	100	1.0	7
608	0	1.0	ls	5	sqrt	200	0.1	3
609	0	0.1	quantile	10	sqrt	200	1.0	8
610	0	0.5	ls	1	sqrt	50	1.0	9
611	0	0.5	huber	3	sqrt	50	0.5	3
612	0	0.5	ls	1	auto	50	1.0	5
613	0	0.5	ls	5	log2	50	1.0	13
614	0	1.0	lad	3	sqrt	50	0.1	3
615	0	0.1	huber	1	log2	50	0.1	7
616	0	0.5	quantile	3	sqrt	500	1.0	7
617	0	0.5	huber	10	log2	50	1.0	9
618	0	0.1	lad	10	log2	200	0.5	3
619	0	0.5	quantile	3	sqrt	200	0.5	5
620	0	0.5	lad	5	log2	500	1.0	3
621	0	0.1	lad	10	log2	100	0.1	7
622	0	0.1	huber	10	log2	50	0.5	13
623	0	0.1	quantile	3	sqrt	100	0.5	7
624	0	0.1	huber	5	log2	50	1.0	10
625	0	0.5	huber	5	auto	500	0.5	4
626	0	0.5	huber	1	sqrt	100	1.0	5
627	0	0.5	ls	5	auto	50	0.5	3
628	0	0.5	lad	1	sqrt	50	1.0	10
629	0	0.5	lad	10	log2	100	1.0	7
630	0	0.5	quantile	10	log2	100	1.0	7
631	0	0.5	ls	5	log2	200	1.0	3
632	0	0.1	huber	1	log2	50	0.1	12
633	0	0.5	quantile	3	sqrt	100	1.0	4
634	0	0.1	lad	10	log2	100	0.5	3
635	0	0.1	huber	3	log2	200	0.1	9
636	0	1.0	lad	3	auto	100	1.0	3
637	0	0.1	lad	1	auto	50	0.5	7
638	0	1.0	ls	5	log2	200	1.0	7
639	0	0.5	lad	3	sqrt	100	1.0	3
640	0	1.0	lad	1	sqrt	500	0.1	5
641	0	0.1	huber	1	log2	100	0.5	12
642	0	0.5	lad	1	sqrt	100	0.5	9
643	0	0.5	huber	3	log2	200	1.0	3
644	0	0.5	ls	10	log2	200	1.0	3
645	0	0.1	ls	5	auto	100	0.1	7
646	0	0.1	huber	10	auto	50	0.1	8
647	0	0.5	quantile	3	log2	100	0.1	5
648	0	0.1	huber	10	log2	500	1.0	13
649	0	1.0	lad	3	sqrt	200	1.0	3
650	0	0.5	lad	3	log2	50	0.5	7
651	0	0.5	huber	5	sqrt	100	1.0	3
652	0	0.1	quantile	3	log2	500	0.1	9
653	0	0.1	lad	5	log2	50	0.1	7
654	0	0.1	huber	3	sqrt	50	1.0	5
655	0	0.1	lad	1	log2	100	0.1	7
656	0	0.5	ls	5	sqrt	100	0.1	3
657	0	0.1	quantile	10	auto	500	0.1	7
658	0	0.5	lad	1	sqrt	500	1.0	4
659	0	0.1	ls	3	auto	100	0.1	13
660	0	0.5	quantile	3	log2	100	1.0	10
661	0	0.5	quantile	5	auto	500	1.0	5
662	0	0.1	quantile	1	auto	50	0.1	7
663	0	1.0	huber	10	log2	200	1.0	3
664	0	0.1	ls	5	log2	100	0.1	7
665	0	0.5	lad	10	log2	50	1.0	3
666	0	0.5	ls	3	auto	100	1.0	7
667	0	0.1	lad	1	sqrt	50	0.5	10
668	0	0.1	huber	10	auto	50	0.5	13
669	0	0.5	quantile	10	sqrt	200	0.1	4
670	0	1.0	huber	10	log2	500	0.1	3
671	0	0.5	ls	3	log2	50	0.5	7
672	0	0.5	lad	10	sqrt	200	0.1	3
673	0	0.5	ls	3	log2	200	0.5	7
674	0	0.1	ls	5	log2	200	0.5	8
675	0	0.1	ls	10	log2	100	1.0	5
676	0	0.5	lad	10	sqrt	200	1.0	9
677	0	0.5	lad	5	auto	200	0.1	3
678	0	0.1	huber	5	log2	50	0.5	3
679	0	0.1	quantile	10	sqrt	200	1.0	12
680	0	1.0	lad	10	sqrt	100	1.0	7
681	0	0.1	quantile	3	auto	200	0.1	7
682	0	1.0	ls	10	auto	100	0.1	3
683	0	1.0	ls	5	auto	50	1.0	5
684	0	0.1	huber	3	sqrt	200	0.1	9
685	0	0.5	huber	3	sqrt	50	0.1	3
686	0	0.1	ls	3	sqrt	100	0.1	7
687	0	0.1	quantile	10	sqrt	50	0.1	7
688	0	0.1	ls	5	sqrt	100	0.5	12
689	0	1.0	lad	5	sqrt	100	0.1	3
690	0	0.5	lad	10	log2	100	0.5	5
691	0	1.0	lad	3	auto	100	1.0	4
692	0	0.1	ls	5	sqrt	50	0.1	9
693	0	0.5	quantile	5	sqrt	500	0.1	3
694	0	0.1	quantile	1	log2	100	0.1	7
695	0	0.1	quantile	5	log2	100	0.5	7
696	0	0.1	ls	5	sqrt	100	0.5	13
697	0	0.5	huber	3	sqrt	50	1.0	5
698	0	0.5	lad	5	log2	200	0.1	3
699	0	0.1	lad	1	sqrt	100	0.1	10
700	0	0.1	huber	3	auto	100	1.0	3
701	0	0.1	ls	10	log2	200	0.1	7
702	0	0.1	quantile	5	sqrt	100	0.5	10
703	0	0.1	quantile	10	sqrt	50	0.1	7
704	0	0.5	lad	5	log2	200	0.1	3
705	0	0.5	huber	1	sqrt	500	1.0	4
706	0	0.5	huber	3	log2	500	0.5	3
707	0	0.1	huber	1	log2	100	0.1	13
708	0	0.1	ls	3	log2	200	0.1	9
709	0	0.5	lad	10	log2	50	1.0	8
710	0	1.0	lad	3	auto	500	1.0	3
711	0	1.0	ls	3	log2	200	1.0	3
712	0	0.1	huber	3	sqrt	50	0.1	7
713	0	0.5	lad	3	sqrt	200	1.0	5
714	0	0.1	ls	3	log2	200	0.5	7
715	0	0.1	ls	3	sqrt	200	0.1	9
716	0	1.0	lad	1	log2	500	1.0	3
717	0	0.1	ls	3	sqrt	100	0.5	13
718	0	0.5	quantile	10	sqrt	100	1.0	3
719	0	0.1	ls	3	sqrt	50	0.5	7
720	0	0.5	huber	10	auto	100	0.5	5
721	0	0.1	lad	1	auto	100	0.1	7
722	0	1.0	ls	5	auto	100	1.0	3
723	0	0.1	quantile	3	log2	100	0.5	7
724	0	0.5	lad	3	sqrt	50	1.0	9
725	0	0.5	lad	5	log2	100	0.5	4
726	0	0.1	huber	10	sqrt	200	0.1	12
727	0	1.0	huber	10	auto	500	0.1	5
728	0	0.1	huber	1	sqrt	200	0.5	7
729	0	0.1	ls	5	sqrt	50	1.0	7
730	0	1.0	ls	1	sqrt	500	0.1	3
731	0	1.0	lad	10	log2	200	0.1	3
732	0	0.1	quantile	10	auto	100	0.1	8
733	0	0.1	huber	3	auto	50	0.1	10
734	0	1.0	huber	3	sqrt	500	0.1	5
735	0	0.5	quantile	10	log2	200	1.0	7
736	0	0.1	huber	1	sqrt	200	0.5	12
737	0	0.5	quantile	10	sqrt	200	0.5	3
738	0	1.0	huber	5	sqrt	200	1.0	3
739	0	0.1	quantile	5	sqrt	50	0.1	7
740	0	0.5	huber	1	log2	500	1.0	7
741	0	1.0	huber	10	auto	500	0.1	4
742	0	0.1	lad	5	auto	500	0.1	10
743	0	0.5	ls	5	sqrt	500	0.1	3
744	0	0.1	quantile	1	log2	500	0.5	7
745	0	0.1	lad	5	log2	50	1.0	13
746	0	1.0	lad	3	log2	200	1.0	3
747	0	0.1	ls	1	auto	50	1.0	5
748	0	0.1	lad	5	log2	500	1.0	7
749	0	0.1	quantile	1	log2	200	1.0	7
750	0	1.0	huber	1	sqrt	100	1.0	3
751	0	0.1	huber	5	sqrt	200	0.5	9
752	0	0.5	ls	3	log2	200	0.5	3
753	0	0.1	quantile	1	sqrt	500	1.0	7
754	0	0.1	quantile	5	sqrt	200	1.0	13
755	0	0.5	huber	10	log2	200	1.0	5
756	0	0.5	huber	10	log2	500	1.0	7
757	0	0.5	lad	10	log2	200	1.0	3
758	0	1.0	quantile	10	sqrt	500	0.1	4
759	0	0.1	huber	10	sqrt	200	0.1	9
760	0	0.5	lad	10	log2	100	1.0	7
761	0	0.1	lad	3	auto	200	0.5	13
762	0	0.1	ls	3	log2	200	0.1	5
763	0	0.5	ls	10	log2	50	1.0	3
764	0	0.1	quantile	3	log2	200	0.5	7
765	0	1.0	ls	5	auto	500	0.1	3
766	0	0.5	huber	10	sqrt	50	1.0	9
767	0	0.1	quantile	3	log2	200	0.5	12
768	0	0.1	quantile	3	log2	500	1.0	7
769	0	0.5	ls	5	sqrt	100	0.1	3
770	0	0.1	quantile	10	sqrt	100	1.0	5
771	0	0.5	quantile	3	log2	500	0.5	3
772	0	0.1	huber	10	auto	500	0.1	8
773	0	0.5	huber	5	sqrt	100	1.0	7
774	0	0.1	quantile	10	sqrt	100	0.5	12
775	0	0.1	lad	10	log2	50	0.1	10
776	0	0.5	quantile	3	log2	500	0.1	3
777	0	1.0	huber	1	log2	50	0.1	3
778	0	1.0	lad	3	log2	50	1.0	4
779	0	0.5	ls	3	sqrt	100	1.0	7
780	0	0.1	huber	3	log2	50	0.1	7
781	0	0.1	quantile	5	sqrt	200	1.0	13
782	0	1.0	lad	3	sqrt	500	0.1	3
783	0	1.0	huber	3	sqrt	100	0.1	3
784	0	0.1	huber	5	sqrt	200	0.5	5
785	0	0.1	lad	3	auto	50	1.0	10
786	0	0.1	ls	10	log2	200	0.5	7
787	0	0.1	lad	5	auto	100	0.1	7
788	0	0.1	lad	3	log2	50	0.5	13
789	0	1.0	huber	3	auto	50	0.5	4
790	0	1.0	quantile	5	log2	100	0.1	3
791	0	0.1	quantile	10	log2	50	0.1	9
792	0	0.5	huber	5	log2	50	1.0	5
793	0	0.1	quantile	5	log2	100	0.1	7
794	0	0.1	quantile	5	log2	200	0.5	7
795	0	0.1	quantile	10	sqrt	200	0.5	9
796	0	0.1	ls	5	log2	500	0.1	3
797	0	1.0	ls	3	log2	50	0.1	3
798	0	0.5	quantile	5	log2	100	1.0	5
799	0	0.1	lad	1	log2	100	0.1	13
800	0	0.1	lad	10	auto	50	1.0	9
801	0	0.1	quantile	5	log2	500	0.1	7
802	0	0.1	lad	5	sqrt	50	1.0	7
803	0	0.5	huber	1	log2	100	0.1	3
804	0	1.0	ls	10	sqrt	500	1.0	3
805	0	0.1	huber	10	auto	100	0.1	10
806	0	1.0	ls	10	log2	500	1.0	5
807	0	0.1	huber	10	log2	500	1.0	12
808	0	0.1	quantile	10	log2	200	0.5	10
809	0	0.1	ls	10	sqrt	50	1.0	3
810	0	0.5	quantile	1	auto	50	0.1	3
811	0	0.1	huber	3	auto	50	0.1	7
812	0	0.5	lad	10	sqrt	200	0.5	8
813	0	0.1	quantile	1	log2	500	0.1	4
814	0	0.1	ls	1	auto	200	0.1	9
815	0	1.0	quantile	5	log2	100	1.0	3
816	0	0.5	quantile	1	log2	50	0.1	3
817	0	0.1	lad	5	auto	100	0.5	12
818	0	0.1	quantile	10	sqrt	100	0.1	7
819	0	0.1	ls	3	auto	500	0.1	7
820	0	0.5	huber	5	log2	500	1.0	5
821	0	0.1	lad	5	log2	50	0.5	9
822	0	0.5	lad	3	sqrt	200	0.5	4
823	0	0.5	huber	5	log2	500	0.5	3
824	0	0.1	quantile	5	log2	500	0.1	9
825	0	0.1	ls	1	log2	50	0.1	7
826	0	0.1	huber	3	auto	50	0.5	5
827	0	0.1	lad	5	sqrt	100	0.1	7
828	0	0.1	quantile	5	log2	200	0.5	13
829	0	0.5	huber	3	sqrt	500	1.0	3
830	0	0.5	ls	1	sqrt	500	1.0	10
831	0	0.5	ls	3	log2	200	0.1	3
832	0	0.5	ls	5	sqrt	50	1.0	5
833	0	0.1	huber	1	log2	50	0.5	7
834	0	0.1	quantile	5	log2	500	0.5	7
835	0	0.1	quantile	5	log2	200	0.5	10
836	0	0.5	quantile	3	log2	200	1.0	3
837	0	0.1	lad	10	log2	50	1.0	13
838	0	0.5	huber	10	auto	100	0.1	3
839	0	0.5	lad	10	sqrt	500	1.0	5
840	0	0.1	lad	5	auto	500	0.5	13
841	0	0.1	lad	5	log2	500	0.1	7
842	0	0.1	huber	5	auto	100	0.1	7
843	0	0.5	quantile	1	auto	500	0.5	3
844	0	0.5	lad	10	auto	100	1.0	9
845	0	1.0	quantile	1	log2	200	1.0	3
846	0	0.5	huber	3	log2	500	1.0	12
847	0	0.5	huber	10	sqrt	50	1.0	4
848	0	0.1	huber	1	log2	100	0.5	3
849	0	0.1	lad	3	auto	100	0.1	8
850	0	1.0	lad	3	sqrt	50	1.0	7
851	0	0.1	huber	10	sqrt	50	0.5	9
852	0	0.5	lad	1	auto	500	0.1	3
853	0	0.5	ls	1	log2	200	0.5	5
854	0	0.1	huber	5	auto	50	0.1	9
855	0	0.1	lad	1	sqrt	200	0.5	12
856	0	0.5	lad	1	auto	200	1.0	4
857	0	0.5	quantile	3	auto	50	0.5	3
858	0	0.1	huber	3	sqrt	50	0.1	7
859	0	0.5	lad	5	log2	500	1.0	7
860	0	0.1	huber	3	log2	50	0.1	10
861	0	0.5	lad	5	log2	200	0.5	5
862	0	0.5	lad	10	sqrt	200	0.5	3
863	0	0.5	ls	3	log2	50	1.0	3
864	0	0.1	ls	3	log2	100	0.1	10
865	0	0.1	ls	10	sqrt	200	1.0	13
866	0	0.1	ls	5	auto	100	0.1	7
867	0	0.5	quantile	1	sqrt	500	1.0	7
868	0	0.5	ls	1	sqrt	100	0.5	5
869	0	1.0	huber	1	sqrt	50	0.1	3
870	0	0.1	huber	3	log2	200	0.1	9
871	0	0.5	lad	10	log2	200	1.0	3
872	0	0.5	huber	10	sqrt	200	1.0	7
873	0	0.1	quantile	3	log2	100	0.1	7
874	0	0.1	lad	5	sqrt	50	1.0	13
875	0	0.1	quantile	1	log2	200	0.1	9
876	0	0.5	ls	5	auto	50	0.1	3
877	0	0.1	quantile	10	log2	100	1.0	5
878	0	1.0	huber	5	sqrt	50	0.1	3
879	0	0.5	ls	3	log2	100	1.0	9
880	0	1.0	lad	1	sqrt	100	1.0	7
881	0	0.1	quantile	10	log2	50	0.5	7
882	0	0.5	huber	10	sqrt	50	0.1	3
883	0	0.5	huber	10	log2	50	1.0	4
884	0	0.1	lad	10	auto	50	0.1	13
885	0	0.1	lad	10	log2	500	0.1	10
886	0	1.0	lad	5	sqrt	100	0.1	3
887	0	0.1	lad	1	log2	50	0.5	10
888	0	0.1	quantile	5	log2	500	0.5	8
889	0	0.1	ls	5	auto	100	0.5	4
890	0	0.5	lad	5	log2	50	1.0	7
891	0	1.0	lad	1	log2	50	1.0	5
892	0	1.0	huber	10	sqrt	100	0.1	3
893	0	0.1	huber	5	sqrt	50	0.1	12
894	0	0.1	ls	5	log2	100	0.1	9
895	0	0.5	lad	3	sqrt	200	0.1	3
896	0	0.1	quantile	5	log2	200	1.0	7
897	0	0.5	lad	3	log2	100	0.5	7
898	0	0.5	huber	1	auto	50	1.0	5
899	0	0.5	quantile	10	log2	500	0.1	3
900	0	0.5	lad	3	sqrt	100	1.0	12
901	0	0.5	huber	10	log2	500	0.1	3
902	0	0.1	lad	1	auto	100	0.1	13
903	0	0.5	lad	10	sqrt	200	1.0	9
904	0	1.0	lad	5	log2	100	0.1	3
905	0	0.5	ls	3	log2	500	1.0	5
906	0	0.1	quantile	5	log2	200	0.5	7
907	0	0.1	quantile	5	auto	100	0.5	7
908	0	0.5	huber	10	sqrt	500	1.0	13
909	0	0.5	ls	3	sqrt	500	0.1	3
910	0	0.5	quantile	10	sqrt	50	1.0	3
911	0	0.1	quantile	10	sqrt	200	0.1	5
912	0	0.1	huber	1	sqrt	100	0.1	9
913	0	0.5	lad	5	auto	100	0.5	7
914	0	0.1	quantile	10	sqrt	50	1.0	7
915	0	0.1	quantile	3	log2	100	0.5	13
916	0	0.5	huber	5	sqrt	200	0.1	3
917	0	0.5	lad	3	sqrt	500	1.0	3
918	0	0.1	quantile	5	auto	50	1.0	4
919	0	0.1	huber	10	log2	100	1.0	12
920	0	0.5	lad	1	log2	500	0.5	10
921	0	0.1	quantile	10	log2	200	0.5	7
922	0	0.5	quantile	10	auto	50	0.5	7
923	0	0.5	quantile	10	sqrt	100	0.5	4
924	0	0.5	ls	10	auto	100	0.5	3
925	0	0.1	lad	10	log2	100	0.5	12
926	0	1.0	quantile	1	log2	50	0.1	5
927	0	0.5	quantile	3	log2	50	1.0	8
928	0	0.1	huber	3	log2	50	0.1	7
929	0	0.1	lad	10	auto	100	0.1	10
930	0	0.5	quantile	5	log2	50	1.0	3
931	0	0.1	ls	1	sqrt	100	0.1	13
932	0	0.5	ls	5	sqrt	100	1.0	3
933	0	0.1	quantile	3	log2	50	0.1	5
934	0	0.1	lad	5	log2	50	0.1	13
935	0	0.5	lad	10	auto	50	0.5	3
936	0	0.1	lad	3	sqrt	100	0.1	7
937	0	0.1	huber	10	sqrt	500	0.1	7
938	0	0.5	huber	10	log2	50	1.0	9
939	0	0.5	quantile	3	log2	500	1.0	3
940	0	1.0	lad	5	sqrt	100	1.0	5
941	0	0.1	lad	5	log2	50	0.5	13
942	0	0.5	ls	1	sqrt	200	1.0	3
943	0	0.1	ls	3	auto	200	0.1	7
944	0	0.1	lad	1	sqrt	200	1.0	7
945	0	0.1	lad	10	sqrt	500	1.0	3
946	0	0.5	lad	1	sqrt	50	1.0	12
947	0	0.1	huber	10	auto	50	0.1	9
948	0	0.5	quantile	10	sqrt	200	1.0	5
949	0	0.5	huber	3	sqrt	100	0.5	3
950	0	0.5	lad	5	auto	500	0.5	3
951	0	0.1	huber	10	log2	50	0.5	7
952	0	0.1	ls	5	log2	50	1.0	12
953	0	0.1	huber	10	sqrt	100	0.1	7
954	0	0.5	huber	3	sqrt	50	1.0	4
955	0	0.1	lad	1	auto	200	0.1	7
956	0	0.5	huber	1	log2	200	1.0	9
957	0	0.5	lad	5	sqrt	500	1.0	3
958	0	0.1	huber	10	sqrt	100	0.1	7
959	0	0.1	ls	1	auto	100	0.1	7
960	0	0.1	ls	10	log2	200	0.5	7
961	0	0.5	huber	3	log2	50	0.1	5
962	0	0.1	lad	3	sqrt	500	0.5	13
963	0	0.1	lad	3	sqrt	100	0.1	7
964	0	0.1	huber	3	sqrt	100	0.1	10
965	0	1.0	ls	1	log2	50	1.0	3
966	0	0.1	quantile	5	log2	200	1.0	6
967	0	0.1	lad	1	log2	100	0.5	7
968	0	0.5	quantile	3	log2	50	1.0	8
969	0	0.5	lad	1	auto	200	0.1	5
970	0	0.1	quantile	3	sqrt	100	0.1	13
971	0	0.1	ls	1	log2	500	0.5	3
972	0	0.5	lad	3	sqrt	50	1.0	6
973	0	0.1	lad	1	auto	200	0.1	10
974	0	0.5	lad	3	log2	50	0.1	5
975	0	0.1	huber	5	sqrt	500	1.0	7
976	0	0.5	lad	5	sqrt	100	1.0	7
977	0	0.1	lad	3	log2	100	1.0	32
978	0	0.1	lad	1	sqrt	100	0.1	7
979	0	0.1	huber	5	log2	100	0.5	13
980	0	0.1	quantile	1	sqrt	500	0.1	9
981	0	0.5	quantile	3	auto	100	0.5	5
982	0	0.1	huber	3	log2	50	0.5	7
983	0	0.1	lad	5	sqrt	50	0.1	7
984	0	0.5	lad	10	sqrt	500	1.0	7
985	0	0.1	huber	1	log2	500	0.5	32
986	0	0.5	lad	3	sqrt	50	0.1	4
987	0	0.1	lad	10	auto	200	0.1	9
988	0	0.1	lad	10	sqrt	500	1.0	12
989	0	0.1	lad	3	sqrt	100	0.5	7
990	0	0.5	ls	3	sqrt	200	0.5	7
991	0	0.5	quantile	5	log2	200	1.0	7
992	0	0.1	lad	3	auto	500	1.0	32
993	0	0.1	huber	1	auto	500	0.5	11
994	0	0.5	lad	5	sqrt	50	1.0	9
995	0	0.1	quantile	10	log2	100	0.5	7
996	0	0.1	huber	10	sqrt	100	0.1	7
997	0	0.1	huber	3	sqrt	50	0.5	12
998	0	0.1	huber	5	auto	500	0.1	6
999	0	0.1	lad	10	sqrt	500	1.0	32
1000	0	0.1	lad	10	log2	200	0.1	10
1001	0	0.5	lad	3	log2	200	1.0	10
1002	0	0.1	lad	10	log2	50	0.1	7
1003	0	0.5	lad	1	sqrt	100	1.0	8
1004	0	0.1	lad	1	sqrt	200	0.5	13
1005	0	0.5	huber	1	auto	200	1.0	6
1006	0	0.1	lad	5	log2	100	1.0	31
1007	0	0.1	quantile	1	auto	200	0.1	10
1008	0	0.5	lad	1	sqrt	50	1.0	10
1009	0	0.5	quantile	1	sqrt	200	1.0	7
1010	0	0.5	lad	10	sqrt	200	1.0	7
1011	0	0.1	huber	5	auto	100	1.0	7
1012	0	0.1	huber	10	sqrt	100	1.0	13
1013	0	0.1	ls	5	log2	50	0.5	32
1014	0	0.1	lad	5	log2	100	0.1	7
1015	0	0.5	ls	5	sqrt	500	1.0	9
1016	0	0.1	huber	5	log2	100	0.1	7
1017	0	0.1	lad	1	log2	200	0.5	10
1018	0	0.1	ls	5	log2	50	0.1	7
1019	0	0.1	lad	5	sqrt	50	0.5	32
1020	0	0.1	ls	3	log2	50	0.5	13
1021	0	0.5	lad	10	log2	100	1.0	10
1022	0	0.1	quantile	5	log2	50	0.5	7
1023	0	0.1	lad	5	log2	50	0.1	7
1024	0	0.1	quantile	5	sqrt	500	0.5	9
1025	0	0.1	huber	5	log2	100	0.1	7
1026	0	0.1	huber	10	sqrt	200	1.0	11
1027	0	0.1	lad	10	auto	100	0.1	12
1028	0	0.1	lad	3	log2	50	1.0	7
1029	0	0.1	huber	10	log2	200	0.1	7
1030	0	0.1	quantile	10	sqrt	200	1.0	32
1031	0	0.5	ls	1	log2	50	1.0	9
1032	0	0.1	lad	3	log2	50	0.1	6
1033	0	0.5	huber	3	sqrt	500	1.0	10
1034	0	0.1	quantile	1	auto	50	0.1	7
1035	0	0.1	ls	10	log2	100	0.1	8
1036	0	0.5	huber	5	log2	100	1.0	12
1037	0	0.1	lad	10	auto	100	1.0	32
1038	0	0.1	ls	5	log2	50	0.1	10
1039	0	0.1	ls	1	auto	100	0.1	6
1040	0	0.1	huber	10	sqrt	100	1.0	10
1041	0	0.1	ls	5	auto	200	1.0	7
1042	0	0.1	lad	1	auto	50	1.0	7
1043	0	0.1	ls	1	log2	200	1.0	31
1044	0	0.1	huber	10	sqrt	100	1.0	13
1045	0	0.1	ls	3	auto	500	1.0	7
1046	0	0.5	quantile	10	sqrt	50	1.0	10
1047	0	0.5	ls	10	log2	500	1.0	10
1048	0	0.1	ls	3	sqrt	100	0.1	7
1049	0	0.5	lad	3	sqrt	200	1.0	7
1050	0	0.1	ls	3	auto	50	1.0	32
1051	0	0.1	lad	5	auto	500	0.5	7
1052	0	0.1	ls	1	log2	100	0.1	9
1053	0	0.1	lad	5	log2	200	0.5	13
1054	0	0.1	huber	10	auto	50	1.0	10
1055	0	0.1	huber	1	sqrt	50	0.1	7
1056	0	0.5	lad	3	sqrt	100	1.0	7
1057	0	0.1	ls	3	sqrt	50	1.0	32
1058	0	0.1	huber	5	sqrt	50	0.1	7
1059	0	0.1	quantile	3	sqrt	500	0.1	9
1060	0	0.1	quantile	3	sqrt	500	0.5	13
1061	0	0.1	lad	1	sqrt	200	0.1	7
1062	0	0.5	huber	3	auto	500	1.0	11
1063	0	0.5	quantile	10	log2	200	0.5	7
1064	0	0.1	huber	1	sqrt	50	0.1	6
1065	0	0.1	ls	10	sqrt	500	1.0	32
1066	0	0.1	huber	10	sqrt	500	0.1	9
1067	0	0.5	quantile	10	log2	500	1.0	7
1068	0	0.1	lad	1	sqrt	100	0.1	12
1069	0	0.1	huber	3	auto	500	0.1	10
1070	0	0.1	lad	1	sqrt	100	1.0	7
1071	0	0.1	huber	1	log2	500	0.1	6
1072	0	0.1	lad	3	sqrt	100	1.0	10
1073	0	0.5	quantile	1	sqrt	200	0.5	7
1074	0	0.1	lad	10	sqrt	100	0.1	29
1075	0	1.0	lad	1	sqrt	50	1.0	32
1076	0	0.1	huber	5	auto	100	0.1	12
1077	0	0.1	lad	5	sqrt	50	1.0	10
1078	0	0.5	huber	10	auto	100	0.5	7
1079	0	0.1	ls	10	log2	100	0.1	7
1080	0	0.1	lad	5	log2	500	0.5	10
1081	0	0.5	quantile	1	log2	500	1.0	6
1082	0	0.1	quantile	5	log2	100	0.1	7
1083	0	0.1	huber	10	sqrt	50	0.5	10
1084	0	0.1	lad	10	log2	100	0.1	13
1085	0	0.5	lad	3	auto	200	0.1	6
1086	0	0.1	lad	1	auto	50	0.5	29
1087	0	0.5	lad	1	auto	50	1.0	31
1088	0	0.1	quantile	10	sqrt	100	0.1	9
1089	0	0.5	ls	3	auto	200	1.0	10
1090	0	0.5	quantile	3	log2	100	0.5	6
1091	0	0.1	lad	3	log2	200	0.1	7
1092	0	0.1	huber	10	auto	50	0.5	13
1093	0	0.1	lad	10	sqrt	100	0.5	9
1094	0	0.1	huber	10	log2	500	0.1	6
1095	0	0.1	quantile	10	log2	500	0.5	11
1096	0	0.1	lad	1	sqrt	50	0.5	28
1097	0	0.5	ls	1	log2	500	0.5	6
1098	0	0.1	huber	10	log2	200	1.0	32
1099	0	0.5	quantile	10	sqrt	500	1.0	13
1100	0	0.1	huber	10	auto	100	0.1	5
1101	0	0.1	quantile	5	auto	500	0.5	10
1102	0	0.1	huber	10	sqrt	50	1.0	9
1103	0	0.1	huber	5	sqrt	100	0.1	6
1104	0	0.5	lad	10	log2	200	0.1	6
1105	0	0.1	huber	1	log2	50	0.1	7
1106	0	0.1	lad	5	auto	50	1.0	32
