workerid	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	c1	c2	c3	c4	c5
ASM8PAQ1XUAA5		1.0																																																																				0	0	2	0	2
A1DSL2NUBKWU7B		-1.0																																																																				0	0	2	0	2
A1PVTLZ5V590EP	-1.0	-1.0		-1.0		-2.0																																																																0	0	2	0	2
AZJEGHE4605S5	-2.0			-2.0																																																																		0	0	2	0	2
A1M1R3C19TYAOP	1.33333333333																																																																					0	0	2	0	2
A3AW9QPTU7BL2W					1.0																																																																	0	0	2	0	2
A1C57DJF1HCR3Q	-0.75		0.33333333333299997		-1.5			-1.0	1.5																																																													0	0	2	0	2
AHPOH7GFQK14J		1.8571428571400002		1.4		1.5				1.0				1.0		1.6666666666699999		2.0											2.0		2.0																														2.0						2.0			0	0	2	0	2
A24VPMHXH3VPAW		2.0			2.0																																																																	0	0	2	0	2
A21JBDWPZGANFE					1.0	-2.0			2.0							-1.0																																																						0	0	2	0	2
A1TM1ZFU4OIPTD	1.0	1.0																																																																				0	0	2	0	2
A1U43ACI9M84MZ	-0.217391304348	-0.76	0.33333333333299997	-0.6		-0.33333333333299997				-1.0																																																												0	0	2	0	2
A2D2QC99X4UZSK	1.125	1.0	2.0	1.0	1.0				-1.0	2.0																																																												0	0	2	0	2
ADJ9I7ZBFYFH7	1.8636363636400002	1.0	1.0714285714299998	2.0	1.5	1.0	1.6666666666699999	1.5	2.0		1.875	1.25	2.0		-0.666666666667			-0.6	-2.0		2.0		-2.0							0.0			-2.0						2.0					2.0			-2.0												-2.0							2.0				0	0	2	0	2
A3AFXPGOHL9D23	-0.5	0.0				-1.0																																																																0	0	2	0	2
A1IMBSK5CIM2ZI									1.0																																																													0	0	2	0	2
ABLZNI7FQSH4J	-0.714285714286	-2.0		-2.0	0.6	-2.0	1.2		1.33333333333																																																													0	0	2	0	2
ALEJV7D94ZLHF														1.0			1.0		1.0	-1.0				1.33333333333		1.25	0.75	2.0				-1.0		-2.0	-1.0	0.0		-1.0		1.0	2.0	0.5			1.5			0.0	1.5	1.0		-1.0	-2.0	1.0	-2.0	1.0	-1.0			1.0								2.0		0	0	2	0	2
AFIV8M5OL2W5E		2.0																																																																				0	0	2	0	2
A2Y3KZTEYVI4PV																2.0																																																						0	0	2	0	2
A3AROFXSS8WLSY		-1.0		1.0																																																																		0	0	2	0	2
A4SC8G0149GEG	1.5384615384600002	-1.0	1.92307692308		1.8333333333300001		1.72727272727	1.5833333333300001	2.0		2.0	2.0	2.0		2.0						1.0			2.0					1.0																																									0	0	2	0	2
A2XFO0X6RCS98M		-1.0								1.0																																																2.0												0	0	2	0	2
A1TEQTP52NS7D1		-1.0		-1.0						-1.0																																																	1.0											0	0	2	0	2
A27PVIL93ZMY46		-1.0		-1.0		-1.0				-1.0		-2.0		-0.8		-1.0	-1.0		-1.33333333333	-1.0		0.6	-1.0	-0.2	-0.2	0.25	0.4	0.5	-1.33333333333		-1.0	-0.5		-0.33333333333299997	-1.6666666666699999	0.33333333333299997	-1.0	-1.0		-1.0	1.0	1.0	-1.0		0.0	1.0		-2.0	-1.0	-1.0	-1.0	-1.5	-2.0	-1.0	-1.5	-1.5	-1.0	1.0	0.0	1.0				-1.0				1.0		0	0	0	2	0
A1C4H7A7447AEI	0.0	-0.33333333333299997	1.0	1.0	2.0	0.5				-2.0																																																												0	0	2	0	2
ARVMCHRSH8NEQ	-0.5				1.0	-2.0	-1.0		2.0																																																													0	0	2	0	2
A4PA5EW33W7J4	2.0	-1.0			2.0	-1.0			1.0																																																													0	0	2	0	2
A4W9APAHFWVLO				1.0																																																							2.0											0	0	2	0	2
AOHR3NW1NV23F		-1.0			2.0																																																																	0	0	2	0	2
A1LJKHC0NH9TIX	-0.153846153846	0.111111111111	-0.181818181818	-0.166666666667	-0.33333333333299997	-2.0	-0.545454545455	-1.8571428571400002	0.33333333333299997	-2.0	1.0	0.0	0.0	-1.0	0.75	-2.0		-1.0			-1.5	-1.0							-2.0		-1.0																														1.0						-2.0			0	0	2	0	2
AS23BWDISTI4E	-0.33333333333299997	-1.0			1.0	-1.0			1.0																																																													0	0	2	0	2
A3LEI24UWMMHSR		-1.0																																																																				0	0	2	0	2
A3O9E7SFME6EHN	-0.375		0.714285714286		-1.0		1.0	0.0	1.0		-2.0	1.0	1.0		1.0																																																							0	0	2	0	2
A1WR2AKX164FZO														-0.5			-2.0		-1.0	-1.33333333333					1.5	-2.0	0.0					-1.0		-1.0	1.0	1.0	2.0	-1.0				-1.0				1.0		-1.0		0.0			-2.0		-2.0	-2.0														0	0	2	0	2
A1OCWWYC76OIK0	1.0	-2.0		2.0			2.0																																																															0	0	2	0	2
A8QNPF8ASC5VC	-0.833333333333	-2.0	0.0	-1.0	1.0			0.33333333333299997	1.33333333333		1.0	1.0	1.0			-2.0	-2.0					0.5																																																0	0	2	0	2
AARPPFH68G5GP		-1.0								1.0																																																												0	0	2	0	2
A5IG6AWG6W638		-2.0																																																																				0	0	2	0	2
AC5CK3ZW56D59		1.0														1.0																																																						0	0	2	0	2
A1RUUT6L07VW6P	-1.0	-1.0	-1.0	-1.0		-1.0				-1.0																																																											-1.0	0	0	2	0	2
A2AO7QP5THYKQF										-1.0																																																												0	0	2	0	2
A29S7QM3PRRO21					1.0				2.0																																																													0	0	2	0	2
A294UCHXS5Z86L	1.0																																																																					0	0	2	0	2
A2YTOX7SEDJ1TC	0.8571428571430001	-1.7674418604700002	0.5	0.166666666667		-2.0	0.0			0.75																																																				-2.0							-2.0	0	0	2	0	2
A1XUZFDVKP95VC																									1.0										-2.0	-1.5							-2.0						-2.0			-2.0				-2.0														0	0	2	0	2
A25CQ3TJGQ7PTC		2.0																																																																				0	0	2	0	2
A193ZD3ZQRDBFP																1.0																																																						0	0	2	0	2
A2R8KW72KGKQ17					-1.0																																																																	0	0	2	0	2
A1V4H8TUGZLWRD		-1.0		-1.0																																																																		0	0	2	0	2
A1TS2SKXPX7ZED	0.75	-0.958333333333	1.5	0.0	2.0	-0.833333333333	0.0			0.5						-1.0																																															-1.0							0	0	2	0	2
AD1DGG7ZDRAIT	1.0	0.846153846154	1.0	1.0		1.0				1.0																																																												0	0	2	0	2
A3MZ9RQJX9T656																											1.0		-1.0																																									0	0	2	0	2
A28CYFT2PBVI6S		1.0																																																																				0	0	2	0	2
A22SZHZTF72TRM		1.0																																																																				0	0	2	0	2
A341LHR7178BUY				1.0																		1.0																																																0	0	2	0	2
A5XO1NRCM40SG					-1.0																																																																	0	0	2	0	2
A1XAOEDK0Y2KBT	2.0	2.0	1.0	1.5	0.666666666667		2.0	2.0	1.0		2.0	2.0			2.0																																																							0	0	2	0	2
A2RRU9WGFBPA3J		-1.0		-1.0		0.0								-1.0		1.0							-1.0																																															0	0	2	0	2
A12928IRL5PXSB		-2.0		-1.0																																																																		0	0	2	0	2
AE837QZ9XU1UQ	1.5	1.55555555556	2.0	1.5	2.0	2.0	2.0			1.0																																																												0	0	2	0	2
A2ILH54I3ZGRW4				-1.0						-2.0													2.0	-1.0				-1.0																														2.0	1.0											0	0	2	0	2
A2VZHXY8UNLI8B	0.0	-1.4			1.16666666667	-2.0			2.0																																																													0	0	2	0	2
ADVIE0ZHLWDDH																																1.5						1.0																																0	0	2	0	2
A2D7V7Z3CXS51V		-2.0			2.0	-1.5										-1.0																																																						0	0	2	0	2
AW8QXCBXBEAZ6	-2.0	0.0																																																																				0	0	2	0	2
A11G4DVYTN8H14		-1.0																																																																				0	0	2	0	2
A30Y20H2AACUC9	-1.0						2.0																																																															0	0	2	0	2
ARJCTIBIT3OJ8	-1.13636363636		1.52941176471		0.846153846154		1.6666666666699999	0.33333333333299997	1.5		1.8	1.6	1.75		0.25						0.0																																																	0	0	2	0	2
A2BLIB4GCCK3J5	-0.39622641509400003	-1.44444444444	0.538461538462	-0.5	-0.6	-1.6666666666699999	0.2	0.148148148148	1.1	0.2	1.375	0.583333333333	0.7272727272730001	-1.5	-0.7	-1.75	-1.5	-1.0			0.0	1.0							-2.0		-1.0																														-1.0						1.0			0	0	2	0	2
A1VS2PFZRWWPO3	0.538461538462	0.636363636364	0.2	0.5	1.5	0.4	1.0			0.5																																																												0	0	2	0	2
A1BXTQCZADJI4V		-1.0																																																																				0	0	2	0	2
A333MN4UA8ZLPA		-2.0																																																																				0	0	2	0	2
A21067N8V2SXXU			1.0																																																											2.0								0	0	2	0	2
A13NWVA358VG8L		-1.0				-1.0																																																																0	0	2	0	2
A2S96ZZ70YFPSK	1.57142857143	1.6	2.0	2.0	1.0	1.0	1.0		1.6666666666699999	1.33333333333				1.625			0.0		1.33333333333	1.5				1.0	1.8	1.6666666666699999	2.0	2.0				1.0			0.0	2.0	1.0	2.0		1.0	2.0	1.5	1.5		2.0	1.5				1.0	1.0		0.0	1.0	0.0	1.0	1.0			1.0		1.0						2.0	1.0	0	0	2	0	2
A3JMW8FYE9LJIV	1.2	-1.6	1.0	-1.0		-2.0	1.0		2.0	-1.0																																																												0	0	2	0	2
A21S5KBNLY5YZB		-2.0	2.0																																																																			0	0	2	0	2
A2I2YRPU8ZFDFK	1.9090909090900001	1.4375	1.6666666666699999	1.5		2.0				2.0																																																												0	0	2	0	2
AKLV0WIZZ356X	0.9821428571430001	1.0	1.86666666667	1.0	1.0666666666700002	-1.0	1.88	1.06060606061	2.0	-1.0	1.9	1.78571428571	2.0		1.2	1.0	1.0				2.0	1.0	1.0	-1.0				2.0	2.0																													2.0												0	0	2	0	2
A1EWHEV37216YU		0.0																																																																				0	0	2	0	2
AOEGNU6G10Y6W	1.0																																																																					0	0	2	0	2
AOPZSU77ONJXS		0.0																																																																				0	0	2	0	2
A2YAVVI4XM9ZHB	1.5	0.0			1.6666666666699999	-1.0			-1.0							-1.0																																																						0	0	2	0	2
A3LNKXG5P4C83A				2.0																																																																		0	0	2	0	2
A2E72ZI1VESTMR	-1.0	-1.0	-2.0	-1.0		-1.0				-1.0									-1.0																																																			0	0	2	0	2
A3GWV2AEZ1Y6DF	-1.0	0.0																																																																				0	0	2	0	2
A1CO67KW9NQ5NV	0.894736842105	-0.358490566038	0.75	0.363636363636	2.0	0.0				0.33333333333299997									1.0																																												-1.0						-1.0	0	0	2	0	2
A2QYUYX8EC24F8	1.0																																																																					0	0	2	0	2
A2AT0G92TP7HCG		-2.0																																																																				0	0	2	0	2
A2PGZ0W1LUKB0J		1.0																																																																				0	0	2	0	2
A1ZDQYGN778RQ7		-2.0			1.0				1.0																																																													0	0	2	0	2
A1QRRGJSVGSXRC	0.0	-1.0			0.666666666667	1.0										-1.0																																																						0	0	2	0	2
A1U3KTAUMV7QKT	0.0416666666667	0.115384615385	1.0	0.428571428571	1.625	0.4	1.5		1.5	2.0																																																												0	0	2	0	2
AHXWX666GANH1	2.0	2.0		2.0																																																																		0	0	2	0	2
AVII5WIKWUWTK	1.125	1.22222222222	0.5							0.33333333333299997																																																											-1.0	0	0	2	0	2
A19R3D03IAUCLU	2.0						2.0																																																															0	0	2	0	2
A1V9Y58SJKUJWS	2.0	-1.0								-1.0																																																												0	0	2	0	2
A29374NDYXSCWB														-2.0										-2.0										-1.0																																				0	0	2	0	2
A3N6JLEAMOBJU9	-1.0	2.0					1.0																																																															0	0	2	0	2
A3GXBXAFN2VV35	1.0	-1.25	-1.0	-2.0		-2.0																																																																0	0	2	0	2
A3D87TYT1EMC5B	-1.0				2.0		2.0																																																															0	0	2	0	2
A2QJGPYZZ1DTIP		1.0			-1.0	-1.0																																																																0	0	2	0	2
A1T8EFHGSEE3RD			-2.0													1.5	1.0																																																					0	0	2	0	2
A1LX3YP9PCKI72	0.33333333333299997	0.375	2.0	-2.0		-0.666666666667								2.0		2.0	-2.0												1.0																													2.0	-2.0					2.0						0	0	2	0	2
A9QYAH5BONH1W	-1.3508771929799999	-0.933333333333	-1.62222222222	-1.51851851852	-1.4642857142899999	-1.0	0.611111111111	-1.8695652173900001	-1.5	-0.714285714286	-0.933333333333	-1.86666666667	-1.4	-1.36363636364	-1.33333333333	-1.75	-1.57142857143	-2.0	-1.6666666666699999	-1.6666666666699999	-1.5	-2.0	-1.16666666667	-1.6	2.0	-0.75	2.0	-1.75	-2.0	-0.25	-1.6666666666699999	-1.0	0.33333333333299997	-1.6666666666699999	-1.0	-2.0	-0.33333333333299997	-2.0	0.0	-2.0	1.5	0.0	0.0	-0.5	1.5	2.0	-2.0	2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.5	-1.5	-1.5	-2.0			-1.0	2.0	-2.0	-2.0	-1.0		0	0	0	2	0
A36MTY8RSWBZU7														-0.666666666667			1.0		0.0	-1.0				2.0	2.0		2.0					1.0		-1.0			-2.0	2.0					-1.0		2.0	1.0				1.0					-2.0															0	0	2	0	2
A3LL7GWVECNK4V														-1.5			-2.0		1.0	-1.0				1.0	1.0	2.0	2.0	2.0				-1.0				2.0	-1.0				1.0				1.0				-1.0	-1.0	-1.0					1.0	2.0													0	0	2	0	2
A3O9VWYB0F4RJ4																	-1.0																																																					0	0	2	0	2
A1RSIVGT2VV1EH	-0.14285714285700002	1.4		1.0	2.0	2.0	0.4		0.666666666667																																																													0	0	2	0	2
AHVRTGE4VP52V					1.0																																																																	0	0	2	0	2
A5LLSZG8YCAZF														1.0			1.0								-1.0										1.0															-1.0																				0	0	2	0	2
A12SMSQ6D5227J	0.0	-2.0			1.25	-2.0			1.5		0.666666666667	2.0		-0.5			-1.0	-1.0	-1.6666666666699999	-1.5			-1.0		1.5			-1.0						-1.5	-2.0	1.0				-2.0				-1.0	-1.0						1.0	-2.0	-2.0	-1.0	-1.0	-1.0				1.0										0	0	2	0	2
A1K3C8R6GW43CW	0.0	0.33333333333299997	-1.0	1.5																																																																		0	0	2	0	2
A3ISCRQVMN65XH	-1.0	-1.0			0.5	-2.0																																																																0	0	2	0	2
A2RRDATXKQ8HHC	-0.631578947368	-1.0	0.666666666667	-0.5	-0.14285714285700002	-1.0	0.4	0.45454545454499995	0.6	-1.0	1.0	0.33333333333299997	1.5	1.0	0.5	-1.0	-1.0	-1.0			0.0	1.0						-1.0	-2.0		1.0																											2.0	-1.0		1.0						1.0			0	0	2	0	2
A33RTACPBWATZ																																-1.0																																						0	0	2	0	2
A8YFT7WBW5JCS	0.33333333333299997	1.0			2.0	2.0																																																																0	0	2	0	2
A1X258MWJFEMTW						-0.5																																																																0	0	2	0	2
A3FM158JCS0W7K	1.7551020408200002	0.426229508197	1.8888888888900002	0.6	2.0	-0.4	2.0			-0.625																																																				-2.0	-2.0							0	0	2	0	2
A2QD7QFGCUNF5N	-0.489795918367	-1.75	0.846153846154	-1.8	-0.130434782609	-1.0	1.24	0.48275862069	1.125	-1.5	1.14285714286	0.583333333333	0.777777777778	0.5	0.7	-1.5	-2.0	-1.8	-1.16666666667	-1.33333333333	-0.25		-1.0	-0.25	2.0	-0.75	1.4	0.33333333333299997		-0.75		1.6666666666699999	-0.666666666667	-1.0	-1.6666666666699999	2.0	1.0	1.5	2.0	-2.0	0.0	2.0	-2.0	0.0	1.5	2.0	-0.5	0.0	-2.0	-1.5	-2.0	-2.0	-2.0	1.5	-1.5	-1.5	1.5		-2.0	2.0				-2.0	1.0	2.0		2.0		0	0	0	1	1
AL2WKE1L2IZY6	1.5																																																																					0	0	2	0	2
A3DYARPST6A0VK	1.0	-1.5		-2.0																																																																		0	0	2	0	2
A1JRV4XD6CG12W	1.9811320754700001	-0.625	2.0	2.0	2.0	-1.0	2.0			1.9166666666699999																																																				-1.0							-1.0	0	0	2	0	2
A2U5UM9LTB91R6	-1.0	-1.0	2.0	-1.0		-1.0				-1.0																																																												0	0	2	0	2
A36T3XYC4WBLNK		0.375		1.11764705882		1.25				1.33333333333				-2.0		1.75	-1.0			2.0		2.0	2.0	-1.0				1.5	-2.0		-2.0																											0.0	-2.0					2.0						0	0	2	0	2
A3C3LEJ7FJRTV9		-1.5	-1.5			-2.0																																																																0	0	2	0	2
A3233884IN3XNC	-2.0								2.0																																																													0	0	2	0	2
A320QA9HJFUOZO																	-1.0	1.0	-1.0				-1.0			-2.0	1.5			-1.0			-2.0	-1.0							1.0			-1.0		2.0	1.0		1.0	1.0			-2.0	-1.0											1.0					0	0	2	0	2
A261I77RAWTJM4	1.0								1.0							1.0																																																						0	0	2	0	2
A2AAY4VT9L71SY		-1.33333333333		-1.0		-2.0										-1.0				1.0				2.0					-2.0																																									0	0	2	0	2
A8RFIU0K3NSSD	-2.0																																																																					0	0	2	0	2
A17BQ2QRW1V9AO	2.0																																																																					0	0	2	0	2
A3QVRKBAO0OQAA				-1.0																																																																		0	0	2	0	2
A2QLSHXNCHBRN4	0.833333333333		2.0		0.8		2.0	0.6	1.75		2.0	2.0	2.0		2.0																																																							0	0	2	0	2
AJFM54LLRKT47	2.0	2.0																																																																				0	0	2	0	2
A1HBTG2QI6RHNX	1.0	-2.0			2.0	1.0			2.0																																																													0	0	2	0	2
A1POAEM6VP9C7S	0.0	0.6		1.0		1.0																																																																0	0	2	0	2
A3JZS32RQUWGJM						1.0																																																																0	0	2	0	2
A20PSVHEDXNJIH						2.0																																																																0	0	2	0	2
A3AXXVQ7GY5JO3	1.0																																																																					0	0	2	0	2
A1ETJBNTO9ZWZ8	1.57142857143		1.4		2.0		-1.0	1.75	1.6666666666699999			0.5	2.0			1.0					2.0																																																	0	0	2	0	2
A27IABVBUZ9X8Z	-1.0		2.0		2.0			0.0	0.5				1.0								2.0																																																	0	0	2	0	2
ARTOM00RUJRIK	-2.0	1.0		-1.0	0.666666666667		-1.0																																																															0	0	2	0	2
A1LLZHLIIXJHU2		-0.666666666667				-1.0	2.0			2.0																																																												0	0	2	0	2
A2ZRYNS8R5JSY6						1.0																																																																0	0	2	0	2
A2WCDQDLMC6J72	0.368421052632		1.22222222222		0.833333333333		1.875	0.5714285714289999	1.33333333333		1.0	0.5	-1.0		0.0																																																							0	0	2	0	2
A13T61GJTR2Y9B		-0.8		-0.777777777778		-2.0				-2.0				2.0		-0.6	-0.33333333333299997			-2.0		1.4	-2.0	2.0				2.0	-2.0		-0.5																											2.0	2.0					1.0						0	0	2	0	2
A1EWMKZ5RJ9UC4	-1.0																																																																					0	0	2	0	2
A1GNIJM6NM4OIQ	-1.0																																																																					0	0	2	0	2
A1DWLAKLCTCU71	-1.0																																																																					0	0	2	0	2
A2MOSNEX4E7G1P																																																											-2.0											0	0	2	0	2
A3QY3I5O0STFGA																-2.0																																																						0	0	2	0	2
AYOA4FYI30AKI														-1.0																																										-2.0														0	0	2	0	2
AKXNUZGMYOW6Q	-2.0	-2.0																																																																				0	0	2	0	2
A36PAQLWZIRY2P		-1.0		-1.0		-1.0				-1.0				0.0		-0.428571428571	-1.0	-1.0		1.0		0.0	-1.0	1.0				1.0	-1.5		-0.33333333333299997																											2.0	1.0		-2.0			-1.0			1.0			0	0	2	0	2
A3SNQS3TEFPLX1	1.0	1.0			-1.0	1.0																																																																0	0	2	0	2
AOIT11QP5Z83X	0.2	-1.75			1.6666666666699999	-2.0			2.0							-2.0																																																						0	0	2	0	2
A1W7NEHKLKU0P	2.0			-1.0			2.0																																																															0	0	2	0	2
A1KFK92GEFQ9F5	1.0					2.0																																																																0	0	2	0	2
A2OLVF6P86QSQJ		1.0		0.666666666667		2.0				2.0				2.0		1.6666666666699999		1.0				1.0							-2.0		-1.0																														1.0						1.0			0	0	2	0	2
AOAQK9URS9KUR									1.0																																																													0	0	2	0	2
A1G3GN1MWUT25I	1.0																																																																					0	0	2	0	2
A3RKHS34F9V14D									1.0																																																													0	0	2	0	2
A1SFABJ4NX5DFY	0.0	-1.0			2.0																																																																	0	0	2	0	2
A3A69FI0KKHXEG		-1.0																																																																				0	0	2	0	2
A2DQS77MARBN96										2.0																																																												0	0	2	0	2
A3SEUVWC42BVF6	-1.14285714286	1.0																																																																				0	0	2	0	2
AKO4O0L9613K5	2.0																																																																					0	0	2	0	2
AAQ4Q3ULMAF5H	0.0	-0.222222222222	1.0	0.0	1.0	1.6666666666699999																																																									1.0							0	0	2	0	2
A36ABEGFKRJC2O	0.0	0.0			-1.0	0.0																																																																0	0	2	0	2
A3BYE6AJS15HLT		1.0																																																																				0	0	2	0	2
A3E0T5IURPJVHC						1.0																																																																0	0	2	0	2
A9K0CV70JWG1W	1.6666666666699999				1.0	1.33333333333			2.0																																																													0	0	2	0	2
A5QX1WLOIIE6A	1.0				2.0																																																																	0	0	2	0	2
AA1FZS6ELW1JK		-2.0																																																																				0	0	2	0	2
AGSZG0JX9O03Y	-1.0	-0.5				-1.0	0.666666666667		2.0																																																													0	0	2	0	2
A1SGAJ57ZPB1QH	-1.0	-1.0				1.0																																																																0	0	2	0	2
A3HFWLGG0K527B		-0.4	-0.33333333333299997	-1.0	1.0	1.0	-2.0			2.0																																																												0	0	2	0	2
A1JYGNIFHS9TEA	0.8571428571430001	-1.2857142857100001	1.0	-1.0	0.666666666667	1.0	2.0		2.0	-1.0																																																												0	0	2	0	2
A29V7X69PKOD6H		-2.0																																																																				0	0	2	0	2
A1MLC8HETIE13W	-2.0	-1.25	-0.5	-1.0						-1.0																																																												0	0	2	0	2
A3LMBJQC7MT34			-1.0		1.0		2.0																																																															0	0	2	0	2
A1MQHSQAVYQXRT									2.0																																																													0	0	2	0	2
A24NXYAW8T2JA0	0.33333333333299997	1.0			2.0	-1.0																																																																0	0	2	0	2
A1F8RKCA3O05CP		1.0		0.6		1.0				1.0						0.0												2.0	-2.0		1.0																											2.0												0	0	2	0	2
A27X6AYXR32U96	1.0	-1.0		-1.0																																																																		0	0	2	0	2
