workerid	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	c1	c2	c3	c4	c5
A3O81LHBBI8NPK	-0.75	-1.45454545455	1.0	-1.33333333333		-2.0	2.0			-1.0	0.666666666667	-1.0		-1.63636363636		-2.0	-1.7142857142899999	-0.428571428571	-1.5	-0.166666666667		1.5	-1.4	0.4	-1.0	1.0	-0.4	0.75	-0.25	-1.25	0.33333333333299997	-1.5	0.5	1.33333333333	-2.0	0.33333333333299997	0.33333333333299997	-2.0	1.5	-1.0	1.5	2.0	-2.0	0.5	2.0	1.5	-1.5	-1.0	-1.0	-2.0	-1.0	-1.5	-1.5	-0.5	-1.5	-2.0	0.0	2.0	1.0	0.5	-1.0			-1.0	2.0	1.0	2.0			0	0	0	2	0
A1OGJ58N1MZVS6																										0.0		-2.0																																										0	0	2	0	2
A150Q29JQZOY3V		1.0		1.0		1.0																																																							1.0						1.0			0	0	2	0	2
A2BXU0KC2VAURK	2.0																																																																					0	0	2	0	2
A16CKTIFQYNGP6		-1.0																																																																				0	0	2	0	2
A25ZDX7L2NZ4X8	1.0	-0.33333333333299997	1.0	1.0		-2.0																																																																0	0	2	0	2
A1434R69YV3Y3I		-1.0																																																																				0	0	2	0	2
A1LZWU72K42V92	1.0	0.45454545454499995	1.0	1.0		0.5				-1.0				0.33333333333299997		-1.0	1.0	1.0	1.0	1.0				1.0	1.0	0.5	1.0	1.0	1.0			0.0		1.0	1.0	0.33333333333299997	1.0	1.0		0.0	0.0	1.0	1.0		0.0	1.0		0.0	-1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0			1.0	-1.0						-1.0	1.0		0	0	2	0	2
A11N2H7QSSS8VU	-2.0				1.5																																																																	0	0	2	0	2
A3TGXARHDRR7JQ		2.0	1.0													2.0																																																						0	0	2	0	2
A3FSI6EIB1M6YR	1.35	1.19230769231	1.8	1.33333333333		1.25	2.0			1.33333333333									2.0																																											1.0								0	0	2	0	2
AXMPSUNKUBEIL	-1.0		1.0		-2.0				-1.0				-2.0																																																									0	0	2	0	2
AL68OHYF5ADBV		1.0					1.0																																																															0	0	2	0	2
A3JFM7PRPF0G5H									2.0																																																													0	0	2	0	2
A2T5CROJ0FWIJY												1.0					-2.0			-1.0																									2.0																							2.0		0	0	2	0	2
A3QXS3HZUA974I	-1.0						1.0																																																															0	0	2	0	2
A35Z1QH3JQEZG6	-0.111111111111	-0.33333333333299997	-1.0	0.0	2.0	-0.6	1.5			0.0																																																												0	0	2	0	2
A218YWVR9N1H58						1.0																																																																0	0	2	0	2
A4J4GGMKJ68L0	-2.0		1.9111111111099996		-1.13333333333		0.88	0.636363636364	1.2380952381		2.0	2.0	1.63636363636		-0.7						-1.33333333333																																																	0	0	2	0	2
A11ZTQS8VDEJK0	1.0	1.0	2.0			-1.0																																																																0	0	2	0	2
AVXEDARJC5HLU		-1.0		-1.5		-1.0				-2.0							-1.0											-1.0																																										0	0	2	0	2
AW594VW6N2S3L							1.0																																																															0	0	2	0	2
A2U5NZGACGXW56	-0.33333333333299997				0.0	0.0			1.33333333333																																																													0	0	2	0	2
AVC62JNYAXA45				-1.0													-1.0					2.0																																																0	0	2	0	2
AMUTMRVKAYWUL	2.0	-0.4		1.0	2.0	1.0				-0.5																																																												0	0	2	0	2
A119DDDRWS9UI6	0.555555555556	-1.0	1.0	-1.0																																																										-2.0							-1.0	0	0	2	0	2
A1PJLZSOUQ4MIL												2.0		-0.33333333333299997			-2.0		-2.0	-1.0				-1.5	2.0	-0.666666666667	2.0	-1.0				-1.0		-1.0	-2.0	1.5	-2.0	1.0		-2.0	2.0		-1.0		2.0			1.0	1.0	0.5	-1.0	-2.0	-2.0	-2.0		-1.0	2.0											-1.0		0	0	2	0	2
A1KF05U5IO9AFG	-1.0	-1.07692307692	0.4	-1.22222222222		-1.0	-1.0			-1.0																																																												0	0	2	0	2
A2PNTNA248L5DW		-1.0																																																																				0	0	2	0	2
A2LFZPPWRA1JHH	0.33333333333299997	1.0			1.0		-1.0		1.0																																																													0	0	2	0	2
ARW9FUJEFKGD0	1.0																																																																					0	0	2	0	2
AS9E0S6DBSWH7	-1.0	-2.0																		-2.0							0.33333333333299997					-1.0			-2.0	-1.0				1.0		1.0	-2.0			-1.0		-2.0				-2.0			-2.0	-1.0	1.0													0	0	2	0	2
A14HW8I4RYHNC4	1.42857142857		2.0		2.0		2.0	1.33333333333	2.0		-2.0	1.33333333333	2.0		0.666666666667						2.0																																																	0	0	2	0	2
AR7DGMRC1N0AV	-0.2	-1.0	1.16666666667	0.294117647059	1.0	-1.0	1.25	1.05	0.4375	-0.33333333333299997	1.2	1.5	0.25	-1.0	1.5	-1.0	-1.0	-0.2	-1.0	-2.0	1.0	1.0	-1.16666666667	1.0				1.0	-2.0	-0.5	0.0		-1.0						1.0					-2.0			-1.0											-0.5	1.0					1.0	-1.0	2.0				0	0	2	0	2
A38EHOL0U2BTV0											0.33333333333299997							-1.0	-1.0	-1.0			-0.8			1.0	-1.0			-1.25		-1.0	-0.33333333333299997				-1.0		1.0			0.5	-1.0	0.0		-1.0	-1.0																		-1.0	-1.0				0	0	2	0	2
A98IRKK6GKERP		-2.0																																																																				0	0	2	0	2
A1F63RK1PMJS5Y		-1.6		-1.4		-1.25				-1.6666666666699999				2.0		-1.8	-1.33333333333			1.0		1.8	1.0	1.5				1.5	-0.666666666667		2.0																											2.0	2.0					2.0						0	0	2	0	2
AAXYYH9MI3PJM	0.9883720930230001	-0.991071428571	1.0	-1.8275862069	1.0	-1.07692307692	1.75			-1.94444444444				1.0		-1.75		2.0	-2.0			-1.0							-2.0		1.0																														1.0	-1.0	-1.0				-2.0		-1.0	0	0	2	0	2
A2ENYOW9BFZWZ8	1.29411764706		1.7368421052599998		0.111111111111		1.625	1.875	2.0		2.0	-1.0	1.6666666666699999		-0.14285714285700002						-1.0																																																	0	0	2	0	2
A32H4C4WPLE2L					0.0											1.0																																																						0	0	2	0	2
A1MHGD46DB5Z7H	-0.611111111111	-0.714285714286	0.33333333333299997	-1.0	2.0	0.0				-0.5						-2.0																																															-2.0							0	0	2	0	2
A2WPDVXKLZRD78		1.0																																																																				0	0	2	0	2
A1QR6I7UPY8XQJ		-2.0							1.0																																																													0	0	2	0	2
A3LCH040UQ4JLM		1.0																																																																				0	0	2	0	2
AF1QPWBGFOOA8	-1.0	-1.75			0.0		-1.5																																																															0	0	2	0	2
A3Q9PT0RP133GV	-1.0	1.0	-1.0																																																																			0	0	2	0	2
A3JGIPEXOZ0ZY6	2.0	-0.75		-2.0																																																																		0	0	2	0	2
A2S26VBZW2LB5B		-2.0								1.0																																																												0	0	2	0	2
A17DZP7SI14EA2	0.0	2.0	2.0	2.0																																																																		0	0	2	0	2
A1YKURJBPE81KR					1.0																																																																	0	0	2	0	2
AALHA10KJZX0O	1.0	1.0	1.0	1.0						1.0																																																												0	0	2	0	2
A25GWJDNTW3D48		-1.0							-2.0																																																													0	0	2	0	2
AIUKV0KVALMY6	2.0	2.0	2.0	2.0		2.0				2.0																							1.0																																					0	0	2	0	2
A7GC7HT9VLRZE		-2.0																																																																				0	0	2	0	2
A2RWYKSCTPWP1A									2.0																																																													0	0	2	0	2
A2OCP3UDPBH0ME	1.13333333333	0.45454545454499995	-0.75	1.0			1.5		2.0	1.0																																																												0	0	2	0	2
ACK6EXCD91X2					-1.0																																																																	0	0	2	0	2
A2SV243JDONKOA	1.0	0.0			1.0	1.0	1.0		1.0																																																													0	0	2	0	2
AP6FR5CEIV606				0.0		-2.0																																																																0	0	2	0	2
A186CM5SYWP10Y	0.5	-1.0		1.0																																																																		0	0	2	0	2
A1SE65F2EN67HH	-1.0		1.0		1.0			-1.0	2.0																																																													0	0	2	0	2
A2ML40J7NKUQ5D		-1.0		-1.0		-1.0				0.0				1.0		0.2		1.0				-1.0							-1.5		-1.0																												1.0		-1.0						1.0			0	0	2	0	2
A3SKQVTDNNK58B	0.0	-0.666666666667	2.0		1.0	0.33333333333299997	2.0																																																															0	0	2	0	2
AN1H7SQKQSWS3	1.78571428571	0.6	1.0	-1.0		-1.0				-1.0																																																												0	0	2	0	2
A2T8XWDGOGHMN4		1.0																																																																				0	0	2	0	2
A33OQJ5NRKXQU3						1.0																																																																0	0	2	0	2
A3HLCR4YCHJWBI	1.1212121212100001		1.40740740741		1.33333333333		1.7142857142899999	1.21739130435	0.928571428571		1.5	1.5	1.2		1.5						1.0																																																	0	0	2	0	2
A1CUTEZJIWM0UU	-0.9	-1.7	-0.46153846153800004	-1.8	1.16666666667	-1.5	1.4	1.25	1.16666666667	-1.6666666666699999	-0.166666666667	-2.0	1.25	-0.666666666667	0.0	-2.0	-1.0	1.0			-1.0	-1.0			1.0	1.0	1.0	1.0	0.0		1.0	-2.0			-2.0		-1.5			1.0	2.0							2.0					-1.0	-2.0				2.0			1.0						1.0			0	0	2	0	2
A3LI0O659I8GFX											2.0			1.0			-1.0								2.0								2.0						1.0					2.0							1.0						2.0									2.0				0	0	2	0	2
AST33WVZ5QC05	-1.375	-1.55555555556	-2.0	-1.25	1.0	-0.33333333333299997				-1.0																																																												0	0	2	0	2
A2ZU1P6UYE1UBU	2.0	0.375		0.0						-1.0																																																											-1.0	0	0	2	0	2
A32CMQGGTSUK6Z	1.9888888888900003	1.99090909091	1.94444444444	2.0	2.0	2.0	1.75			2.0				1.0		2.0			2.0					2.0		2.0	1.0	2.0				2.0	2.0			2.0	2.0			2.0	2.0							2.0	-1.0				1.0	1.0						2.0		2.0	1.0						2.0	0	0	2	0	2
AKOKJ8MD6ZY5E	1.0				2.0		1.0		2.0																																																													0	0	2	0	2
A3I5PTITGTFEBW		2.0				1.0																																																																0	0	2	0	2
A1KYU9K4XQFX5D		1.0			2.0											2.0																																																						0	0	2	0	2
A3UNA1HAW38K3Z					1.0				1.0																																																													0	0	2	0	2
A3I3QFIVJZ631		-2.0				-2.0	2.0																																																															0	0	2	0	2
A6VQAFNKCFVS7	-1.0	1.0																																																																				0	0	2	0	2
A340DZFTU1OSQQ	0.843137254902	-1.0	0.90243902439	-1.0	1.0	1.0	0.75	1.0	1.0		1.0	1.0	0.6	1.0	1.0		1.0	1.0	1.0	0.666666666667	1.0		1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0					1.0	1.0		1.0		0	1	1	3	3
AVZ76FUE8VET9	0.666666666667	0.8	1.0		1.5	1.0	1.0			1.5																																																												0	0	2	0	2
A1I0W3CT6R2DMV											1.33333333333			-0.33333333333299997			-1.33333333333	1.33333333333	-0.666666666667	-1.5			-1.2	1.0	1.5		-0.5			-1.5			-1.0	-1.0	-2.0	-1.0	-1.0	1.0	1.0		1.5	1.0	-1.0	0.0		1.0	-0.5		1.0	1.0		-0.5	-2.0	1.0	-2.0	-1.0	1.0			1.0					2.0	2.0				0	0	2	0	2
A1Z0KWYFMFVJ3J				-2.0	0.5																																																																	0	0	2	0	2
A3G00Q5JV2BE5G	1.10714285714	0.4	1.97777777778	0.7	0.766666666667	-1.0	1.88	1.72727272727	2.0	-1.0	2.0	2.0	2.0	1.1	1.6	-0.2	0.125	2.0	0.33333333333299997	1.0	2.0	2.0	1.0	0.2	2.0	0.2	1.8	1.75	-0.666666666667	1.0	0.5	-0.33333333333299997	0.33333333333299997	-0.33333333333299997	0.0	1.5	2.0	1.0	2.0	2.0	2.0	2.0	-1.0	2.0	2.0	2.0	0.5	-1.0	1.5	1.0	1.5	0.0	-1.0	1.0	-1.0	1.0	2.0	2.0	2.0	1.0				1.0	2.0	2.0		2.0		0	1	1	3	3
A2OSXOVZ51O6E7						-2.0																																																																0	0	2	0	2
A3DA07L58SV6EH		2.0				2.0																																																																0	0	2	0	2
A7Z37A0OPT9HX							2.0		2.0																																																													0	0	2	0	2
A3EYP65V7ADYH6					1.0	1.0																																																																0	0	2	0	2
A7D960FUPSI75	1.0				1.0	1.0																																																																0	0	2	0	2
A3BMEVFSETVOUR	-1.6666666666699999	-2.0		-2.0	2.0	-1.0																																																																0	0	2	0	2
A2QQKVIN9R45N6	1.625	-0.6		-1.0	2.0	0.2	1.0		1.0	1.0																																																				-2.0								0	0	2	0	2
A35FSDITJLGRC7	2.0																																																																					0	0	2	0	2
ADDZC3QY00IEK	1.0	1.6666666666699999			1.0	1.0	1.0																																																															0	0	2	0	2
A24A5JN2NMRESK					1.0				2.0																																																													0	0	2	0	2
AQL98174U37EF	1.0					-2.0																																																																0	0	2	0	2
A1ANSYNB40OKHX	1.5	-0.5	2.0			-1.0																																																																0	0	2	0	2
A1R4DA1TBLPM96									1.0	1.0																																																												0	0	2	0	2
A70L26UXLTGLC					1.0																																																																	0	0	2	0	2
A1421I54656YSD		-1.0										-2.0		-2.0			-2.0		-1.0	-2.0				2.0	-2.0	-0.666666666667	-2.0	1.0				-2.0	-2.0	-2.0		1.5	-2.0	-2.0			1.5	2.0	-2.0		2.0				-2.0	-2.0	-2.0		-2.0	1.0	-2.0	-1.0	1.0			1.0								1.0		0	0	2	0	2
A2OS0VCSQLU3HE	-2.0	-1.5			0.833333333333	-1.6666666666699999	1.0		1.0							-1.0																																																						0	0	2	0	2
A2Y8UVZ5AGXE6C	1.0	1.0																																																																				0	0	2	0	2
A3F85GUETBBT8C		-1.0																																																																				0	0	2	0	2
A2W8PRUWAN6KVP	-0.6	-1.8333333333300001		-1.6666666666699999			1.0			-1.0																																																												0	0	2	0	2
A2O4BMT4182ER5		0.0				1.0				1.0																																																												0	0	2	0	2
A2FW5R5L3JTW9A						-1.0																																																																0	0	2	0	2
A16G716K9428HM	2.0																																																																					0	0	2	0	2
A1Z7WT01G55LDC																															-1.0																																							0	0	2	0	2
A1C0KXCNGQ1PMR	-0.5	1.0			-0.33333333333299997	-1.0			1.0																																																													0	0	2	0	2
A1XLSHGIE8DRF0	0.33333333333299997	1.0			1.0		0.5																																																															0	0	2	0	2
A3GK90X2QOFR53	-0.918367346939		0.888888888889		-0.272727272727		0.909090909091	0.52	1.0		0.25	-0.785714285714	0.666666666667	0.0	0.428571428571		0.5		-1.0	-1.5	-0.5			-1.0	1.0	-1.0	0.5					-2.0		-1.0	-2.0	-1.0	-1.0	-2.0		-1.0	1.0		-1.0		1.0	1.0		-1.0	-1.0	-1.0	-1.0	-2.0		-1.0	-1.0	-2.0	1.0			1.0								1.0		0	0	0	1	1
A56E6Z0KH4WGZ	0.7	-1.2		-0.5	1.0	-1.0	2.0			1.0																																																												0	0	2	0	2
A3KCUB6P3IE8NL		-2.0		0.33333333333299997										1.0			1.0					1.33333333333			0.0		2.0								-1.0			1.0										-1.0	-2.0				-2.0				-2.0													0	0	2	0	2
AD8ZUKPJT9E6			1.0					-1.0																																																														0	0	2	0	2
AL49DDQNUF01M	-0.933333333333	-1.67692307692	-0.222222222222	-1.8571428571400002	0.666666666667	-1.72222222222	-0.5		2.0	-1.8571428571400002						1.0			2.0																																											-2.0								0	0	2	0	2
A2JZQHB8N6LS7T			-1.0																																																																			0	0	2	0	2
A1845VY68OGOOM	1.0			1.0																																																																		0	0	2	0	2
A1GXPNXDLMT0QB											1.33333333333							0.0	1.0				-1.6							-1.5			-1.6666666666699999	-2.0	-2.0		-2.0	-1.0	2.0			1.0		0.0			1.0													-2.0						2.0				0	0	2	0	2
AIYGT8I9PZ9CC						-1.0																																																																0	0	2	0	2
AJ55TUGSGBZNU	2.0				2.0				2.0							1.0																																																						0	0	2	0	2
A2GZ3CR4Z02IA4	2.0	1.2		2.0	1.75	2.0	2.0		2.0																																																													0	0	2	0	2
A29VL3MZE7YPBZ	1.0	-2.0		-2.0		-2.0				-2.0	-2.0			-2.0		-2.0	-2.0	-2.0	-2.0	-2.0		-2.0	-2.0			-2.0		-2.0	-2.0	-2.0	-2.0		-2.0		-2.0	-2.0			-2.0		-2.0			-2.0			-2.0	-2.0	-2.0				-2.0	-2.0	-2.0			-2.0		-2.0	-2.0			-2.0	-2.0	-2.0	-2.0			0	0	0	2	0
A335YICZ3FDA9J	1.8181818181799998	-1.94736842105	2.0	1.0	1.0	-2.0				-1.0																																																												0	0	2	0	2
A3VID10OBZ6FUG		-1.0		1.0										1.0															-1.0																																						-2.0			0	0	2	0	2
A38OOGMA0M6KFC									-2.0																																																													0	0	2	0	2
A2SG52VOQKJL2P	1.0		1.0				2.0	-1.0	1.0																																																													0	0	2	0	2
A3VPLI0RYL3Y3O		-1.0			2.0		2.0																																																															0	0	2	0	2
A1CD4W0F9NGGLK						2.0																																																																0	0	2	0	2
A18WRW8BXFJT7U																																											-1.0																											0	0	2	0	2
A3GM27YVNOYZIW	-1.0	0.14285714285700002														-2.0																																																						0	0	2	0	2
A3HNZ3N2UHONVN								-1.0																																																														0	0	2	0	2
A2RXN5IRWSKIBX										1.0																																																												0	0	2	0	2
A37TAB2GX3SFFO	0.33333333333299997	-0.5		-1.5						-1.0																																																												0	0	2	0	2
A3IQ6IQ28UDT6Z									-2.0																																																													0	0	2	0	2
AHGFPIXGXJ0AQ	2.0				2.0																																																																	0	0	2	0	2
AEKXI4RVWHFIU					1.0																																																																	0	0	2	0	2
A2KD1OZMH8ERI7	-0.2		2.0		2.0		1.8	0.75	1.8571428571400002		2.0	2.0	2.0								2.0																																																	0	0	2	0	2
AOV4U0YLQ2L4X						1.0																																																																0	0	2	0	2
A3UMKT8RU5J7DJ	0.666666666667	-1.0	-1.0							1.0																																																												0	0	2	0	2
A24O6UEHBOEYLE	-1.0	-1.8333333333300001			0.5	-1.5	-0.2		-0.666666666667																																																													0	0	2	0	2
A6IVYRP8FAIS	0.963636363636	-1.171875	1.14285714286	-0.785714285714	0.5	-0.888888888889	2.0			0.538461538462						-1.0			1.0																																																			0	0	2	0	2
ANMGOZ451W9ZN	-1.0	-1.0			1.25	-1.0			1.0																																																													0	0	2	0	2
A2D0XTJ0PI40QY																			2.0															1.0															1.0							2.0	-2.0													0	0	2	0	2
AK46ZNEC6R89C	0.0	0.666666666667				-1.0																																																															1.0	0	0	2	0	2
A3C7SA7ADVLG3W	0.428571428571	0.545454545455	1.0	0.444444444444	-2.0	1.44444444444	2.0			1.125																																																				-2.0	1.0						1.0	0	0	2	0	2
ATF6B3JPSDHBV		1.0		-1.0			-1.0		2.0																																																													0	0	2	0	2
A2DWQF4ZHHBLOW	0.8181818181820001	1.07692307692	-1.0	0.0		2.0				0.0		-1.0		0.33333333333299997		2.0	-1.5			-1.0		0.666666666667			1.0	0.0								1.0		1.0		-1.0								2.0		1.0			1.0		-1.0	-1.0			-1.0											-1.0		0	0	2	0	2
AL3UGBNTPA0I7		-1.0		-1.0																-2.0									-2.0																																									0	0	2	0	2
A3NCABZJ3X7HT3		-2.0																																																																				0	0	2	0	2
A367LM2QEQRPPB		-2.0		-2.0			1.0																																																															0	0	2	0	2
A1BQEQF6HBD4OZ		-1.0	-2.0																																																																			0	0	2	0	2
A198SS8SV0LWKB																															-2.0																												-1.0											0	0	2	0	2
A1K9WP8Q74E9G2	2.0	1.0			2.0	2.0			2.0																																																													0	0	2	0	2
A26RDF1I330AC8					2.0																																																																	0	0	2	0	2
A2X19WQ6ZDDVY4	-1.14285714286	-1.0			1.5	-2.0			1.6666666666699999							-1.0																																																						0	0	2	0	2
A2BFGW39G2ZPTV		1.0																																																																				0	0	2	0	2
ALGL826MO4BKZ	1.0	0.8823529411759999	-1.6666666666699999			-0.6	2.0			-0.6																																																												0	0	2	0	2
A1RL8TKX352T7I		-1.0																																																																				0	0	2	0	2
A112T91FTSCI48						-2.0																																																																0	0	2	0	2
A3AJR1PM02424Y	1.0666666666700002	1.52631578947	-1.75		2.0	2.0	2.0			1.75									-1.0																																																			0	0	2	0	2
A1TH8X83SGT5ZE	-0.111111111111	-1.0	2.0	-1.4	1.52941176471	-1.5	1.9	0.7	1.8	-1.0	2.0	2.0	2.0	1.0	0.25	1.0					1.6666666666699999										-2.0																														-1.0						1.0			0	0	2	0	2
A1VF3WAZ8YS8K2				1.0																																																																		0	0	2	0	2
AP1C3ZE41AMH1	-0.833333333333	-0.46153846153800004		-1.0	2.0	-1.5	0.0		0.0	-1.6																																																												0	0	2	0	2
ALH8XXHIKG4UA									-1.0																																																													0	0	2	0	2
A2F79GFUWU5O96	0.4	-0.2		1.0	1.8571428571400002	0.0			2.0	-1.0																																																					-2.0							0	0	2	0	2
AZYL4DXPS3AK4	-2.0	-2.0		-2.0		-1.0																																																																0	0	2	0	2
A1BI7SPDU7FS1X	0.2	0.0	-1.0							0.0																																																												0	0	2	0	2
AJO2133L1DS31		-2.0							1.0																																																													0	0	2	0	2
A36MWKJ63ZPN4C						1.0																																																																0	0	2	0	2
A391YPR0NFTCLK	-2.0	-2.0		-2.0	2.0																																																																	0	0	2	0	2
A1YG4ZN78HHICE		1.0																																																																				0	0	2	0	2
A1BY04BWSZTFGX																2.0																																																						0	0	2	0	2
A3E4ZJU8TC8VYO	1.0																																																																					0	0	2	0	2
A3DJSZ7KSUZRV0		-1.0		-0.714285714286		-1.0				-1.0						-1.0	-1.0			-1.0		-1.0	-1.0	-1.0					-1.0		-1.0																											1.0	-1.0											0	0	2	0	2
AN7F24ZJB2C37	0.6	-1.5		-0.5																																																																		0	0	2	0	2
A1QD0XE25CXJ2A		-2.0		-2.0		0.0				-2.0				-2.0		-2.0	-2.0					-2.0	-2.0	-2.0							-2.0																																	-2.0						0	0	2	0	2
A1CGUFW3R6M234	1.9655172413799997	2.0	1.8	2.0	2.0	2.0	2.0			2.0						2.0																																														2.0	2.0							0	0	2	0	2
A1IAK1JCYVR3R5	1.5	0.75				0.33333333333299997	2.0												2.0																																																			0	0	2	0	2
A3AL0913KO5WU1		1.0			1.0				1.0																																																													0	0	2	0	2
AVX3SWFMBEPMZ	-1.01818181818		1.3023255814		0.06666666666669999		1.75	0.6875	1.8636363636400002		1.4	1.3846153846200002	1.3		-0.1						0.666666666667																																																	0	0	2	0	2
A2EP6C76U8PHMY	1.0	1.0			1.5		2.0		2.0																																																													0	0	2	0	2
A1KX496A3GINRN	1.05555555556	-0.586206896552	2.0	-0.666666666667	2.0	-0.75	2.0			-0.666666666667						-2.0																																															-1.0							0	0	2	0	2
A2TF8IP4PM7KAO	0.0	-1.15384615385	-2.0	-1.42857142857		-1.0				-1.0						-2.0	-2.0					2.0																																																0	0	2	0	2
A25ZADCJI3D5AF	1.0	2.0		2.0																																																																		0	0	2	0	2
A3OMEJL7W7SRCU	1.5	1.0			2.0	-1.0			1.5																																																													0	0	2	0	2
A240ZZK5NVX3Z5		-0.33333333333299997			1.0	-2.0	2.0		-1.0	1.0																																																												0	0	2	0	2
A29JDEHW192FQY	0.4	0.75								1.0																																																												0	0	2	0	2
A1TUTMKS3EDJMJ		-1.0																																																																				0	0	2	0	2
A12TIM3OYMOVWT	0.666666666667	-2.0																																																																				0	0	2	0	2
A24WQPX0B1A05J	-0.4	-0.35294117647100004	-1.0	-0.33333333333299997	-1.0	-1.0	2.0			-1.0						-1.0																																																						0	0	2	0	2
A63759KWVJ94F	2.0	1.125	0.0		2.0					-2.0																																																												0	0	2	0	2
A1815O0GXEZUC						-2.0																																																																0	0	2	0	2
A25FURVQSRD3BH		-1.0		1.0						-1.0																																																												0	0	2	0	2
A3OQAXU3STYCI9	-0.08		1.48148148148		2.0		1.93333333333	1.85	2.0		2.0	1.6666666666699999	2.0		2.0						2.0																																																	0	0	2	0	2
A2QQFGD7K7AHK8											2.0			1.0				-1.0	-1.5				-0.25					1.0		-2.0			-1.0						1.0					2.0			-1.0					1.0		1.0						-1.0					1.0	2.0				0	0	2	0	2
A1GZXAJPSLK81K		2.0			2.0	-1.0																																																																0	0	2	0	2
A1159C6RKPZURE	2.0	1.0								2.0																																																												0	0	2	0	2
A3DUF8CP7ZMVAL					2.0																																																																	0	0	2	0	2
A2AQMDKQTAYMVS												1.0		-1.4			-2.0		-2.0	-1.0				0.33333333333299997	-1.75	1.5	0.0					1.0		-2.0	-2.0	1.0	-2.0	-1.0		1.0	-1.5	1.0	-2.0		1.0	1.0		-2.0	-1.0	-1.5	-1.0	-2.0	-2.0	-1.0		-1.0	-1.0			0.0										0	0	2	0	2
A31FLXZMDXZTB2	-0.5	-0.888888888889			2.0	-1.6666666666699999				1.0																																																					-2.0							0	0	2	0	2
AZGV0WGL7XMX7				1.0													-1.0					2.0																																																0	0	2	0	2
A159KOV1KTDC96		-2.0																																																																				0	0	2	0	2
A2R2L2GA314OEI																									1.0		-1.0																								-1.0	-2.0																		0	0	2	0	2
A3G0T5Y7OSC76S		-1.11111111111		-1.6666666666699999		-2.0				-2.0	-2.0	-2.0		-1.8333333333300001		-2.0	-2.0	-1.6666666666699999	-2.0	-1.75		-0.8		-2.0	-1.2	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	-2.0		-2.0	-2.0	-2.0	-1.6666666666699999	-2.0	-2.0	-2.0	-1.5		-2.0	-2.0	-1.0			-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0		-2.0			-2.0	-1.0						1.0			0	0	0	2	0
A1IA4CST74I1Q8	-1.44642857143		0.928571428571		-1.53333333333		1.33333333333	-0.121212121212	1.8095238095200001		1.7	1.35714285714	0.0		-0.1						-1.5																																																	0	0	2	0	2
A20NZW7XGZNOCC	1.8	0.8	1.0	-1.0	1.0	-0.5	2.0			-1.57142857143																																																												0	0	2	0	2
A36VA1TSX3RYED		-2.0		-1.6666666666699999												-2.0	-2.0					1.0																																																0	0	2	0	2
AHAGAJVAB6HNM		-2.0																																																																				0	0	2	0	2
A1IC7ELNKUWYC3		-1.0					1.0		2.0	2.0																																																												0	0	2	0	2
A30LWF91IUAVSO																												-2.0																																										0	0	2	0	2
A2BWKYSDNXDFI5		-1.0																																																																				0	0	2	0	2
A2AITWAK7G1OLP	1.0				2.0																																																																	0	0	2	0	2
A2SMPFCZDRQG0R	0.5	0.428571428571	1.0	1.0	0.33333333333299997	1.0	2.0		-0.5	-1.0																																																												0	0	2	0	2
A34DWBBWZRLO1X		-1.0		-1.0		-1.0				0.0																																																												0	0	2	0	2
A1F4D2PZ7NNWTL	1.33333333333	-0.692307692308	-1.0	1.0	1.8333333333300001	-0.5			2.0	1.0																																																					-2.0							0	0	2	0	2
AIQB7XXL5K2FR		0.5									2.0							1.0	-1.6666666666699999				-1.0							-1.75			-1.0						2.0					0.5			0.0																		1.0	2.0				0	0	2	0	2
AOU08YOV10IRX		-1.0																																																																				0	0	2	0	2
A2551EKB87S2XY		1.0			1.0	-2.0																																																																0	0	2	0	2
A2X8A8XLAEYSK4	1.5	-0.2	2.0	1.0		-1.0																																																																0	0	2	0	2
A1FKCYWMD3HCXU	-2.0																																																																					0	0	2	0	2
A1OY40VC86UZZ5	-2.0	1.0												1.0		-1.0																																																						0	0	2	0	2
A2WLBR9LYCTC12						1.0																																																																0	0	2	0	2
A1UDTHEPV5TL92	-2.0	-2.0				-2.0																																																																0	0	2	0	2
ABXFTRP10MC0S	-1.0	-1.0	-1.5	-1.0		-2.0	2.0			-1.5						1.0																																																						0	0	2	0	2
A13E3C65NKK51I		1.0																																																																				0	0	2	0	2
A4AHASOXY9MN4					1.0																																																																	0	0	2	0	2
A1JT53BJT9J5HU	-1.75	-1.0	-2.0																																																																			0	0	2	0	2
A33JRE50HWXHAY					-2.0	2.0	2.0																																																															0	0	2	0	2
AOCDIMPHNZGEV	1.0	1.0							2.0																																																													0	0	2	0	2
