packageName,permission,purpose,avgScore,comfortScore,knnScore
amep.games.af_final,READ_PHONE_STATE,INTERNAL,0.2632936563863541,0.9499999999999995,0.44165350877193
ar.com.ps3argentina.trophies,GET_ACCOUNTS,INTERNAL,0.844106930344937,1.2105263157894732,0.900931773879142
au.com.nab.mobile,ACCESS_FINE_LOCATION,INTERNAL,0.5615118671820021,-0.10000000000000005,0.26426315789473687
au.com.nab.mobile,READ_PHONE_STATE,INTERNAL,0.2750593154575119,-0.5789473684210529,0.16971929824561402
bnw.project.wallpaper.buddycons,READ_PHONE_STATE,INTERNAL,0.27029768181638186,0.3,0.23342105263157897
br.bovespa,READ_PHONE_STATE,INTERNAL,0.2665897703539822,-0.034482758620689634,0.41329927760577917
br.com.jera.vikings,READ_PHONE_STATE,INTERNAL,0.26679923076488693,0.6,-0.04408187134502919
br.findmycarfree,ACCESS_FINE_LOCATION,INTERNAL,0.5357377336078635,1.3999999999999992,0.7973345543345544
by.istin.android.kinobaza,READ_PHONE_STATE,INTERNAL,0.26562543245038733,0.3,0.6975500515995873
com.Ama.PanicFlightFree,GET_ACCOUNTS,INTERNAL,0.8647830277567381,0.4705882352941177,0.91380701754386
com.Ama.PanicFlightFree,READ_PHONE_STATE,INTERNAL,0.26632621365578524,0.41176470588235314,-0.14742105263157898
com.Conquer3.Kingdoms.game.good.haha,GET_ACCOUNTS,INTERNAL,0.8518067675678206,0.5,0.46487914230019495
com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,INTERNAL,0.2711005441071873,0.3333333333333333,0.27776803118908366
com.HBO,READ_PHONE_STATE,INTERNAL,0.26555487041009507,1.1499999999999992,0.43578947368421056
com.NextFloor.DragonFlightKakao,READ_PHONE_STATE,INTERNAL,0.2782746630988143,-0.6499999999999999,0.38955280357757144
com.UCMobile.intl,ACCESS_COARSE_LOCATION,INTERNAL,0.4496198830409356,0.15,0.4496198830409356
com.UCMobile.intl,ACCESS_FINE_LOCATION,INTERNAL,0.5666145463678204,-0.25,0.19022807017543863
com.UCMobile.intl,CAMERA,INTERNAL,1.137885436786712,1.25,1.3144210526315787
com.UCMobile.intl,READ_PHONE_STATE,INTERNAL,0.273450157377411,-0.3,0.073
com.UCMobile.intl,RECORD_AUDIO,INTERNAL,1.1373069678781316,1.0500000000000005,1.242517027863777
com.allocine.androidapp,ACCESS_FINE_LOCATION,INTERNAL,0.5491187589696646,1.0,0.5810350877192983
com.allocine.androidapp,READ_PHONE_STATE,INTERNAL,0.2671552186735503,0.6999999999999996,0.7193297786951037
com.androcheck.facedet,CAMERA,INTERNAL,1.1644153176721848,0.588235294117647,1.3158440545808971
com.android.chrome,ACCESS_FINE_LOCATION,INTERNAL,0.5526939894277575,-0.2000000000000001,0.22863157894736835
com.android.chrome,MANAGE_ACCOUNTS,INTERNAL,1.0249240585950252,1.2999999999999998,1.077269005847953
com.animoca.prettyPetSalonSeasons,READ_PHONE_STATE,INTERNAL,0.26521159546669815,0.47368421052631554,0.3277641325536062
com.antivirus,ACCESS_COARSE_LOCATION,INTERNAL,0.3158114035087719,0.8999999999999996,0.31581140350877196
com.antivirus,ACCESS_FINE_LOCATION,INTERNAL,0.5326268188516641,0.9499999999999995,-0.10442105263157896
com.antivirus,BLUETOOTH,INTERNAL,0.9172681683784625,0.75,0.7995686274509805
com.antivirus,CAMERA,INTERNAL,1.135064433204195,1.6000000000000008,1.0569649122807017
com.antivirus,GET_ACCOUNTS,INTERNAL,0.8421455217826354,0.9499999999999995,1.0525009746588696
com.antivirus,READ_CONTACTS,INTERNAL,0.5275774021322743,0.2000000000000001,0.76059649122807
com.antivirus,READ_PHONE_STATE,INTERNAL,0.2682547270112848,0.3499999999999998,0.09849122807017545
com.antivirus,SEND_SMS,INTERNAL,0.4462837649679755,-0.8000000000000004,0.552719298245614
com.appson.blobbyvolley,GET_ACCOUNTS,INTERNAL,0.8681524203834262,0.3,0.7743508771929825
com.asobimo.celes_gp_en,GET_ACCOUNTS,INTERNAL,0.8600319404830795,0.6842105263157898,0.47749122807017547
