hitid	hittypeid	packageName	permission	purpose	comfortScore
3UZUVSO3P7V3V39Z4WLB7QMCIX5MEZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.plus	GET_ACCOUNTS	INTERNAL	1.4
3XQ4XW3OD9CEYIAOV9MWHYCTDJY2SQ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.plus	READ_CONTACTS	INTERNAL	0.45
3D06DR5225J05QSNORJPB7WLXI8AMT	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.translate	CAMERA	INTERNAL	1.1
3I01FDIL6M88WTR6YJR7MZQTCGOD27	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.translate	GET_ACCOUNTS	INTERNAL	1.0
3N5YJ55YXG36N8DN0SYPOMLL28IANT	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.translate	RECORD_AUDIO	INTERNAL	1.7
36MUZ9VAE620R93MR3M8O0ZI9JEDE9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.unveil	CAMERA	INTERNAL	1.2222222222222223
3SSN80MU8COHBF0DEPYNG2FF9YMKX2	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.unveil	ACCESS_FINE_LOCATION	INTERNAL	0.6666666666666666
37SDSEDIN92PQDDJY7GDVO2N9JD81F	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gm	GET_ACCOUNTS	INTERNAL	1.4736842105263157
3WRAAIUSBJZBZ2RR2YLYMOCJ4MRXAZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gm	READ_CONTACTS	INTERNAL	1.2
32FESTC2NHQ7BDUUH7628C33A7VUC6	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	ACCESS_FINE_LOCATION	INTERNAL	-0.21052631578947367
3L60IFZKF3ITNZZQ30D40OBTTRYHH1	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	GET_ACCOUNTS	INTERNAL	1.5555555555555556
3MG8450X2OAQ523YMCS8SC2A9QAPUF	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	READ_PHONE_STATE	INTERNAL	0.3684210526315789
3PCPFX4U40QMMW7NR0CY6HRH4ZIFQY	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	READ_CONTACTS	INTERNAL	0.5263157894736842
3TC2K6WK9G2WFYVFHBGR07CS1PR82W	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	AUTHENTICATE_ACCOUNTS	INTERNAL	1.1666666666666667
3H1C3QRA01JQMHX8R7RX4UH0OJ1EC9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.googlequicksearchbox	BLUETOOTH	INTERNAL	1.3
3IV1AEQ4DRDWLUTNOWMJZOY930D8JJ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.googlequicksearchbox	GET_ACCOUNTS	INTERNAL	1.25
3OPLMF3EU5NNJR4RXJNFX01WWKHNLO	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.googlequicksearchbox	SEND_SMS	INTERNAL	0.85
3TFJJUELSHPYR1LSYNWW2T8BRGBC25	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.googlequicksearchbox	READ_CONTACTS	INTERNAL	0.3684210526315789
31KPKEKW4AD8LMQ850WN8L9ECXSB0E	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	ACCESS_FINE_LOCATION	INTERNAL	1.15
375VMB7D4JJC7E58NMCZ9FXA1CLIDN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	GET_ACCOUNTS	INTERNAL	0.75
3K1H3NEY7LZYBNZDXYCWO3KUMZTDGQ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	READ_CONTACTS	INTERNAL	-0.6
3SNR5F7R92THZKJ8JHNJFXFV1OMIEG	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	READ_PHONE_STATE	INTERNAL	-0.25
3WUVMVA7OB304XR63G9JJ9SUCMQAZA	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	BLUETOOTH	INTERNAL	0.65
3UOMW19E6D6QQY4FG6YU00BNBQ2C56	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.music	GET_ACCOUNTS	INTERNAL	1.1428571428571428
338GLSUI43BYZCM0J4131H6IMN2SFZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	GET_ACCOUNTS	INTERNAL	1.4
3EKTG13IZU3H19JRLI8FKLCWRU6MLM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	CAMERA	INTERNAL	1.2
3K3G488TR28UKZEYLOZPK504F545Q5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	SEND_SMS	INTERNAL	0.9
3QQUBC64ZEEIJLLGB2Q38UWJ3TQXNJ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	ACCESS_FINE_LOCATION	INTERNAL	0.6
3VI0PC2ZAYK016LSCHQGNJWOT3VXOY	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	READ_PHONE_STATE	INTERNAL	0.15
3VIVIU06FKCFB8BL0FB2S5K4AQCMI8	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	READ_CONTACTS	INTERNAL	1.05
3IVKZBIBJ09ID8D6EUP342IV22FSHX	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.videos	GET_ACCOUNTS	INTERNAL	1.1538461538461537
3NKW03WTLM7OXITIHPMYA5DHZ27WQC	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.youtube	GET_ACCOUNTS	INTERNAL	0.9285714285714286
3YKP7CX6G2FM3XQSQZHWN0J1KBXB7D	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.youtube	CAMERA	INTERNAL	-0.3
3MA5N0ATTCB2MFVN4K21EJ180WGKW9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.earth	GET_ACCOUNTS	INTERNAL	1.1578947368421053
329E6HTMSW25VHTZU0RZ9MQB23KK31	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	ACCESS_FINE_LOCATION	INTERNAL	-0.5
3AC6MFV69KIFEKZK9MJB0VFYPPXZH7	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	READ_PHONE_STATE	TARGETED_ADS	-0.5263157894736842
3JU8CV4BRLCVSXJ1QQGZT6ALR4MPO2	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	READ_PHONE_STATE	INTERNAL	-0.2
3OND0WXMHWFH3P8ODZ5YFLEG1B6HEL	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	GET_ACCOUNTS	INTERNAL	0.65
3X7837UUADY9HGAZVHPLFA2IXD4J65	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.65
3Y7LTZE0YTMKJ6549LQAJA4OID9ZUD	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	ACCESS_FINE_LOCATION	TARGETED_ADS	-1.15
30Z7M1Q8UYKLK1QJUQ966PVQDDJ8A3	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.jetpackjoyride	READ_PHONE_STATE	INTERNAL	-0.45
3DQYSJDTYLBEPF83I3NKI72AP1PXEU	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.jetpackjoyride	GET_ACCOUNTS	INTERNAL	0.1
3IZVJEBJ6AKZHVF3D3S734Q8GBI6ZE	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.jetpackjoyride	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.6
3LXX8KJXPW9A0A3U91K27GA6M8N9OQ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.jetpackjoyride	READ_PHONE_STATE	TARGETED_ADS	-0.55
3MD8CKRQZZN23Z8JN5SJQ5TEXHPJRC	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.handmark.tweetcaster	ACCESS_COARSE_LOCATION	UTILITY	0.9
31S7M7DAGGQLE49BUF9R6Z7OPRLLTN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.happyelements.happyfish	ACCESS_FINE_LOCATION	SNS	-0.2631578947368421
335HHSX8CD5CBJUOH4UE93WV5OPHDU	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.happyelements.happyfish	READ_PHONE_STATE	PAYMENT	-0.05
32TMVRKDGNY6ICA2LPZFTM9QPS648P	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.hipipal.qpy3	SEND_SMS	DEVELOPMENT_AID	-0.10526315789473684
3OND0WXMHWFH3P8ODZ5YFLEG50VEHP	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.hipipal.qpyplus	BLUETOOTH	DEVELOPMENT_AID	0.95
3RZS0FBRWKAUJ8MY0L78Y6G46FTCP0	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.hotspots.voicedialer	ACCESS_FINE_LOCATION	SECONDARY_MARKET	-0.7894736842105263
3IZVJEBJ6AKZHVF3D3S734Q8KSIZ69	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.icloudzone.SpeedNight	READ_CONTACTS	SOCIAL_GAMING	-0.6
3T8DUCXY0N6QD2825I611QGTPX59TF	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.icloudzone.SpeedNight2	READ_CONTACTS	SOCIAL_GAMING	-0.35
31YWE12TE0CTG0TTVV9ECXAT22E7XM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.igg.castleclash	READ_PHONE_STATE	TARGETED_ADS	-1.2
3OQQD2WO8I6EPM3BUX6NW6BYAZWI3P	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.igg.castleclash	GET_ACCOUNTS	INTERNAL	0.45
3Z56AA6EK40ZIOGKYE2DV2UZ1ZHM6E	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.igg.castleclash	READ_PHONE_STATE	INTERNAL	-0.45
385MDVINFCF7BVP5MZ2PD41VKV6WJN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.imangi.templerun2	READ_PHONE_STATE	GAME_ENGINE	-0.8
3HXK2V1N4KFB8D1X09SFSKTQOWW2G9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.imangi.templerun2	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.9
36818Z1KV3DZJ4KDI9EAF8NFXRRA3D	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	READ_CONTACTS	INTERNAL	0.35294117647058826
36KM3FWE3RCLJANISJK73JNIT7307J	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	CAMERA	INTERNAL	1.7894736842105263
3EN4YVUOUCSM0VUVW4YBFNF2U9NXJH	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	ACCESS_FINE_LOCATION	INTERNAL	0.6842105263157895
3JUDR1D0D6R2L2VB35XRMYXSVVEQ2Q	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	RECORD_AUDIO	INTERNAL	1.2352941176470589
3VGET1QSZ0ZER0O3LQDSAEWMUCIW7H	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	GET_ACCOUNTS	INTERNAL	1.3333333333333333
3ICOHX7ENCB6SP2SFRYD9TFZJJNE0H	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gokeyboard	GET_ACCOUNTS	SECONDARY_MARKET	-0.631578947368421
374UMBUHN5PSB0F5H2GS3GH1R17CTW	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	GET_ACCOUNTS	SNS	-0.05
3B9J25CZ25DRW02QS2B2TBLFPABCS9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	RECORD_AUDIO	INTERNAL	1.15
3BDORL6HKKDFVL2DDDBX31GJ38SCRL	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	READ_PHONE_STATE	INTERNAL	0.05263157894736842
3VEI3XUCZRXYPABHIIX3N1FQ2R6PRB	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	SEND_SMS	INTERNAL	0.55
3XDJY5RK5SL4G9HFOS0KPERFIUEU4T	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	READ_CONTACTS	INTERNAL	1.0
3SU800BH86SB5E4DMP7XSHSKIBFQU8	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jrummy.liberty.toolbox	READ_CONTACTS	SNS	-0.25
32CAVSKPCEPNOAKW1AHIRGKC6A4U1G	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	BLUETOOTH	INTERNAL	1.0
3A520CCNWN02T20A7TV6YZRCOGHAE4	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	RECORD_AUDIO	INTERNAL	1.0
3FSEU3P2NR0J1NRWVA1SSWF539URR5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	READ_CONTACTS	INTERNAL	0.7894736842105263
3KTZHH2ONIFMM2Z8RTZBFGQQ7U78MM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	CAMERA	INTERNAL	0.7894736842105263
3M93N4X8HKNE4E8W2USOGFYAFUJJST	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	GET_ACCOUNTS	INTERNAL	1.15
3MA5N0ATTCB2MFVN4K21EJ18ZK6WKM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.4
3MD8CKRQZZN23Z8JN5SJQ5TETS0JR5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	ACCESS_FINE_LOCATION	INTERNAL	-0.15
3PN6H8C9R4QX1WMABYKMSH9RO4GADB	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	READ_PHONE_STATE	INTERNAL	0.3157894736842105
3YGYP136419YMPZ423KBJCAV10XRNK	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.3
3BKZLF990ZZSMNOIWQ4MV2YXEZQQY6	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kangaroo.logic	ACCESS_FINE_LOCATION	SOCIAL_GAMING	-0.2
3KL228NDMVM6PT5NPFYJSGFKAX9KGB	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kaosu.i.battery.ppochi	BLUETOOTH	TARGETED_ADS	-0.8888888888888888
32FESTC2NHQ7BDUUH7628C33AFECUN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kfactormedia.mycalendarmobile	READ_PHONE_STATE	TARGETED_ADS	-0.6111111111111112
33NOQL7T9OZML9YR6IP5NIMZMYP8Z3	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kfactormedia.mycalendarmobile	READ_PHONE_STATE	INTERNAL	-0.2631578947368421
34D9ZRXCYRU33L5S8OFBNGVRP7QAS5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kfactormedia.mycalendarmobile	READ_CONTACTS	INTERNAL	0.6842105263157895
37PGLWGSJT6KLKBIF3YMDSS0LLHKI1	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kfactormedia.mycalendarmobile	GET_ACCOUNTS	INTERNAL	0.6842105263157895
338GLSUI43BYZCM0J4131H6IMN3FSN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kii.safe	READ_PHONE_STATE	INTERNAL	-0.2222222222222222
3M47JKRKCX1KXZEG4DSUQKT4HUT86D	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kii.safe	GET_ACCOUNTS	INTERNAL	0.9444444444444444
3QHITW7OYO9RQ5QFGKQ6SGGQ7J5AQG	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kii.safe	CAMERA	INTERNAL	0.9411764705882353
33P2GD6NRNSKPP0Y9LG1DGRLKTCKHN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kiloo.subwaysurf	READ_PHONE_STATE	MOBILE_ANALYTICS	-1.1
36D1BWBEHN1B0NXJBCQA5PDNKFOM2B	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kiloo.subwaysurf	READ_PHONE_STATE	GAME_ENGINE	-1.05
37VE3DA4YUHJWMW43838ED8V23DHBN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.leftover.CoinDozer	READ_PHONE_STATE	GAME_ENGINE	-0.55
379OL9DBSSEMUO7WFOT097884ZN9Y4	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.letang.game103pp.cn	SEND_SMS	SNS	-0.65
307FVKVSYRF2IY5JBK79FMDVE80745	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.loloworks.llzbs	RECORD_AUDIO	SOCIAL_GAMING	0.7
33P2GD6NRNSKPP0Y9LG1DGRLPXMKHA	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.loloworks.llzbs	ACCESS_FINE_LOCATION	SOCIAL_GAMING	-0.3
3511RHPADVE8YPWJQQ4W6K6616OLRA	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.loloworks.llzbs	CAMERA	SOCIAL_GAMING	-0.15
3SNR5F7R92THZKJ8JHNJFXFV5DAEII	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.lookout	MANAGE_ACCOUNTS	INTERNAL	1.0
3D3B8GE892RSLAFVO1XHWGFWWDJ9P7	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.magmamobile.game.BubbleBlast2	READ_PHONE_STATE	TARGETED_ADS	-0.6
3HYV4299H0WOAE7VAVBS28LHYSH8EY	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.magmamobile.game.BubbleBlast2	READ_PHONE_STATE	INTERNAL	-0.6
3P0I4CQYVY7LC6G22CUUL0IHK97OWU	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.magmamobile.game.BubbleBlast2	READ_PHONE_STATE	SOCIAL_GAMING	0.1
3VI0PC2ZAYK016LSCHQGNJWOTBDOXN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.magmamobile.game.mousetrap	READ_PHONE_STATE	TARGETED_ADS	-0.7222222222222222
3L60IFZKF3ITNZZQ30D40OBTXGIHH3	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.mapbar.android.mapbarmap	MANAGE_ACCOUNTS	SNS	-0.5
3UOMW19E6D6QQY4FG6YU00BNFFMC58	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.mediafire.android	CAMERA	DEVELOPMENT_AID	1.2222222222222223
3M7OI89LVYOM924TLP8ZS6PNBAXC6O	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.meecel.feedreader.RssDemonAd	GET_ACCOUNTS	DEVELOPMENT_AID	0.8666666666666667
3EQVJH0T40LJS8QL3UUTE7EH8AJHTJ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.miniclip.eightballpool	READ_PHONE_STATE	SECONDARY_MARKET	-0.95
3THR0FZ95PT51C43YYNSCP11QJ4LO1	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.miniclip.eightballpool	GET_ACCOUNTS	SECONDARY_MARKET	-0.7
31KSVEGZ34SO9J8IU4BYFVNMZDSWRE	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.moaibot.sweetyheaven	RECORD_AUDIO	GAME_ENGINE	-0.15
3W3RSPVVGSR0EHO0UKZ1BVTQ85SLUE	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.myfknoll.draw.together	BLUETOOTH	SOCIAL_GAMING	1.2857142857142858
33NOQL7T9OZML9YR6IP5NIMZQN8Z8V	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.mythlj.snakesally	BLUETOOTH	GAME_ENGINE	1.15
3JUDR1D0D6R2L2VB35XRMYXSUJ52Q4	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.netflix.mediaclient	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.26666666666666666
3XD2A6FGFNUPY2VNGI1BRLK7JP7S97	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.netflix.mediaclient	READ_PHONE_STATE	INTERNAL	-0.3076923076923077
3B6F54KMR2C79XSSC5MICF2OP28S15	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.netqin.ps	SEND_SMS	PAYMENT	-0.2222222222222222
3IVEC1GSLPZEAU92PBD4KEB1TJQ1JT	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.netqin.ps	READ_PHONE_STATE	PAYMENT	-0.2777777777777778
3PUV2Q8SV442K6R2HCKINSTXABPBDD	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nimbuzz	MANAGE_ACCOUNTS	INTERNAL	0.7
3IZPORCT1F96CTDTZ5PYESDZG8ERH6	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nordcurrent.Games101	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.85
3V0TR1NRVA2K103HINJTPDFLBZ54AQ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nordcurrent.Games101	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.35
3W3RSPVVGSR0EHO0UKZ1BVTQ4G9ULM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nordcurrent.Games101	READ_PHONE_STATE	INTERNAL	-0.45
3WRAAIUSBJZBZ2RR2YLYMOCJ4U9XAX	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nordcurrent.Games101	READ_PHONE_STATE	TARGETED_ADS	-0.7
31ODACBENUFVQ1C9XKCXDGAWXEUQSS	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nqmobile.antivirus20	READ_PHONE_STATE	PAYMENT	-0.45
3R5LWXWHR08C9T4UOYD8IANM66TXGI	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nqmobile.antivirus20	SEND_SMS	PAYMENT	-0.5
3KLL7H3EGD1Y50UA8PU8FP225VZHVZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nqmobile.antivirus20.multilang	SEND_SMS	PAYMENT	-0.35
37NXA7GVST60RWD0ZA967HV9MC1LV3	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.nubee.japanlife	MANAGE_ACCOUNTS	SNS	0.3333333333333333
3CRWSLD91K4P7UMOYAO7C2GQM7TMO1	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.omgpop.dstfree	READ_PHONE_STATE	UTILITY	0.058823529411764705
3G9UA71JVVUSLGO4ERUDLO2ESOOJ74	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.omgpop.dstfree	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.7894736842105263
3UDTAB6HH6ZPXTBB7GIRHFEOOXO901	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.omgpop.dstfree	READ_PHONE_STATE	INTERNAL	-0.6875
3ZQX1VYFTD5AM5KK49EO7KFV2248OZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.omgpop.dstfree	READ_PHONE_STATE	TARGETED_ADS	-0.6842105263157895
30EMX9PEVKJ9FYEEKFS0HUYNUJKKSU	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.opera.browser	READ_PHONE_STATE	INTERNAL	-0.25
39TX062QX1OBFHS6TJ6OZGYDX0RX36	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.mytalkingtomfree	RECORD_AUDIO	TARGETED_ADS	-0.75
3I6NF2WGIGW37AKKISUDQRW29IV5GA	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.mytalkingtomfree	RECORD_AUDIO	INTERNAL	0.75
3N7PQ0KLI5P29H1PYEGWBRD6I6OE3B	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.mytalkingtomfree	READ_PHONE_STATE	INTERNAL	-0.35
3RZS0FBRWKAUJ8MY0L78Y6G41EVPC8	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.mytalkingtomfree	READ_PHONE_STATE	GAME_ENGINE	-1.15
3SX4X51T809O5TDZ17Y23BLQR6DOAN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.mytalkingtomfree	RECORD_AUDIO	UTILITY	0.8
3UL5XDRDNCJOEVE2ZUIPYEF4KNA58X	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.mytalkingtomfree	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.55
3VCK0Q0PO5EAMVF58Q1WZG98SAXN0H	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.mytalkingtomfree	READ_PHONE_STATE	TARGETED_ADS	-1.0
37M4O367VJI3ZKG6TVS83WGZ5475MI	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom	READ_PHONE_STATE	INTERNAL	-0.8
3A520CCNWN02T20A7TV6YZRCOGGEA7	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom	RECORD_AUDIO	INTERNAL	1.2105263157894737
3JYPJ2TAYI81MK68RNX96C17YRNPFJ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom	READ_PHONE_STATE	TARGETED_ADS	-0.75
3OREP8RUT2B5WQ1TJ2LQTDWUI29GBP	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom	RECORD_AUDIO	TARGETED_ADS	-1.1111111111111112
3W3RSPVVGSR0EHO0UKZ1BVTQ341ULP	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.7368421052631579
34F34TZU7WZLZFRY8FDIPXL6GOD2JD	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom2free	READ_PHONE_STATE	TARGETED_ADS	-0.7
3H6W48L9F4P3X6S3HC79A0N7U6LPWE	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom2free	READ_PHONE_STATE	INTERNAL	-0.35
3K3IX1W4S6R6QTP0G7BHSBQG1BBAPS	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom2free	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.65
3P0I4CQYVY7LC6G22CUUL0IHJPGWO6	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom2free	RECORD_AUDIO	TARGETED_ADS	-0.7
3X2LT8FDHWIIRETMVV5YOESH5WL8WD	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.outfit7.talkingtom2free	RECORD_AUDIO	INTERNAL	0.95
