packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,knnScore
air.couk.hamzagames.ultimatesmasher,READ_PHONE_STATE,TARGETED_ADS,-0.32764385117849254,-0.05263157894736838,-0.1393498452012384,0.0,-0.1393498452012384
amep.games.af_final,READ_PHONE_STATE,INTERNAL,0.2584905650949593,0.9499999999999995,0.42282581453634077,0.0,0.42282581453634077
amep.games.af_final,READ_PHONE_STATE,TARGETED_ADS,-0.3231622811615643,-0.21052631578947353,-0.3042230576441102,0.0,-0.3042230576441102
atticlab.ScaryMazedGame,READ_PHONE_STATE,TARGETED_ADS,-0.3244289154763061,-0.25,-0.23529518240044558,0.0,-0.23529518240044558
atticlab.whip,READ_PHONE_STATE,TARGETED_ADS,-0.3230540785899353,-0.3,-0.3275973020787263,0.0,-0.3275973020787263
au.com.nab.mobile,READ_PHONE_STATE,INTERNAL,0.27755498537680184,-0.5789473684210529,0.3129824561403509,0.0,0.3129824561403509
bnw.project.wallpaper.buddycons,READ_PHONE_STATE,INTERNAL,0.2749988933704372,0.3,0.18016290726817047,0.0,0.18016290726817047
br.bovespa,READ_PHONE_STATE,INTERNAL,0.26765806690690774,-0.034482758620689634,0.4522504791390241,0.0,0.4522504791390241
br.com.jera.vikings,READ_PHONE_STATE,INTERNAL,0.2684711902620697,0.6,0.003834586466165416,0.0,0.003834586466165416
br.com.jera.vikings,READ_PHONE_STATE,TARGETED_ADS,-0.3276704829651084,0.0,-0.3232832080200502,0.0,-0.3232832080200502
by.istin.android.kinobaza,READ_PHONE_STATE,INTERNAL,0.26532077800734616,0.3,0.45631828754893766,0.0,0.45631828754893766
com.Ama.PanicFlightFree,READ_PHONE_STATE,INTERNAL,0.2752120831435356,0.41176470588235314,0.06708020050125316,0.0,0.06708020050125316
com.Ama.PanicFlightFree,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4158004502067796,-0.125,-0.4394486215538846,0.0,-0.4394486215538846
com.Ama.PanicFlightFree,READ_PHONE_STATE,TARGETED_ADS,-0.3245445899537496,0.23529411764705885,-0.2636321195144724,0.0,-0.2636321195144724
com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,INTERNAL,0.26522570748166324,0.3333333333333333,0.21558618769145085,0.0,0.21558618769145085
com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,TARGETED_ADS,-0.3231928187115348,-0.4000000000000002,-0.4289059454191032,0.0,-0.4289059454191032
com.HBO,READ_PHONE_STATE,INTERNAL,0.2661209217975908,1.1499999999999992,0.2840225563909774,0.0,0.2840225563909774
com.NextFloor.DragonFlightKakao,READ_PHONE_STATE,INTERNAL,0.27402784079499354,-0.6499999999999999,0.4269391616295641,0.0,0.4269391616295641
com.UCMobile.intl,READ_PHONE_STATE,INTERNAL,0.2719243278225205,-0.3,-0.05662593984962405,0.0,-0.05662593984962405
com.UCMobile.intl,READ_PHONE_STATE,SNS,0.3053537725006559,0.25,0.3053537725006559,1.0,0.31497076023391807
com.alaskajim.whosingsit1990s,READ_PHONE_STATE,TARGETED_ADS,-0.32012305592751833,-0.7647058823529417,-0.10678958425475457,0.0,-0.10678958425475457
com.allocine.androidapp,READ_PHONE_STATE,INTERNAL,0.26405380532627715,0.6999999999999996,0.46870607892279714,0.0,0.46870607892279714
com.alpha_aps.naked_scanner,READ_PHONE_STATE,TARGETED_ADS,-0.32465548121768806,-0.3499999999999998,-0.5495363408521303,0.0,-0.5495363408521303
com.androp.cube.dolphin,READ_PHONE_STATE,TARGETED_ADS,-0.32508122361286823,0.0,-0.24630350385768343,0.0,-0.24630350385768343
com.animoca.prettyPetSalonSeasons,READ_PHONE_STATE,INTERNAL,0.2760963240391497,0.47368421052631554,0.3634920634920634,0.0,0.3634920634920634
com.animoca.prettyPetSalonSeasons,READ_PHONE_STATE,TARGETED_ADS,-0.3211249120424006,-0.31578947368421056,-0.30122702589807854,0.0,-0.30122702589807854
com.antivirus,READ_PHONE_STATE,INTERNAL,0.26639654463809914,0.3499999999999998,0.12541353383458648,0.0,0.12541353383458648
com.appmania.ironwars.hd,READ_PHONE_STATE,TARGETED_ADS,-0.3275974050347585,-0.10000000000000005,-0.3087593984962407,0.0,-0.3087593984962407
com.appmox.jgirl,READ_PHONE_STATE,TARGETED_ADS,-0.31610613313200253,-1.2999999999999998,-0.4141604010025063,0.0,-0.4141604010025063
com.artofbytes.gravedefence.hd.free,READ_PHONE_STATE,TARGETED_ADS,-0.3239404539964049,-0.5,-0.30951127819548874,0.0,-0.30951127819548874
com.asobimo.celes_gp_en,READ_PHONE_STATE,INTERNAL,0.2763238604228136,0.75,0.640500208855472,0.0,0.640500208855472
com.avast.android.mobilesecurity,READ_PHONE_STATE,INTERNAL,0.2758596687574171,0.0,0.39189536340852116,0.0,0.39189536340852116
com.badoo.mobile,READ_PHONE_STATE,INTERNAL,0.27013169965536776,-0.050000000000000024,0.43421365914786964,0.0,0.43421365914786964
com.badoo.mobile,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4013786153616446,-0.5,-0.5126500073713697,0.0,-0.5126500073713697
com.badoo.mobile,READ_PHONE_STATE,PAYMENT,-0.279166020761781,0.25,-0.279166020761781,1.0,-0.30336953494848223
com.berobo.android.scanner,READ_PHONE_STATE,INTERNAL,0.26995751020482417,0.6999999999999996,0.4070730397422127,0.0,0.4070730397422127
com.berobo.android.scanner,READ_PHONE_STATE,TARGETED_ADS,-0.3180995849802324,-0.4499999999999998,-0.24482456140350878,0.0,-0.24482456140350878
