permission	purpose	packageName	count
READ_PHONE_STATE	GAME_ENGINE	jp.naver.SJLGPP	19
MANAGE_ACCOUNTS	INTERNAL	com.twitter.android	19
CAMERA	INTERNAL	com.sgiggle.production	19
CAMERA	INTERNAL	com.surpax.ledflashlight.panel	19
MANAGE_ACCOUNTS	INTERNAL	com.tripadvisor.tripadvisor	19
ACCESS_COARSE_LOCATION	PAYMENT	com.GnarlyGames.GnarBikeTrials	19
CAMERA	INTERNAL	goldenshorestechnologies.brightestflashlight.free	19
MANAGE_ACCOUNTS	INTERNAL	com.tencent.mm	19
READ_PHONE_STATE	INTERNAL	com.surpax.ledflashlight.panel	19
ACCESS_COARSE_LOCATION	SNS	com.wantu.activity	19
SEND_SMS	SOCIAL_GAMING	ns.feedmeworms	19
READ_PHONE_STATE	INTERNAL	com.tencent.mm	19
MANAGE_ACCOUNTS	INTERNAL	com.google.android.apps.maps	19
GET_ACCOUNTS	INTERNAL	com.google.android.gm	19
ACCESS_COARSE_LOCATION	INTERNAL	com.roidapp.photogrid	19
READ_PHONE_STATE	INTERNAL	com.vkontakte.android	19
READ_PHONE_STATE	MOBILE_ANALYTICS	com.surpax.ledflashlight.panel	19
GET_ACCOUNTS	INTERNAL	com.google.android.apps.docs	19
GET_ACCOUNTS	INTERNAL	com.google.android.apps.googlevoice	19
CAMERA	INTERNAL	com.instagram.android	19
CAMERA	INTERNAL	com.kakao.talk	19
READ_PHONE_STATE	PAYMENT	com.zoosk.zoosk	19
READ_PHONE_STATE	SECONDARY_MARKET	com.zeptolab.ctr.ads	19
READ_PHONE_STATE	MOBILE_ANALYTICS	com.omgpop.dstfree	19
READ_PHONE_STATE	INTERNAL	com.gameloft.android.ANMP.GloftIAHM	19
ACCESS_FINE_LOCATION	DEVELOPMENT_AID	com.zc.android	19
SEND_SMS	INTERNAL	com.sgiggle.production	19
CAMERA	GAME_ENGINE	com.animocacollective.google.superstarFashionGirl	19
READ_CONTACTS	UTILITY	com.vkontakte.android	19
ACCESS_COARSE_LOCATION	SNS	vStudio.Android.Camera360	19
CAMERA	GAME_ENGINE	com.spinmaster.techdeck	19
READ_PHONE_STATE	DEVELOPMENT_AID	com.unityconceptapps.tcr.kiat	19
READ_PHONE_STATE	INTERNAL	com.facebook.orca	19
CAMERA	INTERNAL	com.devuni.flashlight	19
GET_ACCOUNTS	INTERNAL	com.tencent.mm	19
CAMERA	INTERNAL	com.facebook.orca	19
READ_PHONE_STATE	SECONDARY_MARKET	com.gau.go.launcherex.gowidget.weatherwidget	19
ACCESS_FINE_LOCATION	INTERNAL	com.google.android.apps.unveil	18
SEND_SMS	TARGETED_ADS	com.softcube.dadsday	18
ACCESS_COARSE_LOCATION	SEARCH_ENGINE	vStudio.Android.Camera360	18
SEND_SMS	PAYMENT	com.netqin.ps	18
RECORD_AUDIO	INTERNAL	com.skype.raider	18
READ_PHONE_STATE	INTERNAL	com.forshared	18
GET_ACCOUNTS	INTERNAL	com.instagram.android	18
SEND_SMS	TARGETED_ADS	com.softcube.screens	18
