packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,knnScore
au.com.nab.mobile,ACCESS_FINE_LOCATION,INTERNAL,0.022847719068758574,-0.10000000000000005,-0.02180834029518241,0.0,-0.02180834029518241
br.com.jera.vikings,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,0.025055379972909925,-0.3,-0.19611197110423123,0.0,-0.19611197110423123
br.findmycarfree,ACCESS_FINE_LOCATION,INTERNAL,0.013547331054272038,1.3999999999999992,0.24510373155109996,0.0,0.24510373155109996
bubbleshooter.android,ACCESS_FINE_LOCATION,SOCIAL_GAMING,0.021530688908132534,-0.9499999999999995,0.021530688908132534,1.0,-0.41130116959064333
ch.xot.droid_catcher,ACCESS_FINE_LOCATION,TARGETED_ADS,0.029205871270653702,-0.6896551724137935,-0.4211992604059169,0.0,-0.4211992604059169
com.Ama.PanicFlightFree,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,0.02066774434272436,-0.050000000000000024,-0.22678362573099414,0.0,-0.22678362573099414
com.Ama.PanicFlightFree,ACCESS_FINE_LOCATION,SOCIAL_GAMING,0.018737015928993846,0.21052631578947353,0.018737015928993846,1.0,-0.203640350877193
com.SnowfallLiveWallpapers,ACCESS_FINE_LOCATION,SOCIAL_GAMING,0.025085701071313783,-0.8947368421052635,0.025085701071313783,1.0,-0.3563936956361492
com.UCMobile.intl,ACCESS_FINE_LOCATION,INTERNAL,0.028528929348613237,-0.25,0.001085311317509451,0.0,0.001085311317509451
com.UCMobile.intl,ACCESS_FINE_LOCATION,SNS,0.027337894653106924,0.4499999999999998,0.027337894653106924,1.0,-0.059718782249741996
com.acmdvp.myconverter,ACCESS_FINE_LOCATION,SECONDARY_MARKET,0.02128931248996568,-0.6499999999999999,0.02128931248996568,1.0,0.29949940020992655
com.aidigame.xcity,ACCESS_FINE_LOCATION,SOCIAL_GAMING,0.02381272198324174,-0.4000000000000002,0.02381272198324174,1.0,-0.11810672514619884
com.allocine.androidapp,ACCESS_FINE_LOCATION,INTERNAL,0.011234009603206918,1.0,0.20889576883384936,0.0,0.20889576883384936
com.alpha_aps.naked_scanner,ACCESS_FINE_LOCATION,TARGETED_ADS,0.0349658428712244,-0.8999999999999996,-0.2347345487902764,0.0,-0.2347345487902764
com.android.chrome,ACCESS_FINE_LOCATION,INTERNAL,0.021798785936625854,-0.2000000000000001,-0.0061663160540869535,0.0,-0.0061663160540869535
com.antivirus,ACCESS_FINE_LOCATION,INTERNAL,0.00499798153979171,0.9499999999999995,-0.07259502923976609,0.0,-0.07259502923976609
com.badoo.mobile,ACCESS_FINE_LOCATION,INTERNAL,0.0083241893815755,0.25,-0.24973684210526317,0.0,-0.24973684210526317
com.badoo.mobile,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,0.012871765910037821,-0.15,-0.23122807017543856,0.0,-0.23122807017543856
com.bbm,ACCESS_FINE_LOCATION,INTERNAL,0.013266056558741662,0.4000000000000002,-0.06595760233918127,0.0,-0.06595760233918127
com.berobo.android.scanner,ACCESS_FINE_LOCATION,TARGETED_ADS,0.025363123085822892,-0.26315789473684226,0.4731431204960616,0.0,0.4731431204960616
