,hitid,hittypeid,workerid,packageName,permission,purpose,comfortScore,gbr31
4103,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AMJAP6BGF5LVM,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,-1,0.7381410844117091
4104,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3JJXEVEPU8V9J,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4105,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3GM65DMOMZ0WY,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4106,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3TGXARHDRR7JQ,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4107,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3AJR1PM02424Y,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,-2,0.7381410844117091
4108,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2D8ZM1E0USP73,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,2,0.7381410844117091
4109,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CGUFW3R6M234,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4110,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1MO07YOP3THQ2,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4111,23WC1PC6SK9RZO23VMQEOMAA6WL1PK,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CTJ8UT7SF317,com.ms.coupleobserver,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4112,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4113,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A4SKTCPDTV550,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4114,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1JRV4XD6CG12W,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4115,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4116,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2YTOX7SEDJ1TC,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4117,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A6IVYRP8FAIS,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4118,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FSI6EIB1M6YR,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4119,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3193MI1J3OGLA,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4120,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FM158JCS0W7K,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4121,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3JJXEVEPU8V9J,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4122,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AL49DDQNUF01M,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
4123,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2TF8IP4PM7KAO,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4124,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3C7SA7ADVLG3W,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4125,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3AJR1PM02424Y,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4126,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,ALGL826MO4BKZ,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4127,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,APWXTMJO1I1ST,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
4128,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1MO07YOP3THQ2,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4129,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CGUFW3R6M234,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4130,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2LJAWY0LUIMN1,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4131,2J4IKMN9U8P9EJ58S0OIASUYZWWTC6,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1MHGD46DB5Z7H,com.xfinity.tv,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4132,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,2,-0.2415491835416337
4133,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A295RZ1WX44RBH,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-1,-0.2415491835416337
4134,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A4SKTCPDTV550,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,1,-0.2415491835416337
4135,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-2,-0.2415491835416337
4136,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FM158JCS0W7K,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,1,-0.2415491835416337
4137,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AMJAP6BGF5LVM,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,1,-0.2415491835416337
4138,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CO67KW9NQ5NV,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,1,-0.2415491835416337
4139,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A20WD8YXVUQCQX,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-1,-0.2415491835416337
4140,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AL49DDQNUF01M,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-2,-0.2415491835416337
4141,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CGUFW3R6M234,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,2,-0.2415491835416337
4142,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1KX496A3GINRN,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,1,-0.2415491835416337
4143,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3JJXEVEPU8V9J,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-1,-0.2415491835416337
4144,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A56E6Z0KH4WGZ,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-2,-0.2415491835416337
4145,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2TF8IP4PM7KAO,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-1,-0.2415491835416337
4146,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2IYAOQ0BY5EYD,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-1,-0.2415491835416337
4147,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A6IVYRP8FAIS,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-1,-0.2415491835416337
4148,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAQ4Q3ULMAF5H,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,2,-0.2415491835416337
4149,2I2274J79KQWMH520ALXMCD4M78IGO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AP0A2XBW34SZJ,com.xfinity.tv,READ_PHONE_STATE,MOBILE_ANALYTICS,-1,-0.2415491835416337
4150,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
4151,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
4152,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A4SKTCPDTV550,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
4153,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A6IVYRP8FAIS,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
4154,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1JRV4XD6CG12W,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
4155,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FM158JCS0W7K,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
4156,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A37LY5UTJV2KYZ,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
4157,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A119DDDRWS9UI6,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
4158,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CO67KW9NQ5NV,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
4159,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A15A09BRS1Q8W0,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
4160,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2S26VBZW2LB5B,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
4161,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3LXRZZ3GV0LRD,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
4162,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2TF8IP4PM7KAO,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
4163,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3JJXEVEPU8V9J,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
4164,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1C4H7A7447AEI,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
4165,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AST33WVZ5QC05,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
4166,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2S96ZZ70YFPSK,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
4167,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2QQKVIN9R45N6,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
4168,23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAQ4Q3ULMAF5H,com.er.scary,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
4169,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,vdm.activities,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4170,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A4SKTCPDTV550,vdm.activities,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
4171,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4172,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CO67KW9NQ5NV,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4173,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A119DDDRWS9UI6,vdm.activities,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4174,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FSI6EIB1M6YR,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4175,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A6IVYRP8FAIS,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4176,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,ADDZC3QY00IEK,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4177,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2D8ZM1E0USP73,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4178,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1LZWU72K42V92,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4179,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1TS2SKXPX7ZED,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4180,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2LJAWY0LUIMN1,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4181,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3C7SA7ADVLG3W,vdm.activities,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
4182,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2IYAOQ0BY5EYD,vdm.activities,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
4183,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A335YICZ3FDA9J,vdm.activities,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4184,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3193MI1J3OGLA,vdm.activities,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4185,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1YRVRV46ZOVMP,vdm.activities,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4186,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AL49DDQNUF01M,vdm.activities,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
4187,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CGUFW3R6M234,vdm.activities,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4188,2162L92HECWAMD0DKG3F7CP517LIHN,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1MHGD46DB5Z7H,vdm.activities,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
4189,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4190,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4191,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1JRV4XD6CG12W,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4192,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,APROFW08F7Z34,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
4193,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FM158JCS0W7K,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4194,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A37LY5UTJV2KYZ,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
4195,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3JJXEVEPU8V9J,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4196,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AL49DDQNUF01M,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
4197,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1JYGNIFHS9TEA,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4198,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2TF8IP4PM7KAO,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
4199,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A56E6Z0KH4WGZ,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4200,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3AJR1PM02424Y,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4201,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AJ5BWL80V0HW3,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4202,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CGUFW3R6M234,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4203,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1UDTHEPV5TL92,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
4204,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2LJAWY0LUIMN1,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
4205,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A4SKTCPDTV550,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
4206,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1KX496A3GINRN,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
4207,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A24WQPX0B1A05J,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
4208,2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AP0A2XBW34SZJ,com.jackdoit.lockbotfree,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
4209,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A4SKTCPDTV550,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4210,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,2,0.7381410844117091
4211,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2IYAOQ0BY5EYD,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,-2,0.7381410844117091
4212,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A6IVYRP8FAIS,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4213,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4214,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FM158JCS0W7K,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,2,0.7381410844117091
4215,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A34JG5YYW98V22,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,2,0.7381410844117091
4216,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A20NZW7XGZNOCC,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
4217,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3LXRZZ3GV0LRD,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,2,0.7381410844117091
4218,29ACXKNQY2RCZ03IVZ53OR0KBS71QB,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3HFWLGG0K527B,com.google.android.ytremote,GET_ACCOUNTS,INTERNAL,1,0.7381410844117091
