,hitid,hittypeid,workerid,packageName,permission,purpose,comfortScore,gbr31
36,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AIUKV0KVALMY6,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
37,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,APROFW08F7Z34,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
38,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2DWQF4ZHHBLOW,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
39,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1U43ACI9M84MZ,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
40,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A771BLWJLMWYY,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
41,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
42,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A4SKTCPDTV550,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
43,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1JRV4XD6CG12W,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
44,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3C7SA7ADVLG3W,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
45,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3I5PTITGTFEBW,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
46,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1KF05U5IO9AFG,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
47,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
48,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2LJAWY0LUIMN1,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
49,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A5IG6AWG6W638,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
50,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1MO07YOP3THQ2,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
51,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1VS2PFZRWWPO3,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
52,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FM158JCS0W7K,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
53,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A18TXM6GMU1411,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
54,2YXL42J1LY58RNZMI49GMKHDIGU4PZ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2YTOX7SEDJ1TC,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
55,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AIUKV0KVALMY6,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
56,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A295RZ1WX44RBH,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
57,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,APROFW08F7Z34,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
58,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
59,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2OCP3UDPBH0ME,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
60,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1JT53BJT9J5HU,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
61,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1JRV4XD6CG12W,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
62,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2IYAOQ0BY5EYD,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
63,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2I2YRPU8ZFDFK,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
64,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1U43ACI9M84MZ,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
65,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2S96ZZ70YFPSK,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
66,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1PVTLZ5V590EP,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
67,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
68,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AN1H7SQKQSWS3,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
69,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AKXNUZGMYOW6Q,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
70,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AVII5WIKWUWTK,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
71,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A18TXM6GMU1411,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
72,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A9QYAH5BONH1W,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
73,2GOKW4ZMAZHH77IUM4FNUVRHIUD9IO,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CGUFW3R6M234,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
74,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1U3KTAUMV7QKT,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
75,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,APROFW08F7Z34,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
76,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
77,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2OCP3UDPBH0ME,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
78,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1MLC8HETIE13W,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,-2,0.5997526018215409
79,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A4SKTCPDTV550,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
80,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2YTOX7SEDJ1TC,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
81,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2I2YRPU8ZFDFK,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
82,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3AXXVQ7GY5JO3,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
83,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A29JDEHW192FQY,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
84,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1RUUT6L07VW6P,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,-1,0.5997526018215409
85,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2LJAWY0LUIMN1,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
86,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
87,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2IYAOQ0BY5EYD,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
88,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3C7SA7ADVLG3W,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
89,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1XP77IRAJCX5B,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,2,0.5997526018215409
90,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A6IVYRP8FAIS,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
91,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2VJZZPAHHKAOW,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
92,2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1CO67KW9NQ5NV,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,INTERNAL,1,0.5997526018215409
93,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2PGZ0W1LUKB0J,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
94,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1DDQ8U2YRB25X,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
95,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A32CMQGGTSUK6Z,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
96,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A295RZ1WX44RBH,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
97,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1JT53BJT9J5HU,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
98,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3I5PTITGTFEBW,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
99,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,AAXYYH9MI3PJM,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
100,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A6IVYRP8FAIS,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
101,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A2YTOX7SEDJ1TC,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,-2,-0.27845901526052824
102,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A3FSI6EIB1M6YR,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,2,-0.27845901526052824
103,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,APWXTMJO1I1ST,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,1,-0.27845901526052824
104,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A20WD8YXVUQCQX,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
105,24BL0XULRGNTRZ01IHO5MP7NNCG4QQ,2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3,A1F4D2PZ7NNWTL,com.gamevil.cartoonwars.one.global,READ_PHONE_STATE,TARGETED_ADS,-1,-0.27845901526052824
