packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,knnScore
com.acmdvp.myconverter,ACCESS_FINE_LOCATION,SECONDARY_MARKET,-0.9194736842105263,-0.6499999999999999,-0.9194736842105263,0.0,-0.9194736842105263
com.creativemobile.DragRacing,GET_ACCOUNTS,SECONDARY_MARKET,-0.6718713450292397,-0.6499999999999999,-0.6718713450292396,0.0,-0.6718713450292396
com.creativemobile.DragRacing,READ_PHONE_STATE,SECONDARY_MARKET,-0.8432763157894739,-0.4499999999999998,-0.8432763157894739,0.0,-0.8432763157894739
com.fruit.shooter.blast,READ_CONTACTS,SECONDARY_MARKET,-1.2271874999999999,-1.2999999999999998,-1.2228216374269008,0.0,-1.2228216374269008
com.fruit.shooter.legend,READ_CONTACTS,SECONDARY_MARKET,-1.2271874999999999,-1.2999999999999998,-1.2266228070175438,0.0,-1.2266228070175438
com.gau.go.launcherex.gowidget.weatherwidget,GET_ACCOUNTS,SECONDARY_MARKET,-0.6826754385964915,-0.6,-0.6826754385964915,0.0,-0.6826754385964915
com.gau.go.launcherex.gowidget.weatherwidget,READ_PHONE_STATE,SECONDARY_MARKET,-0.7853830409356723,-0.7368421052631576,-0.7853830409356723,0.0,-0.7853830409356723
com.hotspots.voicedialer,ACCESS_FINE_LOCATION,SECONDARY_MARKET,-0.8675000000000003,-0.7894736842105264,-0.8675000000000003,0.0,-0.8675000000000003
com.jb.gokeyboard,GET_ACCOUNTS,SECONDARY_MARKET,-0.6784444444444446,-0.6315789473684211,-0.6784444444444445,0.0,-0.6784444444444445
com.miniclip.eightballpool,GET_ACCOUNTS,SECONDARY_MARKET,-0.6645555555555556,-0.6999999999999996,-0.6645555555555557,0.0,-0.6645555555555557
com.miniclip.eightballpool,READ_PHONE_STATE,SECONDARY_MARKET,-0.747030701754386,-0.9499999999999995,-0.747030701754386,0.0,-0.747030701754386
com.teamlava.bakerystory,READ_PHONE_STATE,SECONDARY_MARKET,-0.7461461988304094,-0.9499999999999995,-0.7461461988304094,0.0,-0.7461461988304094
com.teamlava.restaurantstory,GET_ACCOUNTS,SECONDARY_MARKET,-0.6640438596491229,-0.6999999999999996,-0.6640438596491229,0.0,-0.6640438596491229
com.teamlava.restaurantstory,READ_PHONE_STATE,SECONDARY_MARKET,-0.7790307017543863,-0.8000000000000004,-0.7790307017543863,0.0,-0.7790307017543863
com.xvalue.androtoolkit,ACCESS_FINE_LOCATION,SECONDARY_MARKET,-0.9671637426900591,-0.6,-0.9671637426900591,0.0,-0.9671637426900591
com.xz.nc,SEND_SMS,SECONDARY_MARKET,-0.8426096491228073,-0.4000000000000002,-0.8393494152046788,0.0,-0.8393494152046788
com.zeptolab.ctr.ads,GET_ACCOUNTS,SECONDARY_MARKET,-0.6563918128654971,-0.75,-0.6563918128654971,0.0,-0.6563918128654971
com.zeptolab.ctr.ads,READ_PHONE_STATE,SECONDARY_MARKET,-0.7700102339181287,-0.7894736842105264,-0.7700102339181287,0.0,-0.7700102339181287
flypiggroup.zhainan2012,ACCESS_FINE_LOCATION,SECONDARY_MARKET,-0.6763304093567253,-1.3500000000000008,-0.6763304093567253,0.0,-0.6763304093567253
xz.com.dadisu,SEND_SMS,SECONDARY_MARKET,-0.4826096491228071,-0.8500000000000003,-0.47535818713450306,0.0,-0.47535818713450306
br.com.jera.vikings,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.07745511116860766,-0.3,-0.07745511116860766,1.0,-0.10307619539043687
com.Ama.PanicFlightFree,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.1148885564957792,-0.050000000000000024,-0.1148885564957792,1.0,-0.09640006879944961
com.Ama.PanicFlightFree,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.40573844326211894,-0.125,-0.40573844326211894,1.0,-0.441349902534113
com.badoo.mobile,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.07644913343236377,-0.15,-0.07644913343236377,1.0,-0.07595416236670105
com.badoo.mobile,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4067189873348251,-0.5,-0.4067189873348251,1.0,-0.49015479876160994
com.bigbluebubble.fatfree,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.41081138761167,-0.1875,-0.41081138761167,1.0,-0.4353240740740741
com.bobgame.chickenrun2,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4034581291884736,-0.25,-0.4034581291884736,1.0,-0.5133979044834309
com.buzztime.android.mobileplaymaker,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.10833745069461526,0.2000000000000001,-0.10833745069461526,1.0,-0.11027175782593739
com.com2us.caligofree,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.10582705438194324,0.0,-0.10582705438194324,1.0,-0.141703646370829
com.cracked.android.lite,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.09385271627616157,-0.1764705882352941,-0.09385271627616157,1.0,-0.06352984176126591
com.creativemobile.DragRacing,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.40342756883600817,-0.8000000000000004,-0.40342756883600817,1.0,-0.33669164230019477
com.dooub.shake.bbshake,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.3999943709441532,-0.4499999999999998,-0.3999943709441532,1.0,-0.43219298245614035
com.dooub.shake.sjshake,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.41640260423904774,-0.15789473684210528,-0.41640260423904774,1.0,-0.5301059941520468
com.droidhen.game.speedhiker,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.40648035642582037,-0.375,-0.40648035642582037,1.0,-0.49600572612085764
com.easy.battery.saver,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.053068576070733904,-0.8999999999999996,-0.053068576070733904,1.0,-0.05014791881664945
com.easy.battery.saver,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.399244563087327,-0.5500000000000003,-0.399244563087327,1.0,-0.23707906920077973
com.favoritemedium,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.12382688168282358,0.3,-0.12382688168282358,1.0,-0.042225662194702446
com.feelingtouch.FlyMan,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4078843384455405,-0.15,-0.4078843384455405,1.0,-0.27686769005847955
com.feelingtouch.bugswar,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4040338151970416,-0.3,-0.4040338151970416,1.0,-0.34434576023391816
com.feelingtouch.dragon.ice,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4167850576552924,0.0,-0.4167850576552924,1.0,-0.4825852826510722
com.fingersoft.hillclimb,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.39725354918891304,-0.8000000000000004,-0.39725354918891304,1.0,-0.3705336257309942
com.fitbit.FitbitMobile,BLUETOOTH,MOBILE_ANALYTICS,0.46330619629060216,0.9499999999999995,0.4121835703092151,0.0,0.4121835703092151
com.fivemobile.cineplex,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.10834909088268473,0.2000000000000001,-0.10834909088268473,1.0,-0.07024896800825595
com.gameforge.xmobile.war,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.41338959741274617,-0.4000000000000002,-0.41338959741274617,1.0,-0.3531419848641211
com.gameinsight.enchantedrealm,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.09345213671395447,0.050000000000000024,-0.09345213671395447,1.0,-0.008949518403852755
com.gamelion.ck,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4193540050493224,0.3499999999999998,-0.4193540050493224,1.0,-0.38361903021442495
com.gameloft.android.ANMP.GloftIAHM,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.40206747574086493,-0.75,-0.40206747574086493,1.0,-0.4416255303290905
com.geogame.event,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.13440596726183127,1.0,-0.13440596726183127,1.0,-0.16072282421740625
com.imangi.templerun2,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.3996796097534755,-0.8999999999999996,-0.3996796097534755,1.0,-0.4772551169590643
com.kiloo.subwaysurf,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.38520490477690006,-1.1000000000000005,-0.38520490477690006,1.0,-0.43185307017543856
com.menueph.entertainment.finger,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.40440447167477117,-0.3333333333333333,-0.40440447167477117,1.0,-0.28771016081871353
