workerid	label	READ_PHONE_STATE	ACCESS_FINE_LOCATION	GET_ACCOUNTS	CAMERA	READ_CONTACTS	RECORD_AUDIO	SEND_SMS	ACCESS_COARSE_LOCATION	BLUETOOTH	MANAGE_ACCOUNTS	AUTHENTICATE_ACCOUNTS	userID	appID	permissionID
A2IYAOQ0BY5EYD	0	-0.491228070175	-0.916666666667	-1.0	-0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.803191489362	-0.0526315789474	-0.0950006560819
A1U43ACI9M84MZ	0	-0.391304347826	-0.666666666667	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.492537313433	-0.0526315789474	-0.0950006560819
A1K3C8R6GW43CW	1	0.25	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	-0.0526315789474	-0.0950006560819
A6IVYRP8FAIS	0	-0.045871559633	-0.037037037037	1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.114130434783	-0.0526315789474	-0.0950006560819
A2YTOX7SEDJ1TC	0	-0.428571428571	-0.555555555556	-0.333333333333	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.816091954023	-0.0526315789474	-0.0950006560819
A1CO67KW9NQ5NV	1	0.232558139535	0.1	0.333333333333	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218045112782	-0.0526315789474	-0.0950006560819
A1VS2PFZRWWPO3	1	0.586206896552	0.777777777778	0.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.571428571429	-0.0526315789474	-0.0950006560819
A3HFWLGG0K527B	1	-0.333333333333	1.0	-0.333333333333	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0714285714286	-0.0526315789474	-0.0950006560819
AST33WVZ5QC05	0	-1.0	-0.2	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.25	-0.0526315789474	-0.0950006560819
A3LXRZZ3GV0LRD	1	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77777777778	-0.0526315789474	-0.0950006560819
AIUKV0KVALMY6	1	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.96296296296	0.131578947368	-0.0950006560819
APROFW08F7Z34	0	-0.972222222222	-0.777777777778	-0.666666666667	0.333333333333	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.69230769231	0.131578947368	-0.0950006560819
A2DWQF4ZHHBLOW	1	0.393939393939	0.333333333333	-1.0	1.0	-1.0	0.0	0.5	1.0	1.0	0.0	-0.333333333333	0.483870967742	0.131578947368	-0.0950006560819
A1U43ACI9M84MZ	1	-0.391304347826	-0.666666666667	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.492537313433	0.131578947368	-0.0950006560819
A771BLWJLMWYY	0	-0.913043478261	0.0	-1.0	0.6	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.630434782609	0.131578947368	-0.0950006560819
A32CMQGGTSUK6Z	1	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.96153846154	0.131578947368	-0.0950006560819
A4SKTCPDTV550	1	0.669724770642	0.652173913043	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.775280898876	0.131578947368	-0.0950006560819
A1JRV4XD6CG12W	0	0.313131313131	0.238095238095	0.818181818182	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74269005848	0.131578947368	-0.0950006560819
A3C7SA7ADVLG3W	1	0.298245614035	0.625	0.6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.640449438202	0.131578947368	-0.0950006560819
A3I5PTITGTFEBW	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66666666667	0.131578947368	-0.0950006560819
A1KF05U5IO9AFG	0	-0.952380952381	-1.0	0.2	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.95652173913	0.131578947368	-0.0950006560819
AAXYYH9MI3PJM	0	-0.0632911392405	-0.888888888889	0.777777777778	0.6	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-0.418831168831	0.131578947368	-0.0950006560819
A2LJAWY0LUIMN1	1	0.287356321839	-0.157894736842	0.166666666667	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.131578947368	-0.0950006560819
A5IG6AWG6W638	0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.131578947368	-0.0950006560819
A1MO07YOP3THQ2	0	0.0967741935484	0.0909090909091	1.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	0.163265306122	0.131578947368	-0.0950006560819
A1VS2PFZRWWPO3	1	0.586206896552	0.777777777778	0.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.571428571429	0.131578947368	-0.0950006560819
A3FM158JCS0W7K	1	0.720430107527	-0.411764705882	1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.834437086093	0.131578947368	-0.0950006560819
A18TXM6GMU1411	0	-0.652173913043	-0.6	0.2	0.0	1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.642857142857	0.131578947368	-0.0950006560819
A2YTOX7SEDJ1TC	0	-0.428571428571	-0.555555555556	-0.333333333333	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.816091954023	0.131578947368	-0.0950006560819
AIUKV0KVALMY6	1	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.96296296296	0.131578947368	-0.0950006560819
A295RZ1WX44RBH	0	-0.955555555556	-0.142857142857	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.575	0.131578947368	-0.0950006560819
APROFW08F7Z34	0	-0.972222222222	-0.777777777778	-0.666666666667	0.333333333333	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.69230769231	0.131578947368	-0.0950006560819
A32CMQGGTSUK6Z	1	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.96153846154	0.131578947368	-0.0950006560819
A2OCP3UDPBH0ME	1	0.707317073171	1.0	-0.5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.716981132075	0.131578947368	-0.0950006560819
A1JT53BJT9J5HU	0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.66666666667	0.131578947368	-0.0950006560819
A1JRV4XD6CG12W	1	0.313131313131	0.238095238095	0.818181818182	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74269005848	0.131578947368	-0.0950006560819
A2IYAOQ0BY5EYD	0	-0.491228070175	-0.916666666667	-1.0	-0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.803191489362	0.131578947368	-0.0950006560819
A2I2YRPU8ZFDFK	1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.675	0.131578947368	-0.0950006560819
A1U43ACI9M84MZ	0	-0.391304347826	-0.666666666667	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.492537313433	0.131578947368	-0.0950006560819
A2S96ZZ70YFPSK	1	0.90243902439	1.0	1.0	1.0	0.6	1.0	0.714285714286	1.0	1.0	1.0	1.0	1.3982300885	0.131578947368	-0.0950006560819
A1PVTLZ5V590EP	0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.16666666667	0.131578947368	-0.0950006560819
AAXYYH9MI3PJM	1	-0.0632911392405	-0.888888888889	0.777777777778	0.6	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-0.418831168831	0.131578947368	-0.0950006560819
AN1H7SQKQSWS3	1	0.612903225806	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.810810810811	0.131578947368	-0.0950006560819
AKXNUZGMYOW6Q	0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.131578947368	-0.0950006560819
AVII5WIKWUWTK	1	0.882352941176	0.333333333333	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.913043478261	0.131578947368	-0.0950006560819
A18TXM6GMU1411	0	-0.652173913043	-0.6	0.2	0.0	1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.642857142857	0.131578947368	-0.0950006560819
A9QYAH5BONH1W	1	-0.542857142857	-0.703703703704	-0.88679245283	0.51724137931	-1.0	-0.769230769231	-0.933333333333	-0.809523809524	-0.047619047619	-0.578947368421	-1.0	-1.20770877944	0.131578947368	-0.0950006560819
A1CGUFW3R6M234	1	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.98165137615	0.131578947368	-0.0950006560819
A1U3KTAUMV7QKT	0	0.12	0.733333333333	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.4625	0.282051282051	-0.0950006560819
APROFW08F7Z34	0	-0.972222222222	-0.777777777778	-0.666666666667	0.333333333333	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.69230769231	0.282051282051	-0.0950006560819
A32CMQGGTSUK6Z	1	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.96153846154	0.282051282051	-0.0950006560819
A2OCP3UDPBH0ME	1	0.707317073171	1.0	-0.5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.716981132075	0.282051282051	-0.0950006560819
A1MLC8HETIE13W	0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.27272727273	0.282051282051	-0.0950006560819
A4SKTCPDTV550	1	0.669724770642	0.652173913043	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.775280898876	0.282051282051	-0.0950006560819
A2YTOX7SEDJ1TC	1	-0.428571428571	-0.555555555556	-0.333333333333	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.816091954023	0.282051282051	-0.0950006560819
A2I2YRPU8ZFDFK	1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.675	0.282051282051	-0.0950006560819
A3AXXVQ7GY5JO3	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.282051282051	-0.0950006560819
A29JDEHW192FQY	1	0.333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.282051282051	-0.0950006560819
A1RUUT6L07VW6P	0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.282051282051	-0.0950006560819
A2LJAWY0LUIMN1	1	0.287356321839	-0.157894736842	0.166666666667	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.282051282051	-0.0950006560819
AAXYYH9MI3PJM	1	-0.0632911392405	-0.888888888889	0.777777777778	0.6	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-0.418831168831	0.282051282051	-0.0950006560819
A2IYAOQ0BY5EYD	1	-0.491228070175	-0.916666666667	-1.0	-0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.803191489362	0.282051282051	-0.0950006560819
A3C7SA7ADVLG3W	1	0.298245614035	0.625	0.6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.640449438202	0.282051282051	-0.0950006560819
A1XP77IRAJCX5B	1	-0.444444444444	0.428571428571	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.1875	0.282051282051	-0.0950006560819
A6IVYRP8FAIS	1	-0.045871559633	-0.037037037037	1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.114130434783	0.282051282051	-0.0950006560819
A2VJZZPAHHKAOW	1	0.6	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.282051282051	-0.0950006560819
A1CO67KW9NQ5NV	1	0.232558139535	0.1	0.333333333333	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218045112782	0.282051282051	-0.0950006560819
A2PGZ0W1LUKB0J	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.282051282051	-0.0950006560819
A1DDQ8U2YRB25X	0	-0.915492957746	-0.692307692308	-0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.88679245283	0.282051282051	-0.0950006560819
A32CMQGGTSUK6Z	1	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.96153846154	0.282051282051	-0.0950006560819
A295RZ1WX44RBH	0	-0.955555555556	-0.142857142857	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.575	0.282051282051	-0.0950006560819
A1JT53BJT9J5HU	0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.66666666667	0.282051282051	-0.0950006560819
A3I5PTITGTFEBW	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66666666667	0.282051282051	-0.0950006560819
AAXYYH9MI3PJM	0	-0.0632911392405	-0.888888888889	0.777777777778	0.6	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-0.418831168831	0.282051282051	-0.0950006560819
A6IVYRP8FAIS	1	-0.045871559633	-0.037037037037	1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.114130434783	0.282051282051	-0.0950006560819
A2YTOX7SEDJ1TC	0	-0.428571428571	-0.555555555556	-0.333333333333	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.816091954023	0.282051282051	-0.0950006560819
A3FSI6EIB1M6YR	1	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.328125	0.282051282051	-0.0950006560819
APWXTMJO1I1ST	1	0.818181818182	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.833333333333	0.282051282051	-0.0950006560819
A20WD8YXVUQCQX	0	-0.625	-0.333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5	0.282051282051	-0.0950006560819
A1F4D2PZ7NNWTL	0	0.0769230769231	0.454545454545	-1.0	0.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.511627906977	0.282051282051	-0.0950006560819
A3JGIPEXOZ0ZY6	0	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5	0.282051282051	-0.0950006560819
A3JJXEVEPU8V9J	0	-0.046875	-0.769230769231	0.846153846154	-0.6	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.283105022831	0.282051282051	-0.0950006560819
A1CO67KW9NQ5NV	0	0.232558139535	0.1	0.333333333333	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218045112782	0.282051282051	-0.0950006560819
A119DDDRWS9UI6	0	-0.333333333333	0.0	0.6	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.192307692308	0.282051282051	-0.0950006560819
A20NZW7XGZNOCC	0	0.846153846154	-0.4	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.536585365854	0.282051282051	-0.0950006560819
A359L0HU2ATH6I	1	0.75	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.282051282051	-0.0950006560819
A1CGUFW3R6M234	1	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.98165137615	0.282051282051	-0.0950006560819
A63759KWVJ94F	1	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0625	-0.05	-0.0950006560819
APROFW08F7Z34	0	-0.972222222222	-0.777777777778	-0.666666666667	0.333333333333	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.69230769231	-0.05	-0.0950006560819
A295RZ1WX44RBH	0	-0.955555555556	-0.142857142857	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.575	-0.05	-0.0950006560819
A32CMQGGTSUK6Z	1	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.96153846154	-0.05	-0.0950006560819
A2YTOX7SEDJ1TC	0	-0.428571428571	-0.555555555556	-0.333333333333	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.816091954023	-0.05	-0.0950006560819
A4SKTCPDTV550	1	0.669724770642	0.652173913043	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.775280898876	-0.05	-0.0950006560819
A3C7SA7ADVLG3W	1	0.298245614035	0.625	0.6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.640449438202	-0.05	-0.0950006560819
A14IF6TCJEUQCS	0	0.333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	-0.05	-0.0950006560819
A6IVYRP8FAIS	1	-0.045871559633	-0.037037037037	1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.114130434783	-0.05	-0.0950006560819
A2IYAOQ0BY5EYD	0	-0.491228070175	-0.916666666667	-1.0	-0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.803191489362	-0.05	-0.0950006560819
A3FM158JCS0W7K	0	0.720430107527	-0.411764705882	1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.834437086093	-0.05	-0.0950006560819
AAXYYH9MI3PJM	0	-0.0632911392405	-0.888888888889	0.777777777778	0.6	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-0.418831168831	-0.05	-0.0950006560819
A2VSG0OWY55DGW	0	-0.90243902439	0.0	-1.0	1.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.733333333333	-0.05	-0.0950006560819
A29JDEHW192FQY	0	0.333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	-0.05	-0.0950006560819
AL49DDQNUF01M	0	-0.728155339806	-0.575757575758	0.111111111111	-0.428571428571	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-1.20786516854	-0.05	-0.0950006560819
AAOTQL1SCAC03	1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33333333333	-0.05	-0.0950006560819
A3JJXEVEPU8V9J	0	-0.046875	-0.769230769231	0.846153846154	-0.6	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.283105022831	-0.05	-0.0950006560819
A3Q9PT0RP133GV	1	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.333333333333	-0.05	-0.0950006560819
A2LJAWY0LUIMN1	1	0.287356321839	-0.157894736842	0.166666666667	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	-0.05	-0.0950006560819
A1CGUFW3R6M234	1	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.98165137615	-0.05	-0.0950006560819
AAXYYH9MI3PJM	0	-0.0632911392405	-0.888888888889	0.777777777778	0.6	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-0.418831168831	-0.025	-0.0950006560819
A3C7SA7ADVLG3W	1	0.298245614035	0.625	0.6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.640449438202	-0.025	-0.0950006560819
A13E3C65NKK51I	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.025	-0.0950006560819
A1JRV4XD6CG12W	0	0.313131313131	0.238095238095	0.818181818182	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74269005848	-0.025	-0.0950006560819
A32CMQGGTSUK6Z	1	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.96153846154	-0.025	-0.0950006560819
A4SKTCPDTV550	1	0.669724770642	0.652173913043	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.775280898876	-0.025	-0.0950006560819
A2IYAOQ0BY5EYD	0	-0.491228070175	-0.916666666667	-1.0	-0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.803191489362	-0.025	-0.0950006560819
AVAQ4AJU45K1U	1	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	-0.025	-0.0950006560819
AN7F24ZJB2C37	0	-0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.363636363636	-0.025	-0.0950006560819
A335YICZ3FDA9J	0	0.121951219512	-0.8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344827586207	-0.025	-0.0950006560819
A3FSI6EIB1M6YR	1	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.328125	-0.025	-0.0950006560819
A20WD8YXVUQCQX	1	-0.625	-0.333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5	-0.025	-0.0950006560819
A2HWEJ5KJE5ZO6	1	0.888888888889	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26086956522	-0.025	-0.0950006560819
A37LY5UTJV2KYZ	1	-0.5	-0.333333333333	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-0.58064516129	-0.025	-0.0950006560819
A5IG6AWG6W638	0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	-0.025	-0.0950006560819
A2VSG0OWY55DGW	0	-0.90243902439	0.0	-1.0	1.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.733333333333	-0.025	-0.0950006560819
A2X8A8XLAEYSK4	1	0.454545454545	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.714285714286	-0.025	-0.0950006560819
AL49DDQNUF01M	0	-0.728155339806	-0.575757575758	0.111111111111	-0.428571428571	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-1.20786516854	-0.025	-0.0950006560819
A15A09BRS1Q8W0	1	0.75	0.777777777778	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03389830508	-0.025	-0.0950006560819
A3JJXEVEPU8V9J	0	-0.046875	-0.769230769231	0.846153846154	-0.6	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.283105022831	-0.025	-0.0950006560819
