workerid	READ_PHONE_STATE	ACCESS_FINE_LOCATION	GET_ACCOUNTS	CAMERA	READ_CONTACTS	RECORD_AUDIO	SEND_SMS	ACCESS_COARSE_LOCATION	BLUETOOTH	MANAGE_ACCOUNTS	AUTHENTICATE_ACCOUNTS
A1CUTEZJIWM0UU	-0.72972972973	0.166666666667	-0.142857142857	1.0	0.636363636364	0.454545454545	0.333333333333	0.0	1.0	-0.25	-1.0
A3LI0O659I8GFX	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
AST33WVZ5QC05	-1.0	-0.2	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2ZU1P6UYE1UBU	0.578947368421	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A32CMQGGTSUK6Z	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0
AKOKJ8MD6ZY5E	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3I5PTITGTFEBW	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1KYU9K4XQFX5D	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A3UNA1HAW38K3Z	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3I3QFIVJZ631	-1.0	-1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A6VQAFNKCFVS7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A340DZFTU1OSQQ	0.815789473684	1.0	0.875	0.833333333333	1.0	0.933333333333	1.0	1.0	0.809523809524	1.0	1.0
AVZ76FUE8VET9	0.75	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1I0W3CT6R2DMV	-0.733333333333	-0.5	-1.0	0.5	-0.333333333333	-0.2	0.428571428571	0.5	0.714285714286	1.0	0.0
A1Z0KWYFMFVJ3J	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3G00Q5JV2BE5G	0.766666666667	0.172413793103	1.0	0.837837837838	0.767441860465	0.828571428571	0.677419354839	0.714285714286	0.818181818182	0.8	1.0
A2OSXOVZ51O6E7	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3DA07L58SV6EH	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A7Z37A0OPT9HX	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3EYP65V7ADYH6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A7D960FUPSI75	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3BMEVFSETVOUR	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2QQKVIN9R45N6	0.285714285714	0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A35FSDITJLGRC7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADDZC3QY00IEK	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A24A5JN2NMRESK	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AQL98174U37EF	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1ANSYNB40OKHX	0.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1R4DA1TBLPM96	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A70L26UXLTGLC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1421I54656YSD	-1.0	-0.333333333333	-0.5	-1.0	-0.333333333333	-0.333333333333	-0.714285714286	1.0	0.666666666667	-1.0	0.0
A2OS0VCSQLU3HE	-1.0	0.111111111111	0.0	1.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0
A2Y8UVZ5AGXE6C	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3F85GUETBBT8C	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2W8PRUWAN6KVP	-0.857142857143	-1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2O4BMT4182ER5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2FW5R5L3JTW9A	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A16G716K9428HM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1Z7WT01G55LDC	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0
A1C0KXCNGQ1PMR	0.5	-0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A1XLSHGIE8DRF0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3GK90X2QOFR53	-0.724137931034	-0.428571428571	0.794871794872	0.724137931034	0.357142857143	0.8	-0.142857142857	-0.666666666667	0.714285714286	0.111111111111	-0.764705882353
A56E6Z0KH4WGZ	-0.0588235294118	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3KCUB6P3IE8NL	0.454545454545	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	1.0
AD8ZUKPJT9E6	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0
AL49DDQNUF01M	-0.741935483871	-0.6	0.111111111111	-0.428571428571	0.0	1.0	0.0	1.0	0.0	0.0	0.0
A2JZQHB8N6LS7T	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1845VY68OGOOM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1GXPNXDLMT0QB	-1.0	-0.142857142857	0.0	0.0	0.0	-1.0	0.111111111111	0.5	1.0	0.714285714286	-1.0
AIYGT8I9PZ9CC	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AJ55TUGSGBZNU	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
A2GZ3CR4Z02IA4	0.833333333333	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A29VL3MZE7YPBZ	-0.962264150943	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
A335YICZ3FDA9J	0.0697674418605	-0.8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3VID10OBZ6FUG	-0.428571428571	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
A38OOGMA0M6KFC	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
A2SG52VOQKJL2P	1.0	0.0	1.0	1.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0
A3VPLI0RYL3Y3O	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1CD4W0F9NGGLK	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A18WRW8BXFJT7U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0
A3GM27YVNOYZIW	-0.272727272727	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
A3HNZ3N2UHONVN	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0
A2RXN5IRWSKIBX	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A37TAB2GX3SFFO	-0.142857142857	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3IQ6IQ28UDT6Z	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
AHGFPIXGXJ0AQ	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AEKXI4RVWHFIU	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2KD1OZMH8ERI7	-0.2	1.0	1.0	1.0	0.25	1.0	0.0	1.0	1.0	1.0	1.0
AOV4U0YLQ2L4X	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3UMKT8RU5J7DJ	-0.428571428571	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A24O6UEHBOEYLE	-0.714285714286	0.166666666667	0.0	-0.2	0.0	-0.333333333333	0.0	0.0	0.0	0.0	0.0
A6IVYRP8FAIS	-0.0977443609023	-0.117647058824	1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
ANMGOZ451W9ZN	-1.0	0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2D0XTJ0PI40QY	0.0	1.0	0.0	0.0	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0
AK46ZNEC6R89C	0.2	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3C7SA7ADVLG3W	0.365079365079	0.666666666667	0.6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ATF6B3JPSDHBV	0.0	0.0	0.0	-1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A2DWQF4ZHHBLOW	0.405405405405	0.25	-1.0	1.0	-1.0	0.0	0.5	1.0	1.0	0.0	-0.333333333333
AL3UGBNTPA0I7	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
A3NCABZJ3X7HT3	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A367LM2QEQRPPB	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1BQEQF6HBD4OZ	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A198SS8SV0LWKB	-1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0
A1K9WP8Q74E9G2	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A26RDF1I330AC8	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2X19WQ6ZDDVY4	-0.636363636364	0.6	0.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0
A2BFGW39G2ZPTV	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALGL826MO4BKZ	0.939393939394	-0.6	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1RL8TKX352T7I	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A112T91FTSCI48	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3AJR1PM02424Y	0.823529411765	0.833333333333	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1TH8X83SGT5ZE	-0.257142857143	0.7	1.0	1.0	0.272727272727	1.0	0.0	1.0	1.0	1.0	1.0
A1VF3WAZ8YS8K2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP1C3ZE41AMH1	-0.555555555556	-0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALH8XXHIKG4UA	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
A2F79GFUWU5O96	0.0909090909091	0.5	0.0	0.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0
AZYL4DXPS3AK4	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1BI7SPDU7FS1X	0.111111111111	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AJO2133L1DS31	-1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A36MWKJ63ZPN4C	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A391YPR0NFTCLK	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1YG4ZN78HHICE	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1BY04BWSZTFGX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A3E4ZJU8TC8VYO	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3DJSZ7KSUZRV0	-0.846153846154	-1.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0
AN7F24ZJB2C37	-0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1QD0XE25CXJ2A	-1.0	-0.6	0.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0
A1CGUFW3R6M234	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
A1IAK1JCYVR3R5	0.75	0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3AL0913KO5WU1	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AVX3SWFMBEPMZ	-0.745454545455	-0.0666666666667	0.906976744186	0.916666666667	0.4375	1.0	-0.2	0.333333333333	0.6	1.0	1.0
A2EP6C76U8PHMY	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A1KX496A3GINRN	-0.245283018868	-0.375	1.0	1.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0
A2TF8IP4PM7KAO	-0.421052631579	-1.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
A25ZADCJI3D5AF	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3OMEJL7W7SRCU	1.0	0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A240ZZK5NVX3Z5	-0.333333333333	0.333333333333	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
A29JDEHW192FQY	0.333333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1TUTMKS3EDJMJ	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A12TIM3OYMOVWT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A24WQPX0B1A05J	-0.4	-1.0	-1.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
A63759KWVJ94F	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1815O0GXEZUC	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A25FURVQSRD3BH	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3OQAXU3STYCI9	-0.36	1.0	0.777777777778	1.0	0.9	1.0	1.0	1.0	1.0	1.0	0.777777777778
A2QQFGD7K7AHK8	0.2	-1.0	0.0	0.0	1.0	-1.0	-1.0	1.0	1.0	1.0	0.0
A1GZXAJPSLK81K	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1159C6RKPZURE	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3DUF8CP7ZMVAL	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2AQMDKQTAYMVS	-1.0	0.333333333333	-1.0	-0.555555555556	-1.0	-0.5	-1.0	1.0	0.25	1.0	0.333333333333
A31FLXZMDXZTB2	-0.466666666667	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0
AZGV0WGL7XMX7	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A159KOV1KTDC96	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2R2L2GA314OEI	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0
A3G0T5Y7OSC76S	-0.944444444444	-1.0	-0.6	-0.8	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
A1IA4CST74I1Q8	-0.75	-0.733333333333	0.571428571429	0.666666666667	0.0909090909091	0.904761904762	0.0	-0.666666666667	0.0909090909091	1.0	0.857142857143
A20NZW7XGZNOCC	0.777777777778	-0.4	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A36VA1TSX3RYED	-0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
AHAGAJVAB6HNM	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1IC7ELNKUWYC3	-1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A30LWF91IUAVSO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
A2BWKYSDNXDFI5	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2AITWAK7G1OLP	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2SMPFCZDRQG0R	0.384615384615	0.2	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A34DWBBWZRLO1X	-1.0	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1F4D2PZ7NNWTL	0.0769230769231	0.5	-1.0	0.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0
AIQB7XXL5K2FR	-0.428571428571	-1.0	0.0	0.0	0.0	-0.333333333333	0.75	0.5	1.0	1.0	0.0
AOU08YOV10IRX	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2551EKB87S2XY	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2X8A8XLAEYSK4	0.454545454545	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1FKCYWMD3HCXU	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1OY40VC86UZZ5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0
A2WLBR9LYCTC12	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1UDTHEPV5TL92	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABXFTRP10MC0S	-1.0	-1.0	-1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A13E3C65NKK51I	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A4AHASOXY9MN4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1JT53BJT9J5HU	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A33JRE50HWXHAY	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AOCDIMPHNZGEV	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ASM8PAQ1XUAA5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1DSL2NUBKWU7B	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1PVTLZ5V590EP	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AZJEGHE4605S5	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1M1R3C19TYAOP	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3AW9QPTU7BL2W	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1C57DJF1HCR3Q	-0.5	-1.0	0.333333333333	0.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0
AHPOH7GFQK14J	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
A24VPMHXH3VPAW	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A21JBDWPZGANFE	0.0	0.2	0.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0
A1TM1ZFU4OIPTD	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1U43ACI9M84MZ	-0.51724137931	-0.666666666667	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2D2QC99X4UZSK	1.0	1.0	1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
ADJ9I7ZBFYFH7	0.714285714286	0.411764705882	0.571428571429	0.777777777778	0.75	0.777777777778	-0.5	1.0	1.0	1.0	0.5
A3AFXPGOHL9D23	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1IMBSK5CIM2ZI	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ABLZNI7FQSH4J	-0.714285714286	0.333333333333	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ALEJV7D94ZLHF	0.666666666667	0.8	0.0	0.333333333333	0.2	1.0	-0.25	1.0	0.666666666667	-1.0	-0.333333333333
AFIV8M5OL2W5E	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2Y3KZTEYVI4PV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A3AROFXSS8WLSY	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A4SC8G0149GEG	0.851851851852	1.0	1.0	0.818181818182	0.833333333333	1.0	1.0	1.0	1.0	1.0	1.0
A2XFO0X6RCS98M	-1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A1TEQTP52NS7D1	-0.333333333333	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A27PVIL93ZMY46	-0.796610169492	-0.5	-0.714285714286	0.0909090909091	-1.0	-0.2	-0.846153846154	-0.454545454545	0.333333333333	0.0	-0.333333333333
A1C4H7A7447AEI	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARVMCHRSH8NEQ	-0.5	0.0	0.0	-1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A4PA5EW33W7J4	0.333333333333	0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A4W9APAHFWVLO	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AOHR3NW1NV23F	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1LJKHC0NH9TIX	-0.0322580645161	-0.384615384615	-0.333333333333	-0.454545454545	-1.0	0.142857142857	0.2	-1.0	-0.333333333333	1.0	0.0
AS23BWDISTI4E	-0.5	0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A3LEI24UWMMHSR	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3O9E7SFME6EHN	-0.25	-1.0	0.428571428571	1.0	0.333333333333	1.0	1.0	0.0	1.0	-1.0	1.0
A1WR2AKX164FZO	-0.428571428571	-1.0	-1.0	0.2	-1.0	1.0	-0.5	0.0	0.333333333333	-1.0	0.333333333333
A1OCWWYC76OIK0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A8QNPF8ASC5VC	-0.466666666667	1.0	0.0	0.0	0.333333333333	1.0	0.0	-1.0	1.0	1.0	1.0
AARPPFH68G5GP	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A5IG6AWG6W638	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC5CK3ZW56D59	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A1RUUT6L07VW6P	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2AO7QP5THYKQF	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A29S7QM3PRRO21	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A294UCHXS5Z86L	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2YTOX7SEDJ1TC	-0.285714285714	-0.454545454545	-0.333333333333	-0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1XUZFDVKP95VC	-1.0	0.0	0.0	1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0
A25CQ3TJGQ7PTC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A193ZD3ZQRDBFP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A2R8KW72KGKQ17	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1V4H8TUGZLWRD	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1TS2SKXPX7ZED	-0.368421052632	-0.0909090909091	1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0
AD1DGG7ZDRAIT	0.913043478261	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3MZ9RQJX9T656	0.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
A28CYFT2PBVI6S	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A22SZHZTF72TRM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A341LHR7178BUY	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A5XO1NRCM40SG	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1XAOEDK0Y2KBT	1.0	0.333333333333	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
A2RRU9WGFBPA3J	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A12928IRL5PXSB	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AE837QZ9XU1UQ	0.894736842105	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2ILH54I3ZGRW4	-0.333333333333	-1.0	0.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0
A2VZHXY8UNLI8B	-0.555555555556	0.428571428571	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ADVIE0ZHLWDDH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
