,packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,regScore
0,air.couk.hamzagames.ultimatesmasher,READ_PHONE_STATE,TARGETED_ADS,-0.3218583593149665,-0.05263157894736838,-0.26047161318277356,0.0,-0.26047161318277356
1,amep.games.af_final,READ_PHONE_STATE,INTERNAL,0.2676261500619567,0.9499999999999995,0.5576424857717501,0.0,0.5576424857717501
2,amep.games.af_final,READ_PHONE_STATE,TARGETED_ADS,-0.317479614955112,-0.21052631578947353,-0.22283597401379857,0.0,-0.22283597401379857
3,atticlab.ScaryMazedGame,READ_PHONE_STATE,TARGETED_ADS,-0.3233950321174727,-0.25,-0.2705159052609899,0.0,-0.2705159052609899
4,atticlab.whip,READ_PHONE_STATE,TARGETED_ADS,-0.32448569239559877,-0.3,-0.29735203719964604,0.0,-0.29735203719964604
5,au.com.nab.mobile,READ_PHONE_STATE,INTERNAL,0.2778784183240977,-0.5789473684210529,0.41888458939029977,0.0,0.41888458939029977
6,bnw.project.wallpaper.buddycons,READ_PHONE_STATE,INTERNAL,0.2706602801654559,0.3,0.5128744039025757,0.0,0.5128744039025757
7,br.bovespa,READ_PHONE_STATE,INTERNAL,0.2729211457644684,-0.034482758620689634,-0.016917501823520188,0.0,-0.016917501823520188
8,br.com.jera.vikings,READ_PHONE_STATE,INTERNAL,0.2659326436168216,0.6,0.467144717533261,0.0,0.467144717533261
9,br.com.jera.vikings,READ_PHONE_STATE,TARGETED_ADS,-0.32357741974047965,0.0,-0.1586221038293382,0.0,-0.1586221038293382
10,by.istin.android.kinobaza,READ_PHONE_STATE,INTERNAL,0.26779073860242436,0.3,0.4547595250716539,0.0,0.4547595250716539
11,com.Ama.PanicFlightFree,READ_PHONE_STATE,INTERNAL,0.2690853180246,0.41176470588235314,0.4549470951042017,0.0,0.4549470951042017
12,com.Ama.PanicFlightFree,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.40928228365229985,-0.125,-0.24820604263392568,0.0,-0.24820604263392568
13,com.Ama.PanicFlightFree,READ_PHONE_STATE,TARGETED_ADS,-0.33093624141023203,0.23529411764705885,-0.1827433225927168,0.0,-0.1827433225927168
14,com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,INTERNAL,0.26957889818195363,0.3333333333333333,0.4475131599295968,0.0,0.4475131599295968
15,com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,TARGETED_ADS,-0.32205046216728755,-0.4000000000000002,-0.29021953911548376,0.0,-0.29021953911548376
16,com.HBO,READ_PHONE_STATE,INTERNAL,0.26327055699286056,1.1499999999999992,0.8316899463720379,0.0,0.8316899463720379
17,com.NextFloor.DragonFlightKakao,READ_PHONE_STATE,INTERNAL,0.27244411920736805,-0.6499999999999999,-0.312999981374051,0.0,-0.312999981374051
18,com.UCMobile.intl,READ_PHONE_STATE,INTERNAL,0.2755981542304268,-0.3,-0.09853397458782386,0.0,-0.09853397458782386
19,com.UCMobile.intl,READ_PHONE_STATE,SNS,0.2328289893959735,0.25,0.2328289893959735,1.0,-0.14761380878472782
20,com.alaskajim.whosingsit1990s,READ_PHONE_STATE,TARGETED_ADS,-0.3226727841264841,-0.7647058823529417,-0.3639203217656955,0.0,-0.3639203217656955
21,com.allocine.androidapp,READ_PHONE_STATE,INTERNAL,0.2698280164449736,0.6999999999999996,0.6404171443340907,0.0,0.6404171443340907
22,com.alpha_aps.naked_scanner,READ_PHONE_STATE,TARGETED_ADS,-0.32460308020395484,-0.3499999999999998,-0.4080208724878548,0.0,-0.4080208724878548
23,com.androp.cube.dolphin,READ_PHONE_STATE,TARGETED_ADS,-0.32712374730364646,0.0,-0.5456963883608196,0.0,-0.5456963883608196
24,com.animoca.prettyPetSalonSeasons,READ_PHONE_STATE,INTERNAL,0.2735767935282624,0.47368421052631554,0.46999338840072813,0.0,0.46999338840072813
25,com.animoca.prettyPetSalonSeasons,READ_PHONE_STATE,TARGETED_ADS,-0.32646564094463676,-0.31578947368421056,-0.19187339429526132,0.0,-0.19187339429526132
