packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,regScore
air.couk.hamzagames.ultimatesmasher,READ_PHONE_STATE,TARGETED_ADS,-0.32750889740170613,-0.05263157894736838,-0.22262397059791225,0.0,-0.22262397059791225
amep.games.af_final,READ_PHONE_STATE,INTERNAL,0.264524945273806,0.9499999999999995,0.38857442818057153,0.0,0.38857442818057153
amep.games.af_final,READ_PHONE_STATE,TARGETED_ADS,-0.32291085724680657,-0.21052631578947353,-0.023893781505791807,0.0,-0.023893781505791807
ar.com.ps3argentina.trophies,GET_ACCOUNTS,INTERNAL,0.8420578970179915,1.2105263157894732,0.6571122231089661,0.0,0.6571122231089661
atticlab.ScaryMazedGame,READ_PHONE_STATE,TARGETED_ADS,-0.32325594513954264,-0.25,-0.1349317831219076,0.0,-0.1349317831219076
atticlab.whip,READ_PHONE_STATE,TARGETED_ADS,-0.32318057175345083,-0.3,-0.328213362355649,0.0,-0.328213362355649
au.com.nab.mobile,ACCESS_FINE_LOCATION,INTERNAL,0.5670094982118291,-0.10000000000000005,0.4202252445246755,0.0,0.4202252445246755
au.com.nab.mobile,READ_PHONE_STATE,INTERNAL,0.27524865268555415,-0.5789473684210529,0.33697599559977953,0.0,0.33697599559977953
bnw.project.wallpaper.buddycons,READ_PHONE_STATE,INTERNAL,0.2716791301457248,0.3,0.3953781181803175,0.0,0.3953781181803175
br.bovespa,READ_PHONE_STATE,INTERNAL,0.2730455909419825,-0.034482758620689634,0.4910585430646689,0.0,0.4910585430646689
br.com.jera.vikings,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.08008140912797454,-0.3,0.10499606708653345,0.0,0.10499606708653345
br.com.jera.vikings,READ_PHONE_STATE,INTERNAL,0.2706654334423375,0.6,0.27512605468887513,0.0,0.27512605468887513
br.com.jera.vikings,READ_PHONE_STATE,TARGETED_ADS,-0.3271800722952876,0.0,-0.1776865614271964,0.0,-0.1776865614271964
br.findmycarfree,ACCESS_FINE_LOCATION,INTERNAL,0.5377972633034255,1.3999999999999992,0.8381235992270016,0.0,0.8381235992270016
bubbleshooter.android,ACCESS_FINE_LOCATION,SOCIAL_GAMING,-0.3206345029239765,-0.9499999999999995,0.10131351829371882,0.0,0.10131351829371882
by.istin.android.kinobaza,READ_PHONE_STATE,INTERNAL,0.27032380783299065,0.3,0.47020200548397767,0.0,0.47020200548397767
ch.xot.droid_catcher,ACCESS_FINE_LOCATION,TARGETED_ADS,-0.4400389760801542,-0.6896551724137935,-0.4562354899907067,0.0,-0.4562354899907067
cn.otlive.games.android.CashOut,SEND_SMS,GAME_ENGINE,-0.9566817646814604,-1.2,-0.2510249394648363,0.0,-0.2510249394648363
cn.otlive.games.android.CashOut_Pad,SEND_SMS,GAME_ENGINE,-0.880015098014793,-1.2999999999999998,-0.3951813809766547,0.0,-0.3951813809766547
com.Ama.PanicFlightFree,ACCESS_FINE_LOCATION,MOBILE_ANALYTICS,-0.08871904931262767,-0.050000000000000024,0.1272314598634083,0.0,0.1272314598634083
com.Ama.PanicFlightFree,ACCESS_FINE_LOCATION,SOCIAL_GAMING,-0.5322032163742692,0.21052631578947353,-0.1301932458194593,0.0,-0.1301932458194593
com.Ama.PanicFlightFree,GET_ACCOUNTS,INTERNAL,0.8617782236186573,0.4705882352941177,0.5136079047744203,0.0,0.5136079047744203
com.Ama.PanicFlightFree,READ_PHONE_STATE,INTERNAL,0.27187899601185683,0.41176470588235314,0.3499389620192474,0.0,0.3499389620192474
com.Ama.PanicFlightFree,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4099127397120876,-0.125,-0.06984305468388058,0.0,-0.06984305468388058
com.Ama.PanicFlightFree,READ_PHONE_STATE,TARGETED_ADS,-0.3284970728093981,0.23529411764705885,-0.09602303135401415,0.0,-0.09602303135401415
com.Conquer3.Kingdoms.game.good.haha,GET_ACCOUNTS,INTERNAL,0.8559336340399825,0.5,0.3830372001666103,0.0,0.3830372001666103
com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,INTERNAL,0.26804602823427515,0.3333333333333333,0.2561791249734136,0.0,0.2561791249734136
com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,TARGETED_ADS,-0.324776828370859,-0.4000000000000002,-0.07606175648537868,0.0,-0.07606175648537868
com.GnarlyGames.GnarBikeTrials,ACCESS_COARSE_LOCATION,PAYMENT,0.6310574692385204,-0.8947368421052635,0.0846183870583115,0.0,0.0846183870583115
com.HBO,READ_PHONE_STATE,INTERNAL,0.2630479600293513,1.1499999999999992,0.4212603484668188,0.0,0.4212603484668188
com.NextFloor.DragonFlightKakao,READ_PHONE_STATE,INTERNAL,0.27684205602135686,-0.6499999999999999,0.12159896011520119,0.0,0.12159896011520119
com.SnowfallLiveWallpapers,ACCESS_FINE_LOCATION,SOCIAL_GAMING,-0.330485380116959,-0.8947368421052635,-0.13394593682163883,0.0,-0.13394593682163883
com.UCMobile.intl,ACCESS_COARSE_LOCATION,INTERNAL,0.4321359649122807,0.15,0.4099842116313983,0.0,0.4099842116313983
com.UCMobile.intl,ACCESS_COARSE_LOCATION,SNS,0.3244152046783626,0.4000000000000002,0.2881756215746215,0.0,0.2881756215746215
com.UCMobile.intl,ACCESS_FINE_LOCATION,INTERNAL,0.5733725073527709,-0.25,0.3460818256584572,0.0,0.3460818256584572
com.UCMobile.intl,ACCESS_FINE_LOCATION,SNS,0.02711257309941522,0.4499999999999998,0.20795645228451365,0.0,0.20795645228451365
