	hitid	hittypeid	packageName	permission	purpose	comfortScore	category
255	3VLL1PIENQOP61L7DZE1K4CZ0O2ZOB	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftDMHM	READ_PHONE_STATE	TARGETED_ADS	-0.8	CASUAL
256	3XT3KXP24ZYDM5QTDZ4L39NIKQX6II	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftDMHM	READ_PHONE_STATE	INTERNAL	-0.6	CASUAL
257	3CIS7GGG65JM8BE8DYCXY036VJ8UEZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	INTERNAL	-0.3157894736842105	CASUAL
258	3TX9T2ZCB91XBAU94L5B1YPL3TKZWC	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.75	CASUAL
259	3ZFRE2BDQ9EC0AZZEQ1X3H3SCVQZX5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	TARGETED_ADS	-0.7	CASUAL
260	366FYU4PTGP85F9WJK8VSDU8XHUEKO	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gamestop.powerup	READ_CONTACTS	DEVELOPMENT_AID	-1.2941176470588236	ENTERTAINMENT
261	37VHPF5VYC39DGNHE45XCKLEH5NC8A	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gamestop.powerup	CAMERA	DEVELOPMENT_AID	0.9444444444444444	ENTERTAINMENT
262	3QGTX7BCHP23YRFP8KI2BYC8OX7Z5T	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gamestop.powerup	ACCESS_FINE_LOCATION	DEVELOPMENT_AID	0.9375	ENTERTAINMENT
263	24BL0XULRGNTRZ01IHO5MP7NNCG4QQ	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamevil.cartoonwars.one.global	READ_PHONE_STATE	TARGETED_ADS	-0.15	ARCADE
264	2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamevil.cartoonwars.one.global	READ_PHONE_STATE	INTERNAL	0.7368421052631579	ARCADE
265	28P0G5R98D8JJBBMSWJTUYCGKW7TD5	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamevil.cartoonwars.two.global	READ_PHONE_STATE	INTERNAL	0.65	ARCADE
266	2UWY5COW0LGRFJ5RNJCCDVNUG696XA	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamevil.cartoonwars.two.global	READ_PHONE_STATE	TARGETED_ADS	-0.3333333333333333	ARCADE
267	309D674SHZLSFELOHGP73MBFLMOBC6	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gau.go.launcherex	READ_CONTACTS	INTERNAL	0.4	PERSONALIZATION
268	31J7RYECZLQK5KX2SWPH0TOTX8V1LV	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gau.go.launcherex.gowidget.weatherwidget	GET_ACCOUNTS	SECONDARY_MARKET	-0.6	WEATHER
269	35F6NGNVM8JMZJK9QL8HNUPNU7N7T7	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gau.go.launcherex.gowidget.weatherwidget	READ_PHONE_STATE	SECONDARY_MARKET	-0.7368421052631579	WEATHER
270	3566S7OX5DJLQZ80O2O7HO6S2OQ71S	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.genina.android.blackjack.view	READ_PHONE_STATE	GAME_ENGINE	-1.05	CARDS
271	26L6XBAT2D5N6EKKB7H0QG5TEFZ51I	28R0LWSBRI8IARZDQDZJOSTLB921DC	com.geogame.event	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	1.0	SOCIAL
272	2S5VP3TVOK5UVZ2GUBHEVZFY6LD52Z	28R0LWSBRI8IARZDQDZJOSTLB921DC	com.geogame.event	READ_PHONE_STATE	TARGETED_ADS	0.0	SOCIAL
273	2WAVGULF395SCMKVXJJ3UYNJRRQBPS	28R0LWSBRI8IARZDQDZJOSTLB921DC	com.geogame.event	ACCESS_FINE_LOCATION	INTERNAL	0.3076923076923077	SOCIAL
274	24C8LZ6R70G57P5S4NUVL7WS93K7NR	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gjmatw.android.app	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.2352941176470588	ENTERTAINMENT
275	2FQTNKIMZSM50VE7YSD0WGVFKSHZCR	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.glu.android.ck	READ_PHONE_STATE	TARGETED_ADS	0.1	ARCADE
276	3XJOUITW8URW51POMKHNNL6IZX8TQK	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.glu.android.ck	READ_PHONE_STATE	PAYMENT	-0.15	ARCADE
277	28R8D8J3VE7W88Q2UG73TCK8R3XIYL	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.glu.android.gunbros_free	READ_PHONE_STATE	TARGETED_ADS	-0.05	ARCADE
278	3IZPORCT1F96CTDTZ5PYESDZG0WHRY	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.books	GET_ACCOUNTS	INTERNAL	1.1	BOOKS_AND_REFERENCE
279	37ZQELHEQ0Y7P9MCXVOUXDGLWP6MNO	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.docs	GET_ACCOUNTS	INTERNAL	1.4210526315789471	PRODUCTIVITY
280	391JB9X4ZY86H3190IWE5LZH2U1MKJ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.docs	CAMERA	INTERNAL	1.25	PRODUCTIVITY
281	3M7OI89LVYOM924TLP8ZS6PN7LDC6M	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.docs	READ_CONTACTS	INTERNAL	0.4	PRODUCTIVITY
282	3JHB4BPSFK9DLMGAOEC6WL5611NQ9H	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.googlevoice	READ_CONTACTS	INTERNAL	1.3157894736842106	COMMUNICATION
283	3OID399FXG7SXN3IME6E6IKILKTDFR	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.googlevoice	READ_PHONE_STATE	INTERNAL	1.05	COMMUNICATION
284	3UYRNV2KITZS4KK83UEBSVFQCKI8NN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.googlevoice	SEND_SMS	INTERNAL	1.7	COMMUNICATION
285	3ZLW647WALVAE1P95ULV9Q4HL3Z32Z	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.googlevoice	GET_ACCOUNTS	INTERNAL	1.1052631578947372	COMMUNICATION
286	3FI30CQHVKJ3ZXCN7PC4HMJ5P0DB6E	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.maps	GET_ACCOUNTS	INTERNAL	1.1578947368421053	TRAVEL_AND_LOCAL
287	3K1H3NEY7LZYBNZDXYCWO3KUMZSDGP	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.maps	READ_CONTACTS	INTERNAL	0.3157894736842105	TRAVEL_AND_LOCAL
288	3NSCTNUR2ZN2XJ7HWS23U5LZBNIA53	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.maps	ACCESS_FINE_LOCATION	INTERNAL	1.263157894736842	TRAVEL_AND_LOCAL
289	3W3RSPVVGSR0EHO0UKZ1BVTQ4G9LUD	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.maps	MANAGE_ACCOUNTS	INTERNAL	1.2105263157894737	TRAVEL_AND_LOCAL
290	3B623HUYJ4QPKXCDBQVXRPPWZJPS8I	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.plus	READ_PHONE_STATE	INTERNAL	0.5	SOCIAL
291	3TZDZ3Y0JS6P4IWT3ZMRVKXYTPU914	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.plus	ACCESS_FINE_LOCATION	INTERNAL	0.25	SOCIAL
292	3UZUVSO3P7V3V39Z4WLB7QMCIX5MEZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.plus	GET_ACCOUNTS	INTERNAL	1.4	SOCIAL
293	3XQ4XW3OD9CEYIAOV9MWHYCTDJY2SQ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.plus	READ_CONTACTS	INTERNAL	0.45	SOCIAL
294	3D06DR5225J05QSNORJPB7WLXI8AMT	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.translate	CAMERA	INTERNAL	1.1	TOOLS
295	3I01FDIL6M88WTR6YJR7MZQTCGOD27	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.translate	GET_ACCOUNTS	INTERNAL	1.0	TOOLS
296	3N5YJ55YXG36N8DN0SYPOMLL28IANT	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.translate	RECORD_AUDIO	INTERNAL	1.7	TOOLS
297	36MUZ9VAE620R93MR3M8O0ZI9JEDE9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.unveil	CAMERA	INTERNAL	1.2222222222222223	PRODUCTIVITY
298	3SSN80MU8COHBF0DEPYNG2FF9YMKX2	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.apps.unveil	ACCESS_FINE_LOCATION	INTERNAL	0.6666666666666666	PRODUCTIVITY
299	37SDSEDIN92PQDDJY7GDVO2N9JD81F	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gm	GET_ACCOUNTS	INTERNAL	1.4736842105263157	COMMUNICATION
300	3WRAAIUSBJZBZ2RR2YLYMOCJ4MRXAZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gm	READ_CONTACTS	INTERNAL	1.2	COMMUNICATION
301	32FESTC2NHQ7BDUUH7628C33A7VUC6	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	ACCESS_FINE_LOCATION	INTERNAL	-0.21052631578947367	TOOLS
302	3L60IFZKF3ITNZZQ30D40OBTTRYHH1	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	GET_ACCOUNTS	INTERNAL	1.5555555555555556	TOOLS
303	3MG8450X2OAQ523YMCS8SC2A9QAPUF	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	READ_PHONE_STATE	INTERNAL	0.3684210526315789	TOOLS
304	3PCPFX4U40QMMW7NR0CY6HRH4ZIFQY	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	READ_CONTACTS	INTERNAL	0.5263157894736842	TOOLS
305	3TC2K6WK9G2WFYVFHBGR07CS1PR82W	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.gms	AUTHENTICATE_ACCOUNTS	INTERNAL	1.1666666666666667	TOOLS
306	3H1C3QRA01JQMHX8R7RX4UH0OJ1EC9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.googlequicksearchbox	BLUETOOTH	INTERNAL	1.3	TOOLS
307	3IV1AEQ4DRDWLUTNOWMJZOY930D8JJ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.googlequicksearchbox	GET_ACCOUNTS	INTERNAL	1.25	TOOLS
308	3OPLMF3EU5NNJR4RXJNFX01WWKHNLO	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.googlequicksearchbox	SEND_SMS	INTERNAL	0.85	TOOLS
309	3TFJJUELSHPYR1LSYNWW2T8BRGBC25	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.googlequicksearchbox	READ_CONTACTS	INTERNAL	0.3684210526315789	TOOLS
310	31KPKEKW4AD8LMQ850WN8L9ECXSB0E	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	ACCESS_FINE_LOCATION	INTERNAL	1.15	HEALTH_AND_FITNESS
311	375VMB7D4JJC7E58NMCZ9FXA1CLIDN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	GET_ACCOUNTS	INTERNAL	0.75	HEALTH_AND_FITNESS
312	3K1H3NEY7LZYBNZDXYCWO3KUMZTDGQ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	READ_CONTACTS	INTERNAL	-0.6	HEALTH_AND_FITNESS
313	3SNR5F7R92THZKJ8JHNJFXFV1OMIEG	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	READ_PHONE_STATE	INTERNAL	-0.25	HEALTH_AND_FITNESS
314	3WUVMVA7OB304XR63G9JJ9SUCMQAZA	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.maps.mytracks	BLUETOOTH	INTERNAL	0.65	HEALTH_AND_FITNESS
315	3UOMW19E6D6QQY4FG6YU00BNBQ2C56	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.music	GET_ACCOUNTS	INTERNAL	1.35	MUSIC_AND_AUDIO
316	338GLSUI43BYZCM0J4131H6IMN2SFZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	GET_ACCOUNTS	INTERNAL	1.4	COMMUNICATION
317	3EKTG13IZU3H19JRLI8FKLCWRU6MLM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	CAMERA	INTERNAL	1.2	COMMUNICATION
318	3K3G488TR28UKZEYLOZPK504F545Q5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	SEND_SMS	INTERNAL	0.9	COMMUNICATION
319	3QQUBC64ZEEIJLLGB2Q38UWJ3TQXNJ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	ACCESS_FINE_LOCATION	INTERNAL	0.6	COMMUNICATION
320	3VI0PC2ZAYK016LSCHQGNJWOT3VXOY	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	READ_PHONE_STATE	INTERNAL	0.15	COMMUNICATION
321	3VIVIU06FKCFB8BL0FB2S5K4AQCMI8	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.talk	READ_CONTACTS	INTERNAL	1.05	COMMUNICATION
322	3IVKZBIBJ09ID8D6EUP342IV22FSHX	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.videos	GET_ACCOUNTS	INTERNAL	1.1	MEDIA_AND_VIDEO
323	3NKW03WTLM7OXITIHPMYA5DHZ27WQC	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.youtube	GET_ACCOUNTS	INTERNAL	1.05	MEDIA_AND_VIDEO
324	3YKP7CX6G2FM3XQSQZHWN0J1KBXB7D	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.android.youtube	CAMERA	INTERNAL	-0.75	MEDIA_AND_VIDEO
325	29ACXKNQY2RCZ03IVZ53OR0KBS71QB	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.google.android.ytremote	GET_ACCOUNTS	INTERNAL	1.15	ENTERTAINMENT
326	2MX3Q0JG5TYM3STD780FGSSSY7XFJY	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.google.android.ytremote	READ_PHONE_STATE	INTERNAL	0.6	ENTERTAINMENT
327	3MA5N0ATTCB2MFVN4K21EJ180WGKW9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.google.earth	GET_ACCOUNTS	INTERNAL	1.1578947368421053	TRAVEL_AND_LOCAL
328	218W618N46UXVSAJ113E0NDS43FOQJ	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gotow.hexdefensefree	GET_ACCOUNTS	INTERNAL	0.6842105263157895	ARCADE
329	21405BMJTUHYCID8LDIAES5W3B2LG5	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gridmob.android.funnycall	READ_PHONE_STATE	INTERNAL	0.75	ENTERTAINMENT
330	2LKJ1LY58B72N2XXCJBHK16YW2SS7O	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gridmob.android.funnycall	READ_PHONE_STATE	TARGETED_ADS	-0.25	ENTERTAINMENT
331	2CUPWZ9RNDWI4BY73WE3KTGUIDVSDH	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.guidasky.android	READ_PHONE_STATE	INTERNAL	0.8888888888888888	ENTERTAINMENT
332	329E6HTMSW25VHTZU0RZ9MQB23KK31	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	ACCESS_FINE_LOCATION	INTERNAL	-0.5	ARCADE
333	3AC6MFV69KIFEKZK9MJB0VFYPPXZH7	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	READ_PHONE_STATE	TARGETED_ADS	-0.5263157894736842	ARCADE
334	3JU8CV4BRLCVSXJ1QQGZT6ALR4MPO2	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	READ_PHONE_STATE	INTERNAL	-0.2	ARCADE
335	3OND0WXMHWFH3P8ODZ5YFLEG1B6HEL	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	GET_ACCOUNTS	INTERNAL	0.65	ARCADE
336	3X7837UUADY9HGAZVHPLFA2IXD4J65	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.65	ARCADE
337	3Y7LTZE0YTMKJ6549LQAJA4OID9ZUD	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.fruitninjafree	ACCESS_FINE_LOCATION	TARGETED_ADS	-1.15	ARCADE
338	30Z7M1Q8UYKLK1QJUQ966PVQDDJ8A3	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.jetpackjoyride	READ_PHONE_STATE	INTERNAL	-0.45	ARCADE
339	3DQYSJDTYLBEPF83I3NKI72AP1PXEU	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.jetpackjoyride	GET_ACCOUNTS	INTERNAL	0.1	ARCADE
340	3IZVJEBJ6AKZHVF3D3S734Q8GBI6ZE	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.jetpackjoyride	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.6	ARCADE
341	3LXX8KJXPW9A0A3U91K27GA6M8N9OQ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.halfbrick.jetpackjoyride	READ_PHONE_STATE	TARGETED_ADS	-0.55	ARCADE
342	3MD8CKRQZZN23Z8JN5SJQ5TEXHPJRC	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.handmark.tweetcaster	ACCESS_COARSE_LOCATION	UTILITY	0.9	SOCIAL
343	31S7M7DAGGQLE49BUF9R6Z7OPRLLTN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.happyelements.happyfish	ACCESS_FINE_LOCATION	SNS	-0.2631578947368421	CASUAL
344	335HHSX8CD5CBJUOH4UE93WV5OPHDU	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.happyelements.happyfish	READ_PHONE_STATE	PAYMENT	-0.05	CASUAL
345	32TMVRKDGNY6ICA2LPZFTM9QPS648P	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.hipipal.qpy3	SEND_SMS	DEVELOPMENT_AID	-0.10526315789473684	EDUCATION
346	3OND0WXMHWFH3P8ODZ5YFLEG50VEHP	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.hipipal.qpyplus	BLUETOOTH	DEVELOPMENT_AID	0.95	PRODUCTIVITY
347	3RZS0FBRWKAUJ8MY0L78Y6G46FTCP0	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.hotspots.voicedialer	ACCESS_FINE_LOCATION	SECONDARY_MARKET	-0.7894736842105263	TOOLS
348	2BVD8XMB3Q39FG8LQXF604EV93QRG0	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.hyperkani.hyppely	READ_PHONE_STATE	TARGETED_ADS	-0.2	ARCADE
349	3IZVJEBJ6AKZHVF3D3S734Q8KSIZ69	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.icloudzone.SpeedNight	READ_CONTACTS	SOCIAL_GAMING	-0.6	RACING
350	3T8DUCXY0N6QD2825I611QGTPX59TF	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.icloudzone.SpeedNight2	READ_CONTACTS	SOCIAL_GAMING	-0.35	RACING
351	23DHVKCJ011KIN1Y3DBQ36184E279R	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.ielfgame.ironRusher	READ_PHONE_STATE	TARGETED_ADS	-0.3157894736842105	ARCADE
352	25XXRDS4IC1EETKCFJD18A2IC8ZWZX	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.ielfgame.ironRusher	READ_PHONE_STATE	INTERNAL	0.5	ARCADE
353	31YWE12TE0CTG0TTVV9ECXAT22E7XM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.igg.castleclash	READ_PHONE_STATE	TARGETED_ADS	-1.2	ARCADE
354	3OQQD2WO8I6EPM3BUX6NW6BYAZWI3P	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.igg.castleclash	GET_ACCOUNTS	INTERNAL	0.45	ARCADE
355	3Z56AA6EK40ZIOGKYE2DV2UZ1ZHM6E	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.igg.castleclash	READ_PHONE_STATE	INTERNAL	-0.45	ARCADE
356	385MDVINFCF7BVP5MZ2PD41VKV6WJN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.imangi.templerun2	READ_PHONE_STATE	GAME_ENGINE	-0.8	ARCADE
357	3HXK2V1N4KFB8D1X09SFSKTQOWW2G9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.imangi.templerun2	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.9	ARCADE
358	28J4IXKO2L92XU9B6AO35OCCWA9CD7	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.insasofttech.GhostCam	CAMERA	INTERNAL	1.0	ENTERTAINMENT
359	2N633FDEY5COCGIVN3U8JRFLTGS1S0	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.insasofttech.GhostCam	READ_PHONE_STATE	TARGETED_ADS	-0.3	ENTERTAINMENT
360	27ACM6IAA2SEYAR9W4FQRKA4ZSOLLB	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.insasofttech.TattooCam	READ_PHONE_STATE	TARGETED_ADS	-0.5882352941176471	ENTERTAINMENT
361	36818Z1KV3DZJ4KDI9EAF8NFXRRA3D	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	READ_CONTACTS	INTERNAL	0.35294117647058826	SOCIAL
362	36KM3FWE3RCLJANISJK73JNIT7307J	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	CAMERA	INTERNAL	1.7894736842105263	SOCIAL
363	3EN4YVUOUCSM0VUVW4YBFNF2U9NXJH	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	ACCESS_FINE_LOCATION	INTERNAL	0.6842105263157895	SOCIAL
364	3JUDR1D0D6R2L2VB35XRMYXSVVEQ2Q	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	RECORD_AUDIO	INTERNAL	1.2352941176470589	SOCIAL
365	3VGET1QSZ0ZER0O3LQDSAEWMUCIW7H	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.instagram.android	GET_ACCOUNTS	INTERNAL	1.3333333333333333	SOCIAL
366	2I0NMHGYQ4J33Q8L7JDFMOYYZ3Y9M5	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.jackdoit.lockbotfree	READ_PHONE_STATE	INTERNAL	0.35	ENTERTAINMENT
367	3ICOHX7ENCB6SP2SFRYD9TFZJJNE0H	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gokeyboard	GET_ACCOUNTS	SECONDARY_MARKET	-0.631578947368421	TOOLS
368	374UMBUHN5PSB0F5H2GS3GH1R17CTW	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	GET_ACCOUNTS	SNS	-0.05	COMMUNICATION
369	3B9J25CZ25DRW02QS2B2TBLFPABCS9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	RECORD_AUDIO	INTERNAL	1.15	COMMUNICATION
370	3BDORL6HKKDFVL2DDDBX31GJ38SCRL	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	READ_PHONE_STATE	INTERNAL	0.05263157894736842	COMMUNICATION
371	3VEI3XUCZRXYPABHIIX3N1FQ2R6PRB	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	SEND_SMS	INTERNAL	0.55	COMMUNICATION
372	3XDJY5RK5SL4G9HFOS0KPERFIUEU4T	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jb.gosms	READ_CONTACTS	INTERNAL	1.0	COMMUNICATION
373	20I11K274J7906TLXCE4DUXFS7FFD2	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.jointhearmy	READ_PHONE_STATE	INTERNAL	-0.16666666666666666	EDUCATION
374	22DWJ5OPB0YVWF5DI027LP9UJVE5XC	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.jointhearmy	ACCESS_FINE_LOCATION	INTERNAL	0.52	EDUCATION
375	3SU800BH86SB5E4DMP7XSHSKIBFQU8	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.jrummy.liberty.toolbox	READ_CONTACTS	SNS	-0.25	TOOLS
376	32CAVSKPCEPNOAKW1AHIRGKC6A4U1G	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	BLUETOOTH	INTERNAL	1.0	COMMUNICATION
377	3A520CCNWN02T20A7TV6YZRCOGHAE4	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	RECORD_AUDIO	INTERNAL	1.0	COMMUNICATION
378	3FSEU3P2NR0J1NRWVA1SSWF539URR5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	READ_CONTACTS	INTERNAL	0.7894736842105263	COMMUNICATION
379	3KTZHH2ONIFMM2Z8RTZBFGQQ7U78MM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	CAMERA	INTERNAL	0.7894736842105263	COMMUNICATION
380	3M93N4X8HKNE4E8W2USOGFYAFUJJST	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	GET_ACCOUNTS	INTERNAL	1.15	COMMUNICATION
381	3MA5N0ATTCB2MFVN4K21EJ18ZK6WKM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.4	COMMUNICATION
382	3MD8CKRQZZN23Z8JN5SJQ5TETS0JR5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.kakao.talk	ACCESS_FINE_LOCATION	INTERNAL	-0.15	COMMUNICATION
