packageName	permission	purpose	comfortScore
com.jackdoit.lockbotfree	READ_PHONE_STATE	INTERNAL	0.35
com.jb.gokeyboard	ACCOUNTS	SECONDARY_MARKET	-0.631578947368421
com.jb.gosms	ACCOUNTS	SNS	-0.05
com.jb.gosms	READ_CONTACTS	INTERNAL	1.0
com.jb.gosms	READ_PHONE_STATE	INTERNAL	0.05263157894736842
com.jb.gosms	RECORD_AUDIO	INTERNAL	1.15
com.jb.gosms	SEND_SMS	INTERNAL	0.55
com.jointhearmy	ACCESS_FINE_LOCATION	INTERNAL	0.52
com.jointhearmy	READ_PHONE_STATE	INTERNAL	-0.16666666666666666
com.jrummy.liberty.toolbox	READ_CONTACTS	SNS	-0.25
com.kakao.talk	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.3
com.kakao.talk	ACCESS_FINE_LOCATION	INTERNAL	-0.15
com.kakao.talk	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.4
com.kakao.talk	ACCOUNTS	INTERNAL	1.15
com.kakao.talk	BLUETOOTH	INTERNAL	1.0
com.kakao.talk	CAMERA	INTERNAL	0.7894736842105263
com.kakao.talk	READ_CONTACTS	INTERNAL	0.7894736842105263
com.kakao.talk	READ_PHONE_STATE	INTERNAL	0.3157894736842105
com.kakao.talk	RECORD_AUDIO	INTERNAL	1.0
com.kangaroo.logic	ACCESS_FINE_LOCATION	SOCIAL_GAMING	-0.2
com.kaosu.i.battery.ppochi	BLUETOOTH	TARGETED_ADS	-0.8888888888888888
com.kauf.talking.baum.TalkingJamesSquirrel	READ_PHONE_STATE	TARGETED_ADS	-0.45
com.kfactormedia.mycalendarmobile	ACCOUNTS	INTERNAL	0.6842105263157895
com.kfactormedia.mycalendarmobile	READ_CONTACTS	INTERNAL	0.6842105263157895
com.kfactormedia.mycalendarmobile	READ_PHONE_STATE	INTERNAL	-0.2631578947368421
com.kfactormedia.mycalendarmobile	READ_PHONE_STATE	TARGETED_ADS	-0.6111111111111112
com.kii.safe	ACCOUNTS	INTERNAL	0.9444444444444444
com.kii.safe	CAMERA	INTERNAL	0.9411764705882353
com.kii.safe	READ_PHONE_STATE	INTERNAL	-0.2222222222222222
com.kiloo.subwaysurf	READ_PHONE_STATE	GAME_ENGINE	-1.05
com.kiloo.subwaysurf	READ_PHONE_STATE	MOBILE_ANALYTICS	-1.1
com.klik.games.fastball2	READ_PHONE_STATE	TARGETED_ADS	0.25
com.lavapps.AirTrafficControlLite	READ_PHONE_STATE	TARGETED_ADS	-0.4
com.leftover.CoinDozer	READ_PHONE_STATE	GAME_ENGINE	-0.55
com.letang.game103pp.cn	SEND_SMS	SNS	-0.65
com.lily.times.rabbit1.all	READ_PHONE_STATE	TARGETED_ADS	-0.2631578947368421
com.loloworks.llzbs	ACCESS_FINE_LOCATION	SOCIAL_GAMING	-0.3
com.loloworks.llzbs	CAMERA	SOCIAL_GAMING	-0.15
com.loloworks.llzbs	RECORD_AUDIO	SOCIAL_GAMING	0.7
com.lookout	ACCOUNTS	INTERNAL	1.0
com.magmamobile.game.BubbleBlast2	READ_PHONE_STATE	INTERNAL	-0.6
com.magmamobile.game.BubbleBlast2	READ_PHONE_STATE	SOCIAL_GAMING	0.1
com.magmamobile.game.BubbleBlast2	READ_PHONE_STATE	TARGETED_ADS	-0.6
com.magmamobile.game.mousetrap	READ_PHONE_STATE	TARGETED_ADS	-0.7222222222222222
com.magmamobile.game.soccer	READ_PHONE_STATE	TARGETED_ADS	-0.35
com.mangolee.fail.wtf.sexy.girl.wired.funny	READ_PHONE_STATE	INTERNAL	-0.5263157894736842
com.mapbar.android.mapbarmap	ACCOUNTS	SNS	-0.5
com.mediafire.android	CAMERA	DEVELOPMENT_AID	1.2222222222222223
com.meecel.feedreader.RssDemonAd	ACCOUNTS	DEVELOPMENT_AID	0.85
com.menueph.entertainment.finger	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.3333333333333333
com.menueph.entertainment.russianroulette	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	-0.5263157894736842
com.menueph.entertainment.russianroulette	ACCESS_FINE_LOCATION	TARGETED_ADS	0.0
com.menueph.entertainment.russianroulette	READ_PHONE_STATE	INTERNAL	-0.4
com.menueph.entertainment.russianroulette	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.2631578947368421
com.menueph.entertainment.russianroulette	READ_PHONE_STATE	TARGETED_ADS	-0.5
com.mindSpringLabs.sithSaber	READ_PHONE_STATE	TARGETED_ADS	-0.8
com.miniclip.eightballpool	ACCOUNTS	SECONDARY_MARKET	-0.7
com.miniclip.eightballpool	READ_PHONE_STATE	SECONDARY_MARKET	-0.95
com.miniclip.fraggerfree	READ_PHONE_STATE	TARGETED_ADS	-0.15
com.mirasoftapps.nudescanner	READ_PHONE_STATE	TARGETED_ADS	-1.0
com.moaibot.sweetyheaven	RECORD_AUDIO	GAME_ENGINE	-0.15
com.mobage.ww.a448.TouchHockey_android	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.0
com.mobage.ww.a448.TouchHockey_android	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.25
com.mobage.ww.a448.TouchHockey_android	ACCOUNTS	TARGETED_ADS	-0.35
com.mobage.ww.a448.TouchHockey_android	READ_PHONE_STATE	INTERNAL	0.7
com.mobage.ww.a448.TouchHockey_android	READ_PHONE_STATE	TARGETED_ADS	0.5
com.mobage.ww.a692.Bahamut_Android	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.05
com.mobage.ww.a692.Bahamut_Android	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.47368421052631576
com.mobage.ww.a692.Bahamut_Android	READ_PHONE_STATE	INTERNAL	1.1
com.mobage.ww.a692.Bahamut_Android	READ_PHONE_STATE	TARGETED_ADS	0.25
com.mobileroadie.TaylorSwift	READ_PHONE_STATE	INTERNAL	0.5263157894736842
com.mobispectra.android.apps.car2enjoy	ACCESS_FINE_LOCATION	INTERNAL	1.4285714285714286
com.mobispectra.android.apps.car2enjoy	ACCESS_FINE_LOCATION	TARGETED_ADS	0.3333333333333333
com.morisoft.AndroidFreeGamENG.AOD	READ_PHONE_STATE	INTERNAL	0.8333333333333334
com.morisoft.AndroidFreeGamENG.AOD	READ_PHONE_STATE	TARGETED_ADS	-0.631578947368421
com.ms.coupleobserver	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.05
com.ms.coupleobserver	ACCOUNTS	INTERNAL	0.7
com.ms.coupleobserver	READ_PHONE_STATE	INTERNAL	1.0
com.murtos.android.peopleofwalmart	READ_PHONE_STATE	TARGETED_ADS	-0.7222222222222222
com.myfknoll.draw.together	BLUETOOTH	SOCIAL_GAMING	1.25
com.mythlj.snakesally	BLUETOOTH	GAME_ENGINE	1.15
com.myxer.android	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	-0.05263157894736842
com.myxer.android	ACCESS_FINE_LOCATION	TARGETED_ADS	0.10526315789473684
com.myxer.android	READ_CONTACTS	TARGETED_ADS	-0.8333333333333334
com.myxer.android	READ_PHONE_STATE	INTERNAL	0.5263157894736842
com.myxer.android	READ_PHONE_STATE	TARGETED_ADS	0.21052631578947367
com.netflix.mediaclient	READ_PHONE_STATE	INTERNAL	-0.1
com.netflix.mediaclient	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.25
com.netqin.ps	READ_PHONE_STATE	PAYMENT	-0.2777777777777778
com.netqin.ps	SEND_SMS	PAYMENT	-0.2222222222222222
com.nimbuzz	ACCOUNTS	INTERNAL	0.7
com.nordcurrent.Games101	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.35
com.nordcurrent.Games101	READ_PHONE_STATE	INTERNAL	-0.45
com.nordcurrent.Games101	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.85
com.nordcurrent.Games101	READ_PHONE_STATE	TARGETED_ADS	-0.7
com.novalibra.cashierlive.inventory	CAMERA	INTERNAL	1.35
com.nqmobile.antivirus20	READ_PHONE_STATE	PAYMENT	-0.45
com.nqmobile.antivirus20	SEND_SMS	PAYMENT	-0.5
com.nqmobile.antivirus20.multilang	SEND_SMS	PAYMENT	-0.35
com.nubee.japanlife	ACCOUNTS	SNS	0.3333333333333333
com.nurogames.talkingsantalite	READ_PHONE_STATE	TARGETED_ADS	0.125
com.nvidia.tegrazone	ACCOUNTS	INTERNAL	0.7777777777777778
com.omgpop.dstfree	READ_PHONE_STATE	INTERNAL	-0.6875
com.omgpop.dstfree	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.7894736842105263
com.omgpop.dstfree	READ_PHONE_STATE	TARGETED_ADS	-0.6842105263157895
com.omgpop.dstfree	READ_PHONE_STATE	UTILITY	0.058823529411764705
com.opera.browser	READ_PHONE_STATE	INTERNAL	-0.25
com.outfit7.mytalkingtomfree	READ_PHONE_STATE	GAME_ENGINE	-1.15
com.outfit7.mytalkingtomfree	READ_PHONE_STATE	INTERNAL	-0.35
com.outfit7.mytalkingtomfree	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.55
com.outfit7.mytalkingtomfree	READ_PHONE_STATE	TARGETED_ADS	-1.0
com.outfit7.mytalkingtomfree	RECORD_AUDIO	INTERNAL	0.75
com.outfit7.mytalkingtomfree	RECORD_AUDIO	TARGETED_ADS	-0.75
com.outfit7.mytalkingtomfree	RECORD_AUDIO	UTILITY	0.8
com.outfit7.talkinggina	READ_PHONE_STATE	INTERNAL	0.2
com.outfit7.talkinggina	READ_PHONE_STATE	TARGETED_ADS	-0.4
com.outfit7.talkingpierrefree	READ_PHONE_STATE	INTERNAL	0.6
com.outfit7.talkingpierrefree	READ_PHONE_STATE	TARGETED_ADS	-0.15
com.outfit7.talkingtom	READ_PHONE_STATE	INTERNAL	-0.8
com.outfit7.talkingtom	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.65
com.outfit7.talkingtom	READ_PHONE_STATE	TARGETED_ADS	-0.95
com.outfit7.talkingtom	RECORD_AUDIO	INTERNAL	1.2
com.outfit7.talkingtom	RECORD_AUDIO	TARGETED_ADS	-1.0
com.outfit7.talkingtom2free	READ_PHONE_STATE	INTERNAL	-0.35
com.outfit7.talkingtom2free	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.65
com.outfit7.talkingtom2free	READ_PHONE_STATE	TARGETED_ADS	-0.7
com.outfit7.talkingtom2free	RECORD_AUDIO	INTERNAL	0.95
com.outfit7.talkingtom2free	RECORD_AUDIO	TARGETED_ADS	-0.7
com.outfit7.tomlovesangelafree	CAMERA	TARGETED_ADS	-0.6842105263157895
com.outfit7.tomlovesangelafree	READ_PHONE_STATE	INTERNAL	0.3157894736842105
com.outfit7.tomlovesangelafree	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.47368421052631576
com.outfit7.tomlovesangelafree	READ_PHONE_STATE	TARGETED_ADS	-0.15
com.paladin.GunStrike	READ_PHONE_STATE	INTERNAL	0.4
com.pallosalama.dice.free	READ_PHONE_STATE	TARGETED_ADS	-0.35
com.panapstudio.mojitsunagifree	BLUETOOTH	SOCIAL_GAMING	0.7894736842105263
com.pandora.android	BLUETOOTH	INTERNAL	1.3
com.pandora.android	READ_PHONE_STATE	INTERNAL	-0.25
com.pedrocorp.android.guitar	RECORD_AUDIO	INTERNAL	1.4210526315789473
com.picsart.studio	ACCESS_FINE_LOCATION	INTERNAL	0.3
com.pigeon.happybdaycakelite	ACCOUNTS	INTERNAL	0.21052631578947367
com.pigeon.happybdaycakelite	READ_PHONE_STATE	INTERNAL	0.1
com.playphone.zombiemission	SEND_SMS	SNS	-0.4
com.playtales.en.hanselygretel	READ_PHONE_STATE	INTERNAL	0.09375
com.playtales.en.hanselygretel	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.875
com.pnc.ecommerce.mobile	ACCESS_FINE_LOCATION	DEVELOPMENT_AID	0.9
com.pnc.ecommerce.mobile	CAMERA	DEVELOPMENT_AID	1.65
com.popcannibal.spacethunk	READ_PHONE_STATE	TARGETED_ADS	-0.25
com.popularapp.periodcalendar	ACCOUNTS	INTERNAL	0.85
com.project_x.ARShooting	CAMERA	INTERNAL	0.8947368421052632
com.protoscomunicaciones.localizamovil	ACCESS_FINE_LOCATION	INTERNAL	0.95
com.qihoo.security	CAMERA	INTERNAL	0.6
com.qihoo.security	READ_CONTACTS	INTERNAL	0.3
com.qihoo.security	READ_PHONE_STATE	INTERNAL	0.1
com.rastergrid.game.pocketsoccer	ACCESS_COARSE_LOCATION	SOCIAL_GAMING	-0.05
com.readingbee.studiofreeaudiobooks	RECORD_AUDIO	INTERNAL	1.0
com.red.dino	READ_PHONE_STATE	TARGETED_ADS	-0.85
com.redbull.RedBullAugmentedRacingReloaded	CAMERA	GAME_ENGINE	0.35
com.repsis.android.tapdroid	READ_PHONE_STATE	TARGETED_ADS	-0.7857142857142857
com.rixment.game.rocketcraze	READ_PHONE_STATE	INTERNAL	0.85
com.rixment.game.rocketcraze	READ_PHONE_STATE	TARGETED_ADS	-0.05
com.roboconn.snipelite	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.4
com.roboconn.snipetrial	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.47368421052631576
com.robotwheelie.android.facegoo	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.29411764705882354
com.robotwheelie.android.facegoo	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.6875
com.robotwheelie.android.facegoo	READ_PHONE_STATE	TARGETED_ADS	-0.4
com.rocketmind.fishing	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.1
com.rocketmind.fishing	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.2
com.rocketmind.fishing	ACCOUNTS	INTERNAL	0.7
com.rocketmind.fishing	READ_PHONE_STATE	INTERNAL	0.6
com.roguerocketgames.sushichop	READ_PHONE_STATE	INTERNAL	0.5263157894736842
com.roguerocketgames.sushichop	READ_PHONE_STATE	TARGETED_ADS	-0.3157894736842105
com.roidapp.photogrid	ACCESS_COARSE_LOCATION	INTERNAL	0.3684210526315789
com.romanempire	READ_PHONE_STATE	TARGETED_ADS	0.05263157894736842
com.rovio.amazingalex.trial	READ_PHONE_STATE	MOBILE_ANALYTICS	0.3157894736842105
com.rovio.angrybirds	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.8
com.rovio.angrybirds	READ_PHONE_STATE	INTERNAL	-0.5789473684210527
com.rovio.angrybirds	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.75
com.rovio.angrybirdsrio	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.55
com.rovio.angrybirdsrio	READ_PHONE_STATE	INTERNAL	-0.55
com.rovio.angrybirdsrio	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.5
com.rovio.angrybirdsseasons	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.6
com.rovio.angrybirdsseasons	READ_PHONE_STATE	INTERNAL	-0.3684210526315789
com.rovio.angrybirdsseasons	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.5
com.rovio.angrybirdsspace.ads	ACCESS_COARSE_LOCATION	TARGETED_ADS	-0.65
com.rovio.angrybirdsspace.ads	READ_PHONE_STATE	INTERNAL	-0.1
com.rovio.angrybirdsspace.ads	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.7
com.sbs.lamusica	SEND_SMS	UTILITY	-1.35
com.sds.android.ttpod	ACCESS_COARSE_LOCATION	SNS	-0.25
com.sds.android.ttpod	ACCESS_FINE_LOCATION	SNS	-0.15
com.sensacine.android	ACCESS_FINE_LOCATION	INTERNAL	0.9
com.sensacine.android	READ_PHONE_STATE	INTERNAL	0.29411764705882354
com.seven.integral.Z7	ACCOUNTS	SNS	-0.35
com.seventeenbullets.android.island	READ_PHONE_STATE	INTERNAL	-0.6
com.seventeenbullets.android.island	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.6
com.sgiggle.production	ACCESS_FINE_LOCATION	INTERNAL	-0.25
com.sgiggle.production	ACCESS_FINE_LOCATION	UTILITY	0.05
com.sgiggle.production	ACCOUNTS	INTERNAL	0.8
com.sgiggle.production	CAMERA	INTERNAL	1.3157894736842106
com.sgiggle.production	READ_CONTACTS	INTERNAL	0.8421052631578947
com.sgiggle.production	READ_PHONE_STATE	INTERNAL	0.15
com.sgiggle.production	RECORD_AUDIO	INTERNAL	1.1578947368421053
com.sgiggle.production	SEND_SMS	INTERNAL	-0.3684210526315789
com.shazam.android	ACCESS_FINE_LOCATION	INTERNAL	0.25
com.shazam.android	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	-0.7
com.shazam.android	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.7
com.shazam.android	ACCOUNTS	INTERNAL	0.7435897435897436
com.shazam.android	READ_PHONE_STATE	INTERNAL	-0.2
com.shazam.android	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.7
com.shazam.android	RECORD_AUDIO	INTERNAL	1.45
com.shazam.android	RECORD_AUDIO	UTILITY	1.45
com.silvertree.cordysky	ACCOUNTS	INTERNAL	0.47368421052631576
com.sirma.mobile.bible.android	ACCOUNTS	INTERNAL	0.25
com.sirma.mobile.bible.android	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.5
com.sirma.mobile.bible.android	READ_PHONE_STATE	TARGETED_ADS	-0.8
com.sixwaves.strikefleetomega	READ_PHONE_STATE	INTERNAL	0.47368421052631576
com.sixwaves.strikefleetomega	READ_PHONE_STATE	MOBILE_ANALYTICS	0.47368421052631576
com.sixwaves.strikefleetomega	READ_PHONE_STATE	TARGETED_ADS	-0.5
com.skype.raider	ACCOUNTS	INTERNAL	1.1481481481481481
com.skype.raider	BLUETOOTH	INTERNAL	1.0588235294117647
com.skype.raider	CAMERA	INTERNAL	1.8333333333333333
com.skype.raider	READ_CONTACTS	INTERNAL	1.105263157894737
com.skype.raider	READ_PHONE_STATE	INTERNAL	0.3888888888888889
com.skype.raider	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.058823529411764705
com.skype.raider	READ_PHONE_STATE	UTILITY	0.8333333333333334
com.skype.raider	RECORD_AUDIO	INTERNAL	1.3333333333333333
com.smartanuj.jokes	READ_PHONE_STATE	INTERNAL	1.105263157894737
com.smartanuj.jokes	READ_PHONE_STATE	TARGETED_ADS	-0.21052631578947367
com.socialnmobile.hd.flashlight	CAMERA	INTERNAL	1.588235294117647
com.socialquantum.acityint	READ_PHONE_STATE	PAYMENT	-0.6
com.softcube.dadsday	SEND_SMS	TARGETED_ADS	-0.7777777777777778
com.softcube.screens	SEND_SMS	TARGETED_ADS	-0.5
com.softetic.plp.bam.demo	READ_PHONE_STATE	TARGETED_ADS	-0.6071428571428571
com.soundeffects.voicedoll	RECORD_AUDIO	INTERNAL	0.9411764705882353
com.speaktoit.assistant	BLUETOOTH	MOBILE_ANALYTICS	0.7
com.spinmaster.techdeck	CAMERA	GAME_ENGINE	0.9473684210526315
com.splashpadmobile.battery	SEND_SMS	TARGETED_ADS	-0.65
com.storybird.spacebusterlite	READ_PHONE_STATE	INTERNAL	0.75
com.stream.phd	READ_PHONE_STATE	TARGETED_ADS	-0.7
com.stuckpixelinc.epicfail	READ_PHONE_STATE	TARGETED_ADS	-0.55
com.stuckpixelinc.funnypics	READ_PHONE_STATE	TARGETED_ADS	0.23529411764705882
com.stumbleupon.android.app	ACCOUNTS	INTERNAL	1.3
com.stumbleupon.android.app	READ_PHONE_STATE	MOBILE_ANALYTICS	0.75
com.supercell.clashofclans	READ_PHONE_STATE	INTERNAL	-0.25
com.supercell.hayday	READ_PHONE_STATE	INTERNAL	-0.5
com.surpax.ledflashlight.panel	CAMERA	INTERNAL	1.4736842105263157
com.surpax.ledflashlight.panel	READ_PHONE_STATE	INTERNAL	-0.6842105263157895
com.surpax.ledflashlight.panel	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.631578947368421
com.surpax.ledflashlight.panel	READ_PHONE_STATE	TARGETED_ADS	-0.21052631578947367
com.swagbuckstvmobile.views	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.23076923076923078
com.tapjoy.tapdefense	READ_PHONE_STATE	INTERNAL	0.2
com.tapular.grenadewhistle	READ_PHONE_STATE	TARGETED_ADS	-0.8125
com.tatem.robosockets	SEND_SMS	SOCIAL_GAMING	-0.5
com.teachersparadise.groovyscratchdraw	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.5
com.teachersparadise.groovyscratchdraw	READ_PHONE_STATE	TARGETED_ADS	-0.6842105263157895
com.teamandroid.game	READ_PHONE_STATE	TARGETED_ADS	-0.3157894736842105
com.teamlava.bakerystory	READ_PHONE_STATE	SECONDARY_MARKET	-0.95
com.teamlava.restaurantstory	ACCOUNTS	SECONDARY_MARKET	-0.7
com.teamlava.restaurantstory	READ_PHONE_STATE	SECONDARY_MARKET	-0.8
com.teamsoft.falldown	READ_PHONE_STATE	TARGETED_ADS	-0.15
com.tencent.mm	ACCESS_COARSE_LOCATION	INTERNAL	-0.1
com.tencent.mm	ACCESS_FINE_LOCATION	INTERNAL	0.05263157894736842
com.tencent.mm	ACCOUNTS	INTERNAL	0.7758620689655172
com.tencent.mm	BLUETOOTH	INTERNAL	1.35
com.tencent.mm	CAMERA	INTERNAL	1.2
com.tencent.mm	READ_CONTACTS	INTERNAL	0.6
com.tencent.mm	READ_PHONE_STATE	INTERNAL	0.0
com.tencent.mm	RECORD_AUDIO	INTERNAL	1.1
com.tgb.kingkong	READ_PHONE_STATE	INTERNAL	0.5789473684210527
com.tgb.kingkong	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.2631578947368421
com.tgb.kingkong	READ_PHONE_STATE	TARGETED_ADS	0.15
com.tgb.nationsatwar	ACCOUNTS	INTERNAL	0.6
com.tgb.nationsatwar	READ_PHONE_STATE	INTERNAL	0.7368421052631579
com.tgb.nationsatwar	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.16666666666666666
com.tgb.nationsatwar	READ_PHONE_STATE	TARGETED_ADS	-0.10526315789473684
com.thechive	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	-0.15789473684210525
com.thechive	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.5789473684210527
com.thechive	READ_PHONE_STATE	INTERNAL	0.65
com.thechive	READ_PHONE_STATE	TARGETED_ADS	-0.3
com.thomson.pediatrics	READ_PHONE_STATE	INTERNAL	0.6206896551724138
com.tommmi.freedjsoftware	READ_PHONE_STATE	DEVELOPMENT_AID	-0.9
com.tommmi.freedjsoftware	RECORD_AUDIO	DEVELOPMENT_AID	0.15
com.trickybanana.sounds.neod	READ_PHONE_STATE	TARGETED_ADS	-0.10526315789473684
com.tripadvisor.tripadvisor	ACCOUNTS	INTERNAL	0.8947368421052632
com.triposo.droidguide.amsterdam	ACCESS_FINE_LOCATION	INTERNAL	1.45
com.tumblr	ACCOUNTS	INTERNAL	0.6153846153846154
com.tvb.tvbfun	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	-0.1
com.twentythreedivide.hsw	READ_PHONE_STATE	MOBILE_ANALYTICS	0.05
com.twitter.android	ACCESS_FINE_LOCATION	INTERNAL	0.15
com.twitter.android	ACCOUNTS	INTERNAL	1.0847457627118644
com.twitter.android	READ_CONTACTS	INTERNAL	0.3
com.twitter.android	READ_PHONE_STATE	INTERNAL	0.25
com.twoo	ACCESS_COARSE_LOCATION	UTILITY	1.15
com.ubercab	ACCESS_COARSE_LOCATION	PAYMENT	0.9
com.uken.android.ageoflegends	READ_PHONE_STATE	INTERNAL	0.3684210526315789
com.uken.android.ageoflegends	READ_PHONE_STATE	TARGETED_ADS	0.1
com.uken.android.forcesofwar	READ_PHONE_STATE	INTERNAL	0.9
com.uken.android.forcesofwar	READ_PHONE_STATE	TARGETED_ADS	-0.05
com.uken.android.novawars	READ_PHONE_STATE	INTERNAL	0.5
com.uken.android.novawars	READ_PHONE_STATE	TARGETED_ADS	-0.2
com.uken.android.thestreetz	READ_PHONE_STATE	INTERNAL	0.45
com.uken.android.thestreetz	READ_PHONE_STATE	TARGETED_ADS	0.05
com.uken.android.villains	READ_PHONE_STATE	INTERNAL	0.8125
com.uken.android.villains	READ_PHONE_STATE	TARGETED_ADS	-0.55
com.unityconceptapps.tcr.kiat	ACCESS_FINE_LOCATION	DEVELOPMENT_AID	-1.15
com.unityconceptapps.tcr.kiat	CAMERA	DEVELOPMENT_AID	-0.6
com.unityconceptapps.tcr.kiat	READ_PHONE_STATE	DEVELOPMENT_AID	-1.0526315789473684
com.unityconceptapps.tcr.kiat	RECORD_AUDIO	DEVELOPMENT_AID	-1.263157894736842
com.v1_4.BBA3CFAB607CAEDBB1025D6C.com	READ_PHONE_STATE	INTERNAL	-0.5
com.viber.voip	ACCESS_FINE_LOCATION	INTERNAL	0.45
com.viber.voip	ACCOUNTS	INTERNAL	1.0263157894736843
com.viber.voip	BLUETOOTH	INTERNAL	1.2
com.viber.voip	READ_CONTACTS	INTERNAL	0.6
com.viber.voip	READ_PHONE_STATE	INTERNAL	0.15
com.viber.voip	READ_PHONE_STATE	UTILITY	0.8
com.viber.voip	RECORD_AUDIO	INTERNAL	1.105263157894737
com.visva.paintshop	READ_PHONE_STATE	TARGETED_ADS	-0.35
com.vkontakte.android	ACCOUNTS	INTERNAL	0.6
com.vkontakte.android	CAMERA	INTERNAL	0.95
com.vkontakte.android	READ_CONTACTS	INTERNAL	0.4
com.vkontakte.android	READ_CONTACTS	UTILITY	-0.15789473684210525
com.vkontakte.android	READ_PHONE_STATE	INTERNAL	-0.3157894736842105
com.vkontakte.android	READ_PHONE_STATE	UTILITY	0.2631578947368421
com.vkontakte.android	RECORD_AUDIO	INTERNAL	0.75
com.wantu.activity	ACCESS_COARSE_LOCATION	SNS	0.5263157894736842
com.wantu.activity	ACCESS_FINE_LOCATION	SNS	0.05263157894736842
com.waze	ACCESS_FINE_LOCATION	INTERNAL	1.263157894736842
com.waze	READ_CONTACTS	INTERNAL	0.05263157894736842
com.waze	RECORD_AUDIO	INTERNAL	0.631578947368421
com.webkey	SEND_SMS	DEVELOPMENT_AID	-0.15
com.webview.sazucafe	READ_PHONE_STATE	INTERNAL	0.47058823529411764
com.westriversw.CatWar	READ_PHONE_STATE	INTERNAL	0.45
com.westriversw.CatWar	READ_PHONE_STATE	TARGETED_ADS	0.1111111111111111
com.westriversw.MushroomWar	READ_PHONE_STATE	INTERNAL	0.85
com.westriversw.MushroomWar	READ_PHONE_STATE	TARGETED_ADS	0.2
com.westriversw.SvsM2	READ_PHONE_STATE	INTERNAL	0.4
com.westriversw.SvsM2	READ_PHONE_STATE	TARGETED_ADS	-0.25
com.westriversw.svsm	READ_PHONE_STATE	INTERNAL	0.6842105263157895
com.whaleshark.retailmenot	BLUETOOTH	UTILITY	0.9
com.whatsapp	ACCESS_FINE_LOCATION	INTERNAL	0.0
com.whatsapp	ACCOUNTS	INTERNAL	0.9
com.whatsapp	CAMERA	INTERNAL	1.35
com.whatsapp	READ_CONTACTS	INTERNAL	0.8
com.whatsapp	READ_PHONE_STATE	INTERNAL	0.2
com.whatsapp	RECORD_AUDIO	INTERNAL	1.4
com.whatsapp	SEND_SMS	INTERNAL	0.1
com.wooga.diamonddash	ACCOUNTS	INTERNAL	0.15
com.wooga.diamonddash	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.55
com.x3anywhere	CAMERA	INTERNAL	1.0
com.xfinity.tv	READ_PHONE_STATE	INTERNAL	1.25
com.xfinity.tv	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.1111111111111111
com.xvalue.androtoolkit	ACCESS_FINE_LOCATION	SECONDARY_MARKET	-0.6
com.xz.nc	SEND_SMS	SECONDARY_MARKET	-0.4
com.yahoo.mobile.client.android.im	ACCOUNTS	INTERNAL	1.1
com.yahoo.mobile.client.android.mail	ACCOUNTS	INTERNAL	1.2166666666666666
