,packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,regScore
0,air.couk.hamzagames.ultimatesmasher,READ_PHONE_STATE,TARGETED_ADS,-0.3232655312960703,-0.05263157894736838,-0.3112547907255797,0.0,-0.3112547907255797
1,amep.games.af_final,READ_PHONE_STATE,TARGETED_ADS,-0.32035775998633903,-0.21052631578947353,-0.2304214618429808,0.0,-0.2304214618429808
2,atticlab.ScaryMazedGame,READ_PHONE_STATE,TARGETED_ADS,-0.322090758099236,-0.25,-0.26744163243086844,0.0,-0.26744163243086844
3,atticlab.whip,READ_PHONE_STATE,TARGETED_ADS,-0.32167885385722694,-0.3,-0.35103704935037505,0.0,-0.35103704935037505
4,br.com.jera.vikings,READ_PHONE_STATE,TARGETED_ADS,-0.32160345590709516,0.0,-0.22248388684468648,0.0,-0.22248388684468648
5,ch.xot.droid_catcher,ACCESS_FINE_LOCATION,TARGETED_ADS,-0.4473471826761015,-0.6896551724137935,-0.6160872646750254,0.0,-0.6160872646750254
6,com.Ama.PanicFlightFree,READ_PHONE_STATE,TARGETED_ADS,-0.32863834855957497,0.23529411764705885,-0.22783748866510797,0.0,-0.22783748866510797
7,com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,TARGETED_ADS,-0.3234188477217816,-0.4000000000000002,-0.22419534828686757,0.0,-0.22419534828686757
8,com.alaskajim.whosingsit1990s,READ_PHONE_STATE,TARGETED_ADS,-0.32384365216736616,-0.7647058823529417,-0.38112991457625783,0.0,-0.38112991457625783
9,com.alpha_aps.naked_scanner,ACCESS_FINE_LOCATION,TARGETED_ADS,-0.43640981165532405,-0.8999999999999996,-0.40089520138272355,0.0,-0.40089520138272355
10,com.alpha_aps.naked_scanner,READ_PHONE_STATE,TARGETED_ADS,-0.31672060337248537,-0.3499999999999998,-0.32736745073340384,0.0,-0.32736745073340384
11,com.androp.cube.dolphin,READ_PHONE_STATE,TARGETED_ADS,-0.3161145222356323,0.0,-0.451052052540165,0.0,-0.451052052540165
12,com.animoca.prettyPetSalonSeasons,READ_PHONE_STATE,TARGETED_ADS,-0.32722353463666437,-0.31578947368421056,-0.21388210959851991,0.0,-0.21388210959851991
13,com.appmania.ironwars.hd,READ_PHONE_STATE,TARGETED_ADS,-0.3237828721197496,-0.10000000000000005,-0.29187807355024115,0.0,-0.29187807355024115
14,com.appmox.jgirl,READ_PHONE_STATE,TARGETED_ADS,-0.31354052734792603,-1.2999999999999998,-0.3487941049508359,0.0,-0.3487941049508359
15,com.artofbytes.gravedefence.hd.free,READ_PHONE_STATE,TARGETED_ADS,-0.3219055411382202,-0.5,-0.20942326843260903,0.0,-0.20942326843260903
16,com.berobo.android.scanner,ACCESS_FINE_LOCATION,TARGETED_ADS,-0.4700837576835951,-0.26315789473684226,-0.5948072862037171,0.0,-0.5948072862037171
17,com.berobo.android.scanner,READ_PHONE_STATE,TARGETED_ADS,-0.31708433489110843,-0.4499999999999998,-0.3546309357224118,0.0,-0.3546309357224118
18,com.bestcoolfungames.antsmasher,ACCESS_FINE_LOCATION,TARGETED_ADS,-0.4394772045125694,-0.8000000000000004,-0.5579431313626905,0.0,-0.5579431313626905
19,com.bestcoolfungames.antsmasher,RECORD_AUDIO,TARGETED_ADS,-0.8241666666666665,-1.3500000000000008,-0.8241666666666665,1.0,-0.6412993629788747
20,com.bigbluebubble.fatfree,READ_PHONE_STATE,TARGETED_ADS,-0.3236670982743508,-0.1875,-0.25980412221217386,0.0,-0.25980412221217386
21,com.bodyfitness.health.bnht,READ_PHONE_STATE,TARGETED_ADS,-0.32506989992556706,-0.15,-0.28615975571160074,0.0,-0.28615975571160074
22,com.breakapps.breakdotcom,ACCESS_FINE_LOCATION,TARGETED_ADS,-0.4614918668392127,-0.31578947368421056,-0.35603323404948845,0.0,-0.35603323404948845
23,com.codemonkey.titanturret,READ_PHONE_STATE,TARGETED_ADS,-0.32800176240445456,-0.10000000000000005,-0.1882915852764627,0.0,-0.1882915852764627
24,com.codingcaveman.SoloTrial,READ_PHONE_STATE,TARGETED_ADS,-0.3232138912384342,-0.11764705882352942,-0.3134200981786608,0.0,-0.3134200981786608
25,com.com2us.imo.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-0.32582268288748945,-0.1875,-0.20811917012561587,0.0,-0.20811917012561587
26,com.com2us.inotia3.normal.freefull.google.global.android.common,READ_PHONE_STATE,TARGETED_ADS,-0.3233168738107484,-0.05263157894736838,-0.3117587084351103,0.0,-0.3117587084351103
