,packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,regScore
767,com.nimbuzz,MANAGE_ACCOUNTS,INTERNAL,1.0547550379426025,0.6999999999999996,1.0547550379426025,0.0,1.0547550379426025
768,com.nubee.japanlife,MANAGE_ACCOUNTS,SNS,-0.5849999999999999,0.3333333333333333,-0.5849999999999999,1.0,0.6715005117691246
769,com.skype.raider,MANAGE_ACCOUNTS,INTERNAL,1.0258618784895874,1.052631578947369,1.0260102136521125,0.0,1.0260102136521125
770,com.tencent.mm,MANAGE_ACCOUNTS,INTERNAL,1.0477655724908046,0.8947368421052635,1.049116962424496,0.0,1.049116962424496
771,com.tripadvisor.tripadvisor,MANAGE_ACCOUNTS,INTERNAL,1.0327404746573994,0.8947368421052635,1.0324577280304834,0.0,1.0324577280304834
772,com.tumblr,MANAGE_ACCOUNTS,INTERNAL,1.0222293961819247,1.1000000000000005,1.0209440526698008,0.0,1.0209440526698008
773,com.twitter.android,MANAGE_ACCOUNTS,INTERNAL,1.0156691224247985,1.3157894736842117,1.0156691224247985,0.0,1.0156691224247985
774,com.viber.voip,MANAGE_ACCOUNTS,INTERNAL,1.0283909859490354,1.2222222222222217,1.0283909859490354,0.0,1.0283909859490354
775,com.vkontakte.android,MANAGE_ACCOUNTS,INTERNAL,1.0560087094516921,0.6470588235294118,1.0560087094516921,0.0,1.0560087094516921
776,com.yahoo.mobile.client.android.im,MANAGE_ACCOUNTS,INTERNAL,1.026616856894205,1.1000000000000005,1.025407997642002,0.0,1.025407997642002
777,com.yahoo.mobile.client.android.mail,MANAGE_ACCOUNTS,INTERNAL,1.0081386367712477,1.3999999999999992,1.0081386367712477,0.0,1.0081386367712477
778,com.yahoo.mobile.client.android.weather,MANAGE_ACCOUNTS,INTERNAL,1.0552127931694497,0.6499999999999999,1.0552127931694497,0.0,1.0552127931694497
779,com.antivirus,BLUETOOTH,INTERNAL,0.9254468176159352,0.75,0.9254468176159352,1.0,0.881769989851186
780,com.aurum.google.aliceOfHeart,BLUETOOTH,GAME_ENGINE,1.101380607473658,1.1499999999999992,1.101380607473658,1.0,0.8524702678064404
781,com.dianxinos.dxbs,BLUETOOTH,INTERNAL,0.9761718020541551,0.4000000000000002,0.9761718020541551,1.0,0.9015610616551372
782,com.easy.battery.saver,BLUETOOTH,INTERNAL,0.9797031979458453,0.25,0.9797031979458453,1.0,0.9003994519558004
783,com.fitbit.FitbitMobile,BLUETOOTH,MOBILE_ANALYTICS,0.7053877931939503,0.9499999999999995,0.7053877931939503,1.0,0.861545544024674
784,com.google.android.googlequicksearchbox,BLUETOOTH,INTERNAL,0.8834749844382198,1.2999999999999998,0.8834749844382198,1.0,0.8284385860583857
785,com.google.android.maps.mytracks,BLUETOOTH,INTERNAL,0.9406731248054778,0.6499999999999999,0.9406731248054778,1.0,0.893651065237971
786,com.hipipal.qpyplus,BLUETOOTH,DEVELOPMENT_AID,0.841797876510234,0.9499999999999995,0.841797876510234,1.0,0.8740309934425847
787,com.kakao.talk,BLUETOOTH,INTERNAL,0.8866885309679428,1.0,0.8866885309679428,1.0,0.8487577601193086
788,com.kaosu.i.battery.ppochi,BLUETOOTH,TARGETED_ADS,0.022400358836345006,-0.8888888888888892,0.022400358836345006,1.0,0.9113350634371395
789,com.myfknoll.draw.together,BLUETOOTH,SOCIAL_GAMING,0.790632291673693,1.25,0.790632291673693,1.0,0.8277410919307262
790,com.mythlj.snakesally,BLUETOOTH,GAME_ENGINE,1.101380607473658,1.1499999999999992,1.101380607473658,1.0,0.8518400039489014
791,com.panapstudio.mojitsunagifree,BLUETOOTH,SOCIAL_GAMING,1.1744042214982542,0.7894736842105264,1.1744042214982542,1.0,0.8783399377424713
792,com.pandora.android,BLUETOOTH,INTERNAL,0.8785948101462806,1.2999999999999998,0.8785948101462806,1.0,0.852857223542619
793,com.skype.raider,BLUETOOTH,INTERNAL,0.9047493386243386,1.0588235294117647,0.9047493386243386,1.0,0.860109844213839
794,com.speaktoit.assistant,BLUETOOTH,MOBILE_ANALYTICS,0.947054459860617,0.6999999999999996,0.947054459860617,1.0,0.8715561229567997
795,com.tencent.mm,BLUETOOTH,INTERNAL,0.8631498599439777,1.3500000000000008,0.8631498599439777,1.0,0.8483284116177057
796,com.viber.voip,BLUETOOTH,INTERNAL,0.8811494319950202,1.2,0.8811494319950202,1.0,0.8551583646415799
797,com.whaleshark.retailmenot,BLUETOOTH,UTILITY,1.305270596179457,0.8999999999999996,1.305270596179457,1.0,0.8600082921536134
798,com.yodawnla.isMonster2,BLUETOOTH,UTILITY,0.8719372628461234,1.5499999999999996,0.8719372628461234,1.0,0.8367120977775659
799,me.pou.app,BLUETOOTH,INTERNAL,0.9283819638966696,0.75,0.9283819638966696,1.0,0.8763704738401658
800,se.tv4.tv4playtab,BLUETOOTH,TARGETED_ADS,-0.4573267366802244,-0.26315789473684226,-0.4573267366802244,1.0,0.8956267580249425
801,com.antivirus,READ_CONTACTS,INTERNAL,0.522627411288402,0.2000000000000001,0.5626755700027929,0.0,0.5626755700027929
802,com.avast.android.mobilesecurity,READ_CONTACTS,INTERNAL,0.49989210394009154,1.0,0.4751030874690947,0.0,0.4751030874690947
803,com.avast.android.mobilesecurity,READ_CONTACTS,UTILITY,-0.4046052631578948,-0.25,-0.4046052631578948,1.0,-0.32917010986567236
804,com.badoo.mobile,READ_CONTACTS,INTERNAL,0.5410220687465269,-0.3499999999999998,0.532024257738783,0.0,0.532024257738783
805,com.bbm,READ_CONTACTS,INTERNAL,0.5007830494621001,0.8500000000000003,0.5065900870352344,0.0,0.5065900870352344
806,com.digitalchocolate.androiddistrictpa,READ_CONTACTS,SNS,-0.16562497611130222,-0.5500000000000003,-0.16562497611130222,1.0,-0.2615825840612784
807,com.evernote,READ_CONTACTS,INTERNAL,0.5208657925608391,0.10000000000000005,0.5083312013948481,0.0,0.5083312013948481
808,com.facebook.katana,READ_CONTACTS,INTERNAL,0.5032804694827399,0.8500000000000003,0.4815754421755355,0.0,0.4815754421755355
809,com.facebook.orca,READ_CONTACTS,INTERNAL,0.5036249151032431,0.5,0.5229046324407122,0.0,0.5229046324407122
810,com.fruit.shooter.blast,READ_CONTACTS,SECONDARY_MARKET,-1.091373313457937,-1.2999999999999998,-1.091373313457937,1.0,-0.23046006523289816
