,packageName,permission,purpose,avgScore,comfortScore,hybridScore,isHybridAvg,regScore
0,air.couk.hamzagames.ultimatesmasher,READ_PHONE_STATE,TARGETED_ADS,-0.32541838272523543,-0.05263157894736838,-0.26521880591689306,0.0,-0.26521880591689306
1,amep.games.af_final,READ_PHONE_STATE,INTERNAL,0.272457334906673,0.9499999999999995,0.5657638859563413,0.0,0.5657638859563413
2,amep.games.af_final,READ_PHONE_STATE,TARGETED_ADS,-0.32296890232680825,-0.21052631578947353,-0.2192666954426735,0.0,-0.2192666954426735
3,atticlab.ScaryMazedGame,READ_PHONE_STATE,TARGETED_ADS,-0.32161389374686666,-0.25,-0.2717273648803041,0.0,-0.2717273648803041
4,atticlab.whip,READ_PHONE_STATE,TARGETED_ADS,-0.32289133611454796,-0.3,-0.3499429955289543,0.0,-0.3499429955289543
5,au.com.nab.mobile,READ_PHONE_STATE,INTERNAL,0.2782533271207736,-0.5789473684210529,0.4413984288753729,0.0,0.4413984288753729
6,bnw.project.wallpaper.buddycons,READ_PHONE_STATE,INTERNAL,0.2697610263616262,0.3,0.4402161332682704,0.0,0.4402161332682704
7,br.bovespa,READ_PHONE_STATE,INTERNAL,0.27859483561773873,-0.034482758620689634,0.22960762399195528,0.0,0.22960762399195528
8,br.com.jera.vikings,READ_PHONE_STATE,INTERNAL,0.2655730551315708,0.6,0.426163446812609,0.0,0.426163446812609
9,br.com.jera.vikings,READ_PHONE_STATE,TARGETED_ADS,-0.3242711918060609,0.0,-0.21661017556513418,0.0,-0.21661017556513418
10,by.istin.android.kinobaza,READ_PHONE_STATE,INTERNAL,0.2623119866152747,0.3,0.4485799402014344,0.0,0.4485799402014344
11,com.Ama.PanicFlightFree,READ_PHONE_STATE,INTERNAL,0.26672078667211346,0.41176470588235314,0.33701344491084967,0.0,0.33701344491084967
12,com.Ama.PanicFlightFree,READ_PHONE_STATE,MOBILE_ANALYTICS,-0.4109990728854657,-0.125,-0.2633738594170513,0.0,-0.2633738594170513
13,com.Ama.PanicFlightFree,READ_PHONE_STATE,TARGETED_ADS,-0.33063316797159964,0.23529411764705885,-0.1953951915461713,0.0,-0.1953951915461713
14,com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,INTERNAL,0.2733067796817371,0.3333333333333333,0.5348689616837705,0.0,0.5348689616837705
15,com.Conquer3.Kingdoms.game.good.haha,READ_PHONE_STATE,TARGETED_ADS,-0.32480557445701674,-0.4000000000000002,-0.2599772701824034,0.0,-0.2599772701824034
16,com.HBO,READ_PHONE_STATE,INTERNAL,0.2688338829672286,1.1499999999999992,0.7398028114620738,0.0,0.7398028114620738
17,com.NextFloor.DragonFlightKakao,READ_PHONE_STATE,INTERNAL,0.2741995956249213,-0.6499999999999999,-0.24806231356037484,0.0,-0.24806231356037484
18,com.UCMobile.intl,READ_PHONE_STATE,INTERNAL,0.28238243707906735,-0.3,-0.07980234382576473,0.0,-0.07980234382576473
19,com.UCMobile.intl,READ_PHONE_STATE,SNS,0.2612436369028488,0.25,0.2612436369028488,1.0,-0.15484065789584678
20,com.alaskajim.whosingsit1990s,READ_PHONE_STATE,TARGETED_ADS,-0.32130920466039986,-0.7647058823529417,-0.35858269297957374,0.0,-0.35858269297957374
21,com.allocine.androidapp,READ_PHONE_STATE,INTERNAL,0.27184296405575054,0.6999999999999996,0.6435252578295025,0.0,0.6435252578295025
22,com.alpha_aps.naked_scanner,READ_PHONE_STATE,TARGETED_ADS,-0.32307359378901557,-0.3499999999999998,-0.338809652807553,0.0,-0.338809652807553
23,com.androp.cube.dolphin,READ_PHONE_STATE,TARGETED_ADS,-0.32380000318829627,0.0,-0.41254112034725593,0.0,-0.41254112034725593
24,com.animoca.prettyPetSalonSeasons,READ_PHONE_STATE,INTERNAL,0.26786581483279387,0.47368421052631554,0.4872219625196757,0.0,0.4872219625196757
25,com.animoca.prettyPetSalonSeasons,READ_PHONE_STATE,TARGETED_ADS,-0.32604861766734977,-0.31578947368421056,-0.24552963078094267,0.0,-0.24552963078094267
26,com.antivirus,READ_PHONE_STATE,INTERNAL,0.2677195144536294,0.3499999999999998,0.0789433600541929,0.0,0.0789433600541929
27,com.appmania.ironwars.hd,READ_PHONE_STATE,TARGETED_ADS,-0.3241488726482112,-0.10000000000000005,-0.28751061539080786,0.0,-0.28751061539080786
